gene_set,interaction_type,ffa_type,E_capacity,E_composition,E_combined,phi_capacity,phi_composition,phi_combined,p_value_capacity,p_value_composition,effect_type
OPI1:RGR1:SPT3,trigenic,C140,0.2627833376121871,-0.022305246270724055,0.24047809134146303,1.3005449092585484,0.9779416764368585,1.2718570688417266,0.16403218112755344,0.8779999781977562,capacity-only
SPT3:TFC7,digenic,C140,0.48916006089411807,-0.6342884689529977,-0.14512840805887967,1.630945749365566,0.5303126880491608,0.8649112244084062,0.0002802047866924619,1.8657342355767036e-09,both
FKH1:GCN5:YAP6,trigenic,C140,-1.385206772204613,1.6078225267627568,0.22261575455814375,0.2502720451386423,4.991929591809117,1.2493404281301754,6.0880690163414015e-12,2.384780511838316e-23,both
FKH1:MED4:RGR1,trigenic,C140,-0.4187613961573497,2.0979799656291833,1.6792185694718336,0.657861144739764,8.149690618640104,5.361364799653494,0.026911699726159772,3.4720062716515498e-37,both
RFX1:RGR1:YAP6,trigenic,C140,0.20040525678949006,0.6849502036556487,0.8853554604451388,1.2218978402315257,1.9836730534112381,2.4238458196886676,0.2882653493478851,3.5010141876180824e-06,both
FKH1:MED4:OPI1,trigenic,C140,-0.34983559827002475,1.775363049658801,1.4255274513887763,0.7048039511834078,5.902423620262887,4.1600514891195575,0.064226794217743,1.02102251764069e-28,both
RFX1:RPD3:SPT3,trigenic,C140,-0.40334893889238144,0.5294445491713444,0.126095610278963,0.6680789399214148,1.6979888972934554,1.1343906225021436,0.03301419869157485,0.00030782012836161527,both
RFX1:SPT3:YAP6,trigenic,C140,0.02591292924469213,0.29127513771255886,0.317188066957251,1.02625158808225,1.338132704077148,1.3732608126239687,0.8906958295022297,0.04564425971989214,composition-only
MED4:RFX1:SPT3,trigenic,C140,-1.1744839139726344,3.1033675674802232,1.9288836535075888,0.3089783979816607,22.272830389765737,6.8818234523470645,1.3603275453614414e-09,9.930338646416854e-65,both
OPI1:RPD3,digenic,C140,0.7389153096011984,-0.8816790266795951,-0.14276371707839663,2.0936633059094847,0.4140870644431407,0.8669588922763797,5.9022371016950274e-08,3.30704841523627e-16,both
OPI1:RFX1:SPT3,trigenic,C140,0.06409820950407263,0.053841618297616245,0.11793982780168888,1.066197104308739,1.055317445944543,1.1251764049925659,0.7339265005858937,0.7110042113590729,neither
