dataset,compound,inchikey,dose_value,dose_unit,dose_basis,solvent,physical,temperature_c,duration_generations,duration_hours,media_name,aerobicity,screen_id,records,genes,response_median
vanacloig2022,4-hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3493,3493,-0.004950288433250923
vanacloig2022,1-ethyl-3-methylimidazolium chloride,BMQZYMYBQZGEEY-UHFFFAOYSA-M,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3492,3492,0.032066256496552814
vanacloig2022,"2,4-dimethylimidazole",LLPKQRMDOFYSGZ-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3492,3492,-0.008115772030642324
vanacloig2022,benomyl,RIOXQFHNBCKOKP-UHFFFAOYSA-N,10.0,ug/mL,fixed,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3492,3492,-0.01827812494847899
vanacloig2022,levulinic acid,JOOXCMJARBKPKM-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3491,3491,-0.007367082802447318
vanacloig2022,sodium glyoxylate,SOEVVANXSDKPIY-UHFFFAOYSA-M,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3491,3491,-0.023549118155835675
vanacloig2022,ferulamide,YYAJJKZSQWOLIP-HWKANZROSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3490,3490,-0.1431270613531123
vanacloig2022,sodium butyrate,MFBOGIVSZKQAPD-UHFFFAOYSA-M,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3490,3490,-0.030677286771539986
vanacloig2022,"2,2'-bipyridine",ROFVEXUMMXZLPA-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3490,3490,-0.02035762473383077
vanacloig2022,benzoic acid,WPYMKLBDIGXBTP-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3490,3490,-0.004535564605649375
vanacloig2022,acetamide,DLFVBJFMPXGRIB-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3489,3489,-0.0022430733414668205
vanacloig2022,2-methylimidazole,LXBGSDVWAMZHDD-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3489,3489,-0.006387139344240585
vanacloig2022,methyl methanesulfonate,MBABOKRGFJTBAE-UHFFFAOYSA-N,,,fixed,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3489,3489,-0.07631729777377731
vanacloig2022,ethanol,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3487,3487,-0.30539294711531867
vanacloig2022,vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3486,3486,-0.059124297610799
vanacloig2022,"2-propenamide, 3-(4-hydroxyphenyl)-, (2e)-",DSMLJOHWFORNLY-ZZXKWVIFSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3485,3485,-0.13963971544992018
vanacloig2022,1-butyl-3-methylimidazolium chloride,FHDQNOXQSTVAIC-UHFFFAOYSA-M,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3485,3485,-0.03132617599841344
vanacloig2022,methylglyoxal,AIJULSRZWUXGPQ-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3484,3484,0.004819128459998545
vanacloig2022,isobutanol,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3481,3481,-0.0279809507911916
vanacloig2022,gamma-valerolactone,GAEKPEKOJKCEMS-UHFFFAOYSA-N,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3474,3474,-0.17847484773789768
vanacloig2022,crystal violet,ZXJXZNDDNMQXFV-UHFFFAOYSA-M,,,IC30,,pH=5.0pH[hydrochloric acid],30.0,6.5,48.0,"SynBase (SynH3- minus acetamide/sodium acetate/cellobiose, MSG for ammonium sulfate)",anaerobic,,3388,3388,-2.773071423083241
