run_id,cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.max_depth,random_forest.n_estimators,random_forest.min_samples_split,val_mse,val_pearson,test_spearman,val_mae,test_pearson,val_spearman,test_r2,val_r2,num_params,test_mae,test_mse,val_rmse,test_rmse
xppkqkiv,False,1000,mean,['random_10'],5.0,200,10,0.02338459892590461,0.2718792117475045,0.379513622932885,0.1192345698170235,0.3863783101039202,0.29760470261206634,0.08002250725424176,0.04939492694107283,4814.0,0.1079071578529085,0.021495094759395525,0.15292023713656938,0.146612055300359
744pzzz4,False,1000,mean,['random_10'],5.0,100,10,0.02272508751358829,0.3495681188413583,0.29034357215609163,0.11835656286874063,0.2978382851549459,0.34876218528648567,0.06430120111057913,0.07620466168463735,2472.0,0.10905447985360636,0.021862420012419823,0.1507484245807839,0.14785946034129782
jea7uld2,False,1000,mean,['random_10'],5.0,500,5,0.02294505250094852,0.3424197847228682,0.3755268353442686,0.1182255773766397,0.3729104947004814,0.3442992942256565,0.07647907531794229,0.06726288622196985,16586.0,0.10716711450850933,0.021577886355760453,0.15147624401518714,0.1468941331563669
o2mnn4uh,False,1000,mean,['random_10'],5.0,200,5,0.022834086522356425,0.3643557142578862,0.3353459472094123,0.11775243008534356,0.3715138995753194,0.3593711148939426,0.07440628827015205,0.07177375350350113,6770.0,0.10775617083590924,0.02162631662102197,0.15110951830495797,0.14705888827616634
dnk03f6i,False,1000,mean,['random_10'],5.0,100,5,0.02307753444865503,0.3097060819510443,0.37435166655092994,0.1187049225988246,0.411150414325961,0.3494634967389017,0.09561344953115658,0.06187737535742277,3408.0,0.10613139608334682,0.02113081543270208,0.15191291731994033,0.14536442285752754
3ap8877c,False,1000,mean,['random_10'],5.0,500,2,0.022879889461284855,0.35188494614788973,0.30238630656633353,0.11794879331273196,0.3510155857216349,0.3907006101409636,0.07022335362692389,0.06991182265558127,23400.0,0.10807792973605208,0.021724050073456975,0.15126099781928207,0.14739080728952186
1uytstsb,False,1000,mean,['random_10'],5.0,200,2,0.023076861631335724,0.2987909726802489,0.2870596892662947,0.11857747562038834,0.3492982315722023,0.2471740336246963,0.07472172615001604,0.06190472598930663,9136.0,0.10786003775964371,0.02161894647645664,0.1519107028202283,0.14703382766036066
mhlajcbv,False,1000,mean,['random_10'],5.0,100,2,0.0223413642650031,0.40582607527938314,0.3341048811005593,0.1168838121574917,0.361226011454405,0.3699290400321327,0.07354902126840213,0.09180335841283573,4660.0,0.1067137217739501,0.02164634649738527,0.14947027886841951,0.14712697406453132
6088svze,False,1000,mean,['random_10'],,500,10,0.02143598163890863,0.42503254967537374,0.4309574605777304,0.11479772377852034,0.4484429735789562,0.43497248946438927,0.14092459763371012,0.12860798012783126,90102.0,0.10385227793934625,0.02007212929113736,0.1464103194413175,0.14167614227927494
lpm0kuqn,False,1000,mean,['random_10'],,200,10,0.021056375130033653,0.4797185334767581,0.470995571195639,0.11363278462911748,0.4855376943585408,0.5128053095652506,0.15558668625718364,0.14403932766755767,36170.0,0.10353237468294,0.019729552448967465,0.14510814977124356,0.14046192526434864
igx1kmae,False,1000,mean,['random_10'],,100,10,0.020979259291380076,0.4569441395944022,0.3564275967310351,0.11344945789528638,0.37085231756062953,0.48262341487672855,0.112729767285197,0.14717415617881668,18236.0,0.10663028286773923,0.020730896005372455,0.14484218754002604,0.1439822767057545
v58s3dkv,False,1000,mean,['random_10'],,500,5,0.021529313445157475,0.4266768178871539,0.36121613499174227,0.11427384809507792,0.40717954774039966,0.4861937277253919,0.12532372364633215,0.12481395788357463,184894.0,0.1051066516762474,0.02043664067030949,0.14672870695660573,0.14295677902887113
zelkyxqy,False,1000,mean,['random_10'],,200,5,0.021706970571232775,0.39801952577529626,0.43671249279931423,0.11519085401244766,0.4316180698920401,0.4242998042703492,0.1322723360919953,0.11759203520500494,73928.0,0.1044460920389544,0.02027428769521652,0.1473328563872729,0.1423878073966185
oek9t9t3,False,1000,mean,['random_10'],,100,5,0.021733258013066203,0.38918182916678246,0.3812928504517716,0.11505733893346463,0.3897785233453536,0.40618046656338264,0.12126246879088598,0.11652342694519346,36926.0,0.10524811090459377,0.02053153109822564,0.14742204045890223,0.14328827969595295
170zj5ws,False,1000,mean,['random_10'],,500,2,0.021537563423696934,0.4276312254394131,0.42449403221436754,0.11450746842610594,0.4391070896610309,0.4604874752150157,0.13456214177956272,0.12447858880253604,503002.0,0.10417241749369983,0.02022078683174652,0.14675681729888032,0.14219981305102522
qj8ocu85,False,1000,mean,['random_10'],,200,2,0.02192237613450107,0.370370719348428,0.3574380222355879,0.11520590531430684,0.400163510354979,0.35249826266026557,0.11926795682201718,0.10883560445086736,201482.0,0.10644139340490968,0.02057813248152865,0.1480620685202698,0.14345080160643456
l4e7f3sl,False,1000,mean,['random_10'],,100,2,0.021464560280128792,0.39653517494785046,0.4512648166420598,0.11360336505028663,0.4496663599855345,0.4127345408641432,0.1536880751595806,0.1274462325429746,100602.0,0.10273606201109378,0.019773913127110156,0.14650788470293602,0.14061974657604157
qq6nybjm,False,1000,mean,['random_100'],10.0,500,10,0.021950365547570978,0.39102852592523824,0.39780012798810854,0.11535750056273338,0.445125408503273,0.39520175455374273,0.13054907689648065,0.1076978095226544,37448.0,0.1046252115541014,0.02031455131035349,0.14815655755845225,0.14252912442849527
0l7olqkx,False,1000,mean,['random_100'],10.0,200,10,0.022099261326304277,0.3814982816311153,0.4297987661132702,0.11574166386890296,0.4471743043308505,0.420831500360219,0.128935436536455,0.10164506159785912,14874.0,0.10473526658222496,0.02035225370277052,0.14865820302393096,0.142661325182302
43e9v6qf,False,1000,mean,['random_100'],10.0,100,10,0.022808380174074487,0.28850868731057794,0.3660266390242876,0.11772849087783864,0.36025466800857653,0.28883193389820777,0.09571148556325348,0.07281873978545783,7466.0,0.10705153786429562,0.021128524839925215,0.151024435685337,0.14535654384968438
tt8hb8wb,False,1000,mean,['random_100'],10.0,500,5,0.021950046636776396,0.4057525247439264,0.3625450641879477,0.1156766746250239,0.41001567569471115,0.39909084533532246,0.1123913116258064,0.1077107735345727,62998.0,0.10580694560809946,0.02073880395586888,0.1481554812917038,0.14400973562877226
7ed7z0lx,False,1000,mean,['random_100'],10.0,200,5,0.02202844069860861,0.3840321877858021,0.3299808074379548,0.11426828719739564,0.3939091833926144,0.4137163768975256,0.10691802786870108,0.1045239840962966,24536.0,0.106160794988145,0.02086668616378345,0.14841981235201926,0.14445305868614708
234ua2ip,False,1000,mean,['random_100'],10.0,100,5,0.02239241838832952,0.32408187492036455,0.305664698013171,0.11637863370379754,0.41453904658869595,0.3220995989773603,0.11860802864454778,0.08972796217497614,12424.0,0.10571501295472643,0.020593551574735768,0.1496409649405186,0.14350453503194863
lxm8t8pm,False,1000,mean,['random_100'],10.0,500,2,0.022259463861992516,0.35626513794601233,0.374164957490306,0.11641056910129566,0.39468191019913174,0.35177144897321616,0.11003964778908448,0.09513268378780226,125778.0,0.10530025011781556,0.020793750122934024,0.14919605846667838,0.14420038184045847
9ueuz5t8,False,1000,mean,['random_100'],10.0,200,2,0.022235390716931588,0.3715370569025696,0.3793104395433825,0.11644860580398012,0.40976930182967536,0.37398389533882903,0.11680588138246052,0.09611127888331406,51178.0,0.10613554767360445,0.0206356583941682,0.1491153604325577,0.14365116913609927
vzh20kg3,False,1000,mean,['random_100'],10.0,100,2,0.022175034272251076,0.35999310069531426,0.285769200170806,0.11603007421908108,0.36466364267971463,0.2962148308245509,0.0965845482665777,0.09856482288836166,25750.0,0.10596092773326396,0.02110812590007416,0.14891284119326673,0.1452863582724619
s9tt8wdy,False,1000,mean,['random_100'],5.0,500,10,0.023015595848736067,0.3417384411256803,0.3255986359562525,0.11845659837164856,0.33448988428536475,0.341583306237209,0.0689419851080808,0.06439523540230496,12262.0,0.1078631182799928,0.02175398899908442,0.1517089181582153,0.14749233539097692
61tubhfn,False,1000,mean,['random_100'],5.0,200,10,0.0230104505571338,0.32832356694922876,0.31944272839862314,0.11835383398096286,0.30868922853311304,0.34336846266154064,0.06447596384617293,0.06460439615443003,4800.0,0.10808078259187416,0.021858336715174377,0.15169195943468394,0.14784565166136737
tuk3vdlw,False,1000,mean,['random_100'],5.0,100,10,0.02303013525106423,0.3080233572328086,0.22925676067431747,0.11893084319213904,0.25665453744377015,0.2806074632289654,0.05211240328497746,0.06380419556210137,2380.0,0.1100442302618091,0.02214720889728967,0.15175682933912474,0.14881938347301965
n524b1gw,False,1000,mean,['random_100'],5.0,500,5,0.023114257842187784,0.32047725881438216,0.3835717992799751,0.11829263856641148,0.351429293717608,0.3703753291382157,0.07398337302325397,0.06038453623271556,16558.0,0.1073008025324112,0.02163619795331428,0.15203373915742446,0.14709248095437877
6z2uj4el,False,1000,mean,['random_100'],5.0,200,5,0.02269024526646957,0.3792656859004651,0.3455106081274961,0.1182042700615455,0.3220078565235281,0.3986190539946062,0.06656520000342969,0.0776210305081001,6626.0,0.10760272228522023,0.021809522119677092,0.1506328160344537,0.1476804730479866
1a1wjnn8,False,1000,mean,['random_100'],5.0,100,5,0.023182820735107856,0.28561584792011263,0.3302828368007288,0.11914537944820286,0.36766994216184856,0.2514839112777257,0.07733032757021663,0.05759739269264752,3240.0,0.10671561031788832,0.021557997012846015,0.15225905797392764,0.14682641796640689
35yuqh3i,False,1000,mean,['random_100'],5.0,500,2,0.022938290831787996,0.3444292521301779,0.3660540962390852,0.11859113760440286,0.3685505120455202,0.3697377732723829,0.07563240254308734,0.06753775418214758,23292.0,0.10762144985599356,0.0215976687000778,0.15145392313105657,0.14696145310957498
4v57ql2n,False,1000,mean,['random_100'],5.0,200,2,0.022812924305925568,0.3502087632956503,0.3036273726751865,0.11818238625687474,0.34153626862478514,0.31740718780483135,0.07087200762817358,0.07263401672033398,9390.0,0.10787779617738034,0.021708894399179217,0.15103947929573106,0.14733938509162856
lrkuubcz,False,1000,mean,['random_100'],5.0,100,2,0.02292193386911792,0.34407326434734764,0.3874871981101176,0.117879748260371,0.3012136852479459,0.3158388003748828,0.06081332114611482,0.06820267949231762,4652.0,0.10784283055476956,0.021943913647793224,0.15139991370247843,0.14813478203242217
37szwmvn,False,1000,mean,['random_100'],,500,10,0.021710924277082544,0.4032008547244651,0.3876299756270653,0.11558418240046346,0.4179150949835961,0.4206402336004691,0.12754518030941242,0.11743131349025226,90382.0,0.1047216475900755,0.02038473676847132,0.14734627337358264,0.1427751265748741
c63bg9ew,False,1000,mean,['random_100'],,200,10,0.021839619030978672,0.3910523529688107,0.3796344346779945,0.11522258769356092,0.377622195100901,0.4329195595764078,0.11380525634345208,0.112199755475622,36342.0,0.10525223536622522,0.02070576741320344,0.14778233666774482,0.14389498744988805
opghz8ld,False,1000,mean,['random_100'],,100,10,0.02139706265051181,0.41567963764891974,0.32032685071510697,0.11499881981490426,0.3574773302781151,0.3722369922664473,0.106360765277279,0.1301900721673641,18120.0,0.1065504828371662,0.020879706495588235,0.14627734838488088,0.14449811934965878
zi95og0x,False,1000,mean,['random_100'],,500,5,0.02165272497824061,0.41551454897019496,0.3782231338373962,0.11607888858631311,0.42469818070448345,0.4405829810837174,0.1254577141246093,0.119797167568097,184342.0,0.1054105320415224,0.0204335100089073,0.14714864925727525,0.14294582893147775
7mkrubey,False,1000,mean,['random_100'],,200,5,0.021419303635730292,0.4150952521539096,0.3187782638005205,0.11276748763674352,0.41663254400189575,0.490031814037705,0.13465802059887266,0.12928595602470516,73712.0,0.10554236790898527,0.020218546641825857,0.14635335197982413,0.14219193592403845
4bcprgyx,False,1000,mean,['random_100'],,100,5,0.021200273501151144,0.4330400710409297,0.4383818914590103,0.11331680127214104,0.46650706482870347,0.4636625034268628,0.1580501884856168,0.1381897288772327,36874.0,0.10229201258535624,0.019671993199683973,0.14560313698939026,0.14025688289593483
1of68l2r,False,1000,mean,['random_100'],,500,2,0.021431208480276017,0.427928905236434,0.35350065763360733,0.11453593352558662,0.41179617207498614,0.43481947605658944,0.12440975761516582,0.1288020133385379,503066.0,0.10538718555332388,0.02045799530844107,0.14639401791151174,0.14303144866930864
dxv4ahjw,False,1000,mean,['random_100'],,200,2,0.0214998811886753,0.41710052521423585,0.34164463228398934,0.11343365212028124,0.4001008744658786,0.44388552046873103,0.11981496004836624,0.12601040570002764,201030.0,0.1062907962602319,0.020565351857788627,0.14662837784233754,0.1434062476246716
nfp2u8fl,False,1000,mean,['random_100'],,100,2,0.021547889147725163,0.40320975513768287,0.4133958259931642,0.1149940753256788,0.4073344312708699,0.41360161684167573,0.12804968644265446,0.12405883879205516,101006.0,0.10447359440396134,0.020372949081026524,0.14679199279158642,0.14273383999958286
tx4u08h8,True,1000,mean,['random_1'],10.0,500,10,0.0228593045636089,0.330033383099714,0.050784864489702215,0.11888380139077526,0.0534954968806678,0.34802262048211974,-0.00721115736336464,0.07074861734345117,50536.0,0.11343966978099368,0.023533292326129877,0.1511929382068121,0.15340564633066764
jgfxorx1,True,1000,mean,['random_1'],10.0,200,10,0.023513075800598592,0.22231165105004236,-0.016836764113908626,0.12073118741791534,-0.004323447057076166,0.2062939515075008,-0.0308342605420997,0.04417222591285186,19612.0,0.11532545425732288,0.02408524152634604,0.15333973979565307,0.1551942058401216
9yy3gwhd,True,1000,mean,['random_1'],10.0,100,10,0.023215107854324433,0.26306167179508455,0.052009456269676645,0.11900668008310596,0.053379111617997015,0.2744869269169711,-0.012912890220411866,0.05628489212682708,10186.0,0.11392228598081752,0.023666512202726208,0.152365048007489,0.1538392414266471
ztcrw85a,True,1000,mean,['random_1'],10.0,500,5,0.023045177763731276,0.2978135228747133,0.034090877892741275,0.11995808916772568,0.04499388838712322,0.3066579959068913,-0.011635814362701112,0.06319270383208886,79890.0,0.11372357339996596,0.02363667357428922,0.15180638248680875,0.15374223093961276
7cfx6yl3,True,1000,mean,['random_1'],10.0,200,5,0.02365773187282333,0.2079471096323708,0.04383269770294151,0.12134057609486178,0.049309051155153265,0.19271401156526335,-0.011957028325870978,0.03829182588797553,29882.0,0.11257613886130746,0.023644178675914885,0.15381070142491168,0.15376663707031796
hosav2bx,True,1000,mean,['random_1'],10.0,100,5,0.02255574608399158,0.35799472699316687,0.07320642609344942,0.11781288751549894,0.08803722739903486,0.35583905539722915,-0.0009769823033591862,0.08308854378857045,15862.0,0.11345900061319346,0.02338763204126625,0.15018570532507938,0.1529301541268636
htw3inrx,True,1000,mean,['random_1'],10.0,500,2,0.022958169916550385,0.30809655861345797,-0.009033423668421296,0.11926290895812676,0.0336054886977117,0.3029474207677447,-0.015226001294774472,0.06672965142687826,148290.0,0.11437348031083266,0.023720557592015065,0.15151953641874166,0.15401479666582385
zuhlbncv,True,1000,mean,['random_1'],10.0,200,2,0.023385698351529035,0.24890243517297617,0.031608745675035244,0.12056950966496972,0.06455587289761777,0.2193510956397554,-0.005052759332528245,0.04935023429616825,60930.0,0.11384717884529544,0.023482861776940193,0.15292383186256167,0.15324118825218042
3fobkdsk,True,1000,mean,['random_1'],10.0,100,2,0.02306722768916383,0.2851798237509172,0.06496377021119996,0.11937625143190192,0.06031148569494539,0.30102200205292984,-0.009816774032161968,0.06229635444234005,28342.0,0.11406016986090348,0.02359417205160588,0.15187899028227647,0.15360394542981595
u671ftfa,True,1000,mean,['random_1'],5.0,500,10,0.02373008756728214,0.2251496665892336,-0.029208985101722113,0.12134136014090828,-0.0454560763484375,0.19076309061581517,-0.025969285894654304,0.03535050153876662,12618.0,0.11412772797138408,0.02397157234218286,0.15404573206448188,0.15482755679200927
8np12wc6,True,1000,mean,['random_1'],5.0,200,10,0.02368461506603442,0.2272636824150648,-0.05780842003493677,0.12073788541985606,-0.05823356289109148,0.20610268474775095,-0.02844087413895724,0.03719899979643293,5166.0,0.11323530375398838,0.0240293205196507,0.15389806712897475,0.15501393653362494
ojz5ay3w,True,1000,mean,['random_1'],5.0,100,10,0.024123167150138,0.1424395076321004,-0.05168546113506458,0.1222885349631642,-0.03656615614261978,0.10392798168939552,-0.02643464796604511,0.0193714613695235,2614.0,0.11419184539235697,0.02398244543625402,0.15531634540555608,0.15486266637331936
gav6ju1d,True,1000,mean,['random_1'],5.0,500,5,0.023687188427426835,0.23376552419889057,-0.04320118176259594,0.12056932323504088,-0.04907211499454218,0.22712927720291487,-0.028449507953971276,0.03709439033093831,15974.0,0.11400851848020532,0.024029522247055256,0.1539064275052437,0.1550145872073182
pvift7no,True,1000,mean,['random_1'],5.0,200,5,0.023822161072125213,0.2070740144185126,0.000615041611466982,0.120867118125498,-0.03597804115151153,0.22309992413085197,-0.02512961691992155,0.031607630383461705,6520.0,0.11341895823550928,0.02395195364028991,0.15434429394093327,0.1547641872019813
mex7txz8,True,1000,mean,['random_1'],5.0,100,5,0.02360602920684483,0.2390953825735192,0.008467805043590054,0.1199307637570449,-0.01000836200603367,0.21097361156271313,-0.02209487625576312,0.04039358597056497,3138.0,0.1142392927081346,0.02388104751632422,0.15364253710104123,0.15453493946782462
ukslt74o,True,1000,mean,['random_1'],5.0,500,2,0.024059408750481355,0.1618326727925405,-0.06234984336246528,0.12172014154472742,-0.051511887863832866,0.13537223699226644,-0.026159048032163623,0.021963297917833247,21502.0,0.11379183835253603,0.02397600609752978,0.15511095625545396,0.15484187449630601
sq1u0du7,True,1000,mean,['random_1'],5.0,200,2,0.024001825523716037,0.17689786819874018,0.03578224232427548,0.12116782850740695,-0.02704444100015117,0.17690262609261134,-0.023044048224126756,0.024304108109175823,8562.0,0.11308494830659974,0.023903224734314676,0.15492522558872082,0.1546066775217509
9l69kuba,True,1000,mean,['random_1'],5.0,100,2,0.024022724673093895,0.16181654823432398,0.06075732490420256,0.1210416288237959,0.013719233667624458,0.17811398223769356,-0.016478187411026246,0.02345453880571413,4398.0,0.11346092660039682,0.023749814676495357,0.15499266006199744,0.15410974880420564
8xv0jjxi,True,1000,mean,['random_1'],,500,10,0.02310650755587535,0.2817087037311417,0.06477156970761652,0.11970193677989428,0.05489457873708919,0.310215557638238,-0.011657379186513328,0.06069959237328071,91128.0,0.11316539732123884,0.023637177432193325,0.15200824831526527,0.15374386957597147
2hpxc2fo,True,1000,mean,['random_1'],,200,10,0.023007137831780593,0.291792393094933,0.04193814988190482,0.11859001826544198,0.06007140513104554,0.31757295232994787,-0.008280852691398444,0.0647390614329062,36558.0,0.11355370035539002,0.023558285548921823,0.15168103979001657,0.15348708593533797
g5xr919t,True,1000,mean,['random_1'],,100,10,0.023782609007613573,0.18457183186318007,0.02009868123186744,0.12084176042195297,0.01967825340475853,0.19896205905042427,-0.029267970597712356,0.033215457539011894,18210.0,0.11573819645262994,0.02404864546715897,0.1542161113749584,0.1550762569420573
94g7tgvy,True,1000,mean,['random_1'],,500,5,0.02309283469472387,0.27960708511381405,0.03046103409649418,0.1193628482759424,0.07738786235682733,0.3312038967414519,-0.002033134392919189,0.0612554065317793,185410.0,0.11327664284969496,0.02341230882893164,0.1519632675837285,0.15301081278436382
09iazqtu,True,1000,mean,['random_1'],,200,5,0.023324575517707277,0.24564052918182444,0.050757407274904576,0.12065050135952748,0.0638692862192691,0.22753731295704785,-0.008364896056060278,0.051834932712198634,74112.0,0.11345370740889338,0.023560249205752073,0.152723853794053,0.1534934826165335
5kogrrf2,True,1000,mean,['random_1'],,100,5,0.023244617163761527,0.24765486053065655,-0.06773145746280136,0.11833401322395112,-0.043994138567933466,0.25352409004839044,-0.05283377365358932,0.055085312038143486,36960.0,0.11669720947422405,0.024599255861175767,0.1524618547826358,0.15684149916771314
7hvvzx2b,True,1000,mean,['random_1'],,500,2,0.023033424304280382,0.29419922153653744,0.04520555844282316,0.12019222728330264,0.09980173989435828,0.31026656210750464,0.004807394630775175,0.063670492577383,503548.0,0.11375861335842356,0.02325248120192105,0.15176766554269847,0.15248764278432875
rxyvtc1c,True,1000,mean,['random_1'],,200,2,0.0227710241375592,0.3235066072115392,0.023569273182288263,0.11892992525684588,0.05622940434827897,0.31522674674368334,-0.012962300847078724,0.0743372964189637,201260.0,0.11409656192926526,0.023667666672385193,0.15090070953298795,0.15384299357587006
lcvue1ks,True,1000,mean,['random_1'],,100,2,0.023574394623682368,0.2075486217686223,0.02699593358903288,0.12050021921797675,0.09576419543640843,0.26067746686303384,0.002330467911720646,0.04167956035625464,100678.0,0.114706493743415,0.023310354111810674,0.15353955393865898,0.1526772874785594
8t9no4s8,True,1000,mean,['random_10'],10.0,500,10,0.023201742027459976,0.2757322753856854,0.025035488452481876,0.1190687251168958,0.03653745063688381,0.29106337942862237,-0.014877907922985932,0.05682822506416918,49336.0,0.11398221376322042,0.023712424458247432,0.1523211804952285,0.15398839066061906
kdl703gz,True,1000,mean,['random_10'],10.0,200,10,0.02299434706820023,0.2989999473358633,0.07198732575643452,0.11991011786606157,0.04359986484895116,0.3302985674119695,-0.012471068883537662,0.0652590175282114,19854.0,0.11367284651200887,0.023656189133327538,0.15163887057150033,0.15380568628411478
64ul144q,True,1000,mean,['random_10'],10.0,100,10,0.02300359104138119,0.2810268880047553,0.04568331398030198,0.11931700580363797,0.01873042881772963,0.2998999037290642,-0.03436460798663732,0.06488324166697501,9712.0,0.115510166148771,0.0241677274061119,0.15166934773177207,0.15545972921021026
1tp4sigj,True,1000,mean,['random_10'],10.0,500,5,0.023041940139327557,0.30145360874630034,0.03623254064695666,0.11891191064549288,0.05670030629451426,0.30265414506946164,-0.007528876434302445,0.06332431618911871,82062.0,0.11360650165051678,0.023540715770279903,0.151795718448603,0.153429839895243
y0kbnnit,True,1000,mean,['random_10'],10.0,200,5,0.02319945971936896,0.2617415617853912,0.03663890742596163,0.1197995868318768,0.013096538497356884,0.2535878456349738,-0.025039073384854893,0.05692100295001101,31250.0,0.1133150920063144,0.023949838108245428,0.15231368854889227,0.1547573523560203
bkw4xofv,True,1000,mean,['random_10'],10.0,100,5,0.02303959139518694,0.28687192725128974,0.12109180870052158,0.11935636846768252,0.14506653039281034,0.32151304758079424,0.020826768232667603,0.06341979476039816,17014.0,0.1107237915542539,0.02287819166084638,0.15178798172183114,0.1512553855598087
hlxwnjrr,True,1000,mean,['random_10'],10.0,500,2,0.022959661689104276,0.30831672797472026,0.02665546412554223,0.1198608257895821,0.06328935631859745,0.3168843919948485,-0.004940450964343812,0.06666900952482668,150380.0,0.1131970839827348,0.023480237713813176,0.15152445904574047,0.15323262614017022
364yc9y4,True,1000,mean,['random_10'],10.0,200,2,0.023069463661970702,0.29168084713866493,0.04580961716837109,0.11883767946944206,0.060636344308686384,0.29856103641081544,-0.00967273919042455,0.06220546012766015,61798.0,0.11298548341849513,0.023590806705609688,0.15188635113785143,0.15359299041821436
03tsrk29,True,1000,mean,['random_10'],10.0,100,2,0.023714704040950826,0.1970236719188148,0.06246516366461534,0.12117362542697628,0.07499326138787114,0.15935708866489426,-0.0011063938793689498,0.03597585578231899,30328.0,0.114670110736677,0.023390655717509663,0.15399579228326607,0.15294003961523503
z756tv0d,True,1000,mean,['random_10'],5.0,500,10,0.023598831552413612,0.25848604061938985,-0.01029645554911242,0.12058399961079164,-0.022367713517431283,0.22679774815268183,-0.023153991821549313,0.040686177125885736,13164.0,0.11358859481062758,0.02390579354503387,0.153619111937329,0.1546149848657428
68np204q,True,1000,mean,['random_10'],5.0,200,10,0.02380233062723482,0.20516208792927548,0.042185264815083515,0.12135920005163232,0.023257463498215513,0.21372785290311055,-0.00903578608308142,0.03241375588399109,5302.0,0.11321132445492588,0.02357592442043685,0.1542800396267606,0.15354453562545575
z1de7e7n,True,1000,mean,['random_10'],5.0,100,10,0.023699147051593025,0.2157385179772416,0.039527406422672634,0.12087060311185574,0.022437739983327785,0.18630019955498597,-0.01353841879737172,0.03660826145461227,2580.0,0.1129026821207215,0.02368112755597396,0.15394527291084006,0.15388673612749723
7bb4jkco,True,1000,mean,['random_10'],5.0,500,5,0.023840542920520538,0.20151902176179076,-0.006842337927570173,0.12152065265151896,-0.0005822497154337573,0.18506334117527043,-0.01502714542889838,0.030860391639185636,16320.0,0.11288815759444426,0.023715911363477764,0.1544038306536484,0.15399971221881475
62c9vbse,True,1000,mean,['random_10'],5.0,200,5,0.023901510929420142,0.18868436755663728,0.0018341419484818925,0.12138399145476413,-0.028884232558526787,0.15332581017411648,-0.026681629359290193,0.028381986996116493,6096.0,0.11412453045992216,0.023988216108355755,0.15460113495514882,0.15488129683197954
bi8phxvs,True,1000,mean,['random_10'],5.0,100,5,0.02392500335673485,0.17977015667417146,-0.02636441764868732,0.12122048154912456,-0.028256862446030945,0.1357420193944494,-0.026386391496785233,0.027426998601635662,3202.0,0.11438498187934848,0.02398131793325783,0.15467709383336256,0.1548590259986735
