rank,index,gene1,gene2,gene3,ensemble_mean,checkpoint_sd,M01,M02,M03,n_metabolic,n_regulator,n_supported,all_three_positive,outside_label_range,spread_over_mean
1,5887228,YPL053C,YDR483W,YPL181W,2.3274739,0.25613174,2.2246094,2.6796875,2.078125,2,1,2,True,True,0.110047095
2,312822,YGR121C,YPL053C,YPL181W,2.2220051,0.25287417,2.109375,2.5722656,1.984375,2,1,3,True,True,0.11380449
3,384579,YKL008C,YPL053C,YPL181W,2.180013,0.19250973,2.1152344,2.4414062,1.9833984,2,1,3,True,True,0.08830669
4,5884414,YPL053C,YDR001C,YPL181W,2.1516926,0.2588871,2.0292969,2.5117188,1.9140625,2,1,2,True,True,0.12031789
5,454527,YNL071W,YPL053C,YPL181W,2.1500652,0.25932512,2.0566406,2.5039062,1.8896484,2,1,3,True,True,0.12061267
6,25732809,YDR001C,YDR483W,YPL181W,2.1041667,0.20826568,1.9677734,2.3984375,1.9462891,2,1,1,True,True,0.098977745
7,5879657,YPL053C,YBR001C,YPL181W,2.0810547,0.23073757,2.015625,2.390625,1.8369141,2,1,2,True,True,0.1108753
8,5306204,YNL071W,YDR483W,YPL181W,2.0774739,0.13088691,2.0234375,2.2578125,1.9511719,2,1,2,True,True,0.063002914
9,3599446,YGR121C,YDR483W,YPL181W,2.0595703,0.087524556,1.9736328,2.1796875,2.0253906,2,1,2,True,True,0.042496514
10,23401879,YBR001C,YDR483W,YPL181W,2.038737,0.18876447,1.9257812,2.3046875,1.8857422,2,1,1,True,True,0.092588924
11,4253098,YKL008C,YDR483W,YPL181W,2.0218098,0.028419293,1.9853516,2.0546875,2.0253906,2,1,2,True,True,0.014056363
12,23399065,YBR001C,YDR001C,YPL181W,1.8616537,0.27278608,1.7685547,2.2324219,1.5839844,2,1,1,True,True,0.14652891
13,236442,YDR530C,YPL053C,YPL181W,1.860026,0.12044447,1.7148438,2.0097656,1.8554688,2,1,3,True,True,0.06475419
14,5298633,YNL071W,YBR001C,YPL181W,1.8235677,0.21118802,1.7333984,2.1152344,1.6220703,2,1,2,True,True,0.11581035
15,5303390,YNL071W,YDR001C,YPL181W,1.7988281,0.35185534,1.78125,2.2382812,1.3769531,2,1,2,True,True,0.19560254
16,4245527,YKL008C,YBR001C,YPL181W,1.7685547,0.1999403,1.5302734,2.0195312,1.7558594,2,1,2,True,True,0.113052934
17,4250284,YKL008C,YDR001C,YPL181W,1.7620443,0.2585738,1.6191406,2.125,1.5419922,2,1,2,True,True,0.14674649
18,3596632,YGR121C,YDR001C,YPL181W,1.7552084,0.22672145,1.6933594,2.0585938,1.5136719,2,1,2,True,True,0.12917067
19,3591875,YGR121C,YBR001C,YPL181W,1.7057291,0.087819465,1.6054688,1.8193359,1.6923828,2,1,2,True,True,0.051485002
20,312821,YGR121C,YPL053C,YPL089C,1.6735026,0.041892394,1.6269531,1.6650391,1.7285156,2,1,3,True,True,0.025032764
21,384578,YKL008C,YPL053C,YPL089C,1.6689453,0.1450735,1.4648438,1.7529297,1.7890625,2,1,3,True,True,0.08692526
22,3054736,YDR530C,YDR483W,YPL181W,1.6611328,0.20691606,1.6621094,1.4072266,1.9140625,2,1,2,True,True,0.124563225
23,18701744,YPL053C,YPL089C,YPL181W,1.6276041,0.12444266,1.4726562,1.6328125,1.7773438,1,2,3,True,True,0.076457575
24,454526,YNL071W,YPL053C,YPL089C,1.6259766,0.0686795,1.6044922,1.5546875,1.71875,2,1,3,True,True,0.04223892
25,5887227,YPL053C,YDR483W,YPL089C,1.6067709,0.08700119,1.4902344,1.6992188,1.6308594,2,1,2,True,True,0.054146606
26,5306203,YNL071W,YDR483W,YPL089C,1.5449219,0.26569322,1.6855469,1.1728516,1.7763672,2,1,2,True,True,0.17197841
27,26975793,YDR483W,YOR099W,YPL181W,1.5146484,0.5251843,1.7490234,2.0078125,0.7871094,2,1,1,True,True,0.34673676
28,3051922,YDR530C,YDR001C,YPL181W,1.5013021,0.056844175,1.5302734,1.5517578,1.421875,2,1,2,True,True,0.037863247
29,4253097,YKL008C,YDR483W,YPL089C,1.5013021,0.2478768,1.4628906,1.21875,1.8222656,2,1,2,True,True,0.16510786
30,32965794,YDR483W,YPL089C,YPL181W,1.4586588,0.29059622,1.4882812,1.0888672,1.7988281,1,2,2,True,True,0.1992215
31,3047165,YDR530C,YBR001C,YPL181W,1.4420573,0.08518078,1.3310547,1.4570312,1.5380859,2,1,2,True,True,0.059068933
32,5329319,YNL071W,YOR099W,YPL181W,1.4375,0.31649464,1.7851562,1.5078125,1.0195312,2,1,2,True,True,0.22017018
33,3599445,YGR121C,YDR483W,YPL089C,1.4335938,0.32473114,1.5283203,0.9970703,1.7753906,2,1,2,True,True,0.22651546
34,236441,YDR530C,YPL053C,YPL089C,1.4042969,0.17892338,1.2197266,1.3466797,1.6464844,2,1,3,True,True,0.12741137
35,25732808,YDR001C,YDR483W,YPL089C,1.3769531,0.0786239,1.3935547,1.4638672,1.2734375,2,1,1,True,True,0.05709991
36,5884413,YPL053C,YDR001C,YPL089C,1.3404948,0.10867035,1.3095703,1.4863281,1.2255859,2,1,2,True,True,0.08106734
37,5910343,YPL053C,YOR099W,YPL181W,1.3313802,0.5679097,1.8144531,1.6455078,0.5341797,2,1,2,True,True,0.42655712
38,23401878,YBR001C,YDR483W,YPL089C,1.2988281,0.019334951,1.3125,1.2714844,1.3125,2,1,1,True,True,0.014886458
39,3622561,YGR121C,YOR099W,YPL181W,1.2788086,0.53361356,1.5478516,1.7548828,0.5336914,2,1,2,True,True,0.417274
40,5879656,YPL053C,YBR001C,YPL089C,1.2786459,0.08226859,1.25,1.390625,1.1953125,2,1,2,True,True,0.0643404
41,4276213,YKL008C,YOR099W,YPL181W,1.2679037,0.56282675,1.5742188,1.7509766,0.47851562,2,1,2,True,True,0.4439034
42,4245526,YKL008C,YBR001C,YPL089C,1.2454427,0.20657676,1.0380859,1.1708984,1.5273438,2,1,2,True,True,0.16586612
43,32872932,YDR001C,YPL089C,YPL181W,1.2333984,0.07854299,1.1582031,1.3417969,1.2001953,1,2,2,True,True,0.06368015
44,5298632,YNL071W,YBR001C,YPL089C,1.2327474,0.15519324,1.2246094,1.046875,1.4267578,2,1,2,True,True,0.12589216
45,4250283,YKL008C,YDR001C,YPL089C,1.2298177,0.073790625,1.1523438,1.3291016,1.2080078,2,1,2,True,True,0.06000127
46,32715951,YBR001C,YPL089C,YPL181W,1.2298177,0.17719579,1.0449219,1.1757812,1.46875,1,2,2,True,True,0.14408296
47,5303389,YNL071W,YDR001C,YPL089C,1.2047526,0.08877712,1.2890625,1.2431641,1.0820312,2,1,2,True,True,0.07368909
48,3054735,YDR530C,YDR483W,YPL089C,1.1984049,0.42497197,1.2158203,0.6694336,1.7099609,2,1,2,True,True,0.35461468
49,3077851,YDR530C,YOR099W,YPL181W,1.1264648,0.21383485,1.2119141,1.3349609,0.83251953,2,1,2,True,False,0.18982825
50,5892119,YPL053C,YGR193C,YPL181W,1.1069336,0.6696973,0.7753906,2.0410156,0.50439453,2,1,2,True,False,0.6050022
51,23399064,YBR001C,YDR001C,YPL089C,1.1049805,0.14245488,1.1855469,1.2246094,0.90478516,2,1,1,True,False,0.12892072
52,3591874,YGR121C,YBR001C,YPL089C,1.0862631,0.24967596,1.1162109,0.76660156,1.3759766,2,1,2,True,False,0.22984852
53,25755924,YDR001C,YOR099W,YPL181W,1.0859375,0.62225807,1.4873047,1.5634766,0.20703125,2,1,1,True,False,0.5730146
54,23424994,YBR001C,YOR099W,YPL181W,1.0724283,0.58172864,1.34375,1.609375,0.26416016,2,1,1,True,False,0.5424406
55,3596631,YGR121C,YDR001C,YPL089C,1.0364584,0.10674602,1.1826172,0.93066406,0.99609375,2,1,2,True,False,0.10299113
56,5306141,YNL071W,YDR483W,YBR028C,1.0185953,0.6857428,1.8144531,0.14074707,1.1005859,2,1,2,True,False,0.673224
57,26957569,YDR483W,YGR193C,YPL181W,1.0133463,0.34393638,0.79345703,1.4990234,0.7475586,2,1,1,True,False,0.33940655
58,3051921,YDR530C,YDR001C,YPL089C,0.97786456,0.110036634,1.0576172,0.8222656,1.0537109,2,1,2,True,False,0.11252748
59,312759,YGR121C,YPL053C,YBR028C,0.97212726,0.6685063,1.8310547,0.20056152,0.8847656,2,1,3,True,False,0.6876737
60,18701738,YPL053C,YOR304W,YPL181W,0.9707031,0.34745115,1.3955078,0.5444336,0.97216797,1,2,3,True,False,0.3579376
61,3599442,YGR121C,YDR483W,YOR304W,0.9547933,0.5338164,1.4941406,0.22766113,1.1425781,2,1,2,True,False,0.5590911
62,32965788,YDR483W,YOR304W,YPL181W,0.9543457,0.4657812,1.5214844,0.38061523,0.9609375,1,2,2,True,False,0.4880634
63,383507,YKL008C,YNL071W,YPL181W,0.9541829,0.35063493,1.0107422,1.3525391,0.49926758,2,1,3,True,False,0.3674714
64,18699791,YPL053C,YBR028C,YPL181W,0.9474284,0.5746424,1.6601562,0.2529297,0.9291992,1,2,3,True,False,0.6065286
65,312818,YGR121C,YPL053C,YOR304W,0.947347,0.43936306,1.4433594,0.37524414,1.0234375,2,1,3,True,False,0.4637826
66,5306152,YNL071W,YDR483W,YDR099W,0.94718426,0.49126926,1.6279297,0.7270508,0.48657227,2,1,2,True,False,0.5186628
67,384575,YKL008C,YPL053C,YOR304W,0.9458008,0.30108258,1.2167969,0.5258789,1.0947266,2,1,3,True,False,0.31833616
68,454464,YNL071W,YPL053C,YBR028C,0.9448649,0.63013494,1.7363281,0.19445801,0.9038086,2,1,3,True,False,0.6669048
69,3599383,YGR121C,YDR483W,YBR028C,0.9381917,0.63527447,1.6298828,0.095825195,1.0888672,2,1,2,True,False,0.6771265
70,311750,YGR121C,YNL071W,YPL181W,0.9376628,0.40316033,0.92529297,1.4375,0.4501953,2,1,3,True,False,0.42996302
71,4253094,YKL008C,YDR483W,YOR304W,0.9370117,0.40067574,1.2890625,0.37646484,1.1455078,2,1,2,True,False,0.42761016
72,3047164,YDR530C,YBR001C,YPL089C,0.93652344,0.2611509,0.8125,0.6972656,1.2998047,2,1,2,True,False,0.27885142
73,384516,YKL008C,YPL053C,YBR028C,0.9244385,0.60963243,1.6894531,0.19763184,0.88623047,2,1,3,True,False,0.6594624
74,4253035,YKL008C,YDR483W,YBR028C,0.88686115,0.5876587,1.5058594,0.09710693,1.0576172,2,1,2,True,False,0.66262764
75,5887224,YPL053C,YDR483W,YOR304W,0.8828125,0.16160609,0.78759766,0.7504883,1.1103516,2,1,2,True,False,0.18305822
76,5306200,YNL071W,YDR483W,YOR304W,0.8826497,0.4197989,1.3564453,0.3359375,0.9555664,2,1,2,True,False,0.47561213
77,5298570,YNL071W,YBR001C,YBR028C,0.8781738,0.5667565,1.5634766,0.17553711,0.8955078,2,1,2,True,False,0.64538074
78,5329256,YNL071W,YOR099W,YBR028C,0.87320966,0.43297166,1.484375,0.53515625,0.60009766,2,1,2,True,False,0.4958393
79,312770,YGR121C,YPL053C,YDR099W,0.8716634,0.5270273,1.6035156,0.6279297,0.38354492,2,1,3,True,False,0.6046225
80,21963563,YLR386W,YGL096W,YPL177C,0.86832684,0.13345797,0.94091797,0.98291016,0.68115234,1,2,1,True,False,0.15369555
81,454523,YNL071W,YPL053C,YOR304W,0.86710614,0.35306394,1.2802734,0.4177246,0.9033203,2,1,3,True,False,0.407175
82,454475,YNL071W,YPL053C,YDR099W,0.8633626,0.6181677,1.7285156,0.5395508,0.32202148,2,1,3,True,False,0.7160001
83,3599394,YGR121C,YDR483W,YDR099W,0.8626302,0.40262145,1.4316406,0.5600586,0.5961914,2,1,2,True,False,0.46673703
84,4245523,YKL008C,YBR001C,YOR304W,0.86083984,0.28367668,1.1210938,0.4663086,0.9951172,2,1,2,True,False,0.3295348
85,32715945,YBR001C,YOR304W,YPL181W,0.8562012,0.33560097,1.2753906,0.45385742,0.83935547,1,2,2,True,False,0.3919651
86,4245464,YKL008C,YBR001C,YBR028C,0.8525798,0.5456765,1.4619141,0.13781738,0.9580078,2,1,2,True,False,0.6400299
87,4250221,YKL008C,YDR001C,YBR028C,0.83496094,0.63947475,1.6923828,0.15722656,0.65527344,2,1,2,True,False,0.76587385
88,26975789,YDR483W,YOR099W,YOR304W,0.8334961,0.29433358,0.6044922,0.64697266,1.2490234,2,1,1,True,False,0.35313132
89,23406770,YBR001C,YGR193C,YPL181W,0.8331706,0.53313166,0.5488281,1.5800781,0.37060547,2,1,1,True,False,0.639883
90,5887165,YPL053C,YDR483W,YBR028C,0.8327637,0.5470509,1.4658203,0.13110352,0.9013672,2,1,2,True,False,0.6569101
91,32963841,YDR483W,YBR028C,YPL181W,0.8326619,0.51523894,1.3134766,0.11810303,1.0664062,1,2,2,True,False,0.61878526
92,5303327,YNL071W,YDR001C,YBR028C,0.83251953,0.5686363,1.6064453,0.25634766,0.6347656,2,1,2,True,False,0.6830306
93,3622498,YGR121C,YOR099W,YBR028C,0.83251953,0.3870817,1.3798828,0.5654297,0.5522461,2,1,2,True,False,0.4649521
94,25737700,YDR001C,YGR193C,YPL181W,0.8227946,0.7246166,0.50146484,1.8261719,0.14074707,2,1,1,True,False,0.88067734
95,3591812,YGR121C,YBR001C,YBR028C,0.821757,0.5672509,1.4833984,0.098083496,0.88378906,2,1,2,True,False,0.69029033
96,5303338,YNL071W,YDR001C,YDR099W,0.8214925,0.5639315,1.5566406,0.7216797,0.18615723,2,1,2,True,False,0.68647194
97,16095522,YNL071W,YDR483W,YPL177C,0.81966144,0.29924095,1.0283203,1.0341797,0.39648438,2,1,1,True,False,0.36507872
98,3054732,YDR530C,YDR483W,YOR304W,0.81778973,0.5156585,1.4550781,0.19213867,0.80615234,2,1,2,True,False,0.63055146
99,384527,YKL008C,YPL053C,YDR099W,0.8114421,0.45030174,1.4472656,0.46264648,0.52441406,2,1,3,True,False,0.5549401
100,3622509,YGR121C,YOR099W,YDR099W,0.80512494,0.56711924,1.3193359,1.0810547,0.014984131,2,1,2,True,False,0.70438665
101,3596569,YGR121C,YDR001C,YBR028C,0.80110675,0.6316331,1.6396484,0.115234375,0.6484375,2,1,2,True,False,0.7884506
102,18700418,YPL053C,YDR099W,YPL181W,0.79557294,0.46106735,1.4384766,0.5683594,0.3798828,1,2,3,True,False,0.57954127
103,4253046,YKL008C,YDR483W,YDR099W,0.7944336,0.29063115,1.1816406,0.4814453,0.72021484,2,1,2,True,False,0.36583441
104,23401875,YBR001C,YDR483W,YOR304W,0.79378253,0.14714172,0.92285156,0.5878906,0.87060547,2,1,1,True,False,0.18536781
105,3622557,YGR121C,YOR099W,YOR304W,0.79313153,0.30834806,1.2226562,0.6435547,0.5131836,2,1,2,True,False,0.3887729
106,3054673,YDR530C,YDR483W,YBR028C,0.7908122,0.5181561,1.3017578,0.080444336,0.9902344,2,1,2,True,False,0.6552202
107,3591871,YGR121C,YBR001C,YOR304W,0.7897542,0.42067295,1.2597656,0.2388916,0.87060547,2,1,2,True,False,0.5326631
108,5298581,YNL071W,YBR001C,YDR099W,0.78841144,0.47038767,1.4482422,0.5317383,0.3852539,2,1,2,True,False,0.5966272
109,16095373,YNL071W,YDR483W,YDR169C,0.78794354,0.558953,0.84814453,0.07525635,1.4404297,2,1,1,True,False,0.709382
110,28814809,YGR193C,YOR099W,YPL181W,0.787679,0.42067504,0.8730469,1.2548828,0.23510742,2,1,1,True,False,0.5340691
111,5329318,YNL071W,YOR099W,YPL089C,0.7838542,0.23251258,1.1064453,0.5673828,0.6777344,2,1,2,True,False,0.29662734
112,5910280,YPL053C,YOR099W,YBR028C,0.7826335,0.31882215,1.2167969,0.46020508,0.67089844,2,1,2,True,False,0.40737095
113,5329267,YNL071W,YOR099W,YDR099W,0.7760417,0.5200085,1.3447266,0.8955078,0.087890625,2,1,2,True,False,0.67007804
114,26975730,YDR483W,YOR099W,YBR028C,0.775472,0.32338673,1.1425781,0.3557129,0.828125,2,1,1,True,False,0.41701922
115,32870979,YDR001C,YBR028C,YPL181W,0.77071124,0.5093928,1.4384766,0.20275879,0.67089844,1,2,2,True,False,0.66093856
116,11229839,YGR121C,YDR483W,YDR169C,0.7704671,0.5870288,0.7192383,0.07849121,1.5136719,2,1,1,True,False,0.7619129
117,4250280,YKL008C,YDR001C,YOR304W,0.76871747,0.33901733,1.2480469,0.52001953,0.53808594,2,1,2,True,False,0.44101682
118,236438,YDR530C,YPL053C,YOR304W,0.76713055,0.48131528,1.390625,0.21887207,0.69189453,2,1,3,True,False,0.6274229
119,4276209,YKL008C,YOR099W,YOR304W,0.76708984,0.11922664,0.93115234,0.6513672,0.71875,2,1,2,True,False,0.15542722
120,32713998,YBR001C,YBR028C,YPL181W,0.7613118,0.4373903,1.1777344,0.15698242,0.94921875,1,2,2,True,False,0.5745219
121,23399002,YBR001C,YDR001C,YBR028C,0.75756836,0.50325507,1.4404297,0.24243164,0.58984375,2,1,1,True,False,0.6643032
122,236379,YDR530C,YPL053C,YBR028C,0.7554118,0.43768707,1.2822266,0.21057129,0.7734375,2,1,3,True,False,0.57940197
123,32964468,YDR483W,YDR099W,YPL181W,0.7521159,0.27177063,1.1230469,0.6538086,0.4794922,1,2,2,True,False,0.36134142
124,4276150,YKL008C,YOR099W,YBR028C,0.75187176,0.33490092,1.2070312,0.41088867,0.6376953,2,1,2,True,False,0.44542292
125,3622560,YGR121C,YOR099W,YPL089C,0.74884033,0.45895377,1.1767578,0.95751953,0.11224365,2,1,2,True,False,0.612886
126,4276212,YKL008C,YOR099W,YPL089C,0.74088544,0.41409957,1.0371094,1.0302734,0.15527344,2,1,2,True,False,0.5589253
127,32872926,YDR001C,YOR304W,YPL181W,0.7364909,0.39504546,1.2949219,0.4716797,0.4428711,1,2,2,True,False,0.53638875
128,3051859,YDR530C,YDR001C,YBR028C,0.7315267,0.572816,1.4951172,0.115478516,0.5839844,2,1,2,True,False,0.7830419
129,5879594,YPL053C,YBR001C,YBR028C,0.7294515,0.4743577,1.3164062,0.15466309,0.71728516,2,1,2,True,False,0.6502937
130,26975792,YDR483W,YOR099W,YPL089C,0.71765137,0.47980067,1.0957031,1.0166016,0.040649414,2,1,1,True,False,0.6685707
131,4250232,YKL008C,YDR001C,YDR099W,0.7161458,0.36246485,1.2080078,0.59521484,0.34521484,2,1,2,True,False,0.5061327
132,5884351,YPL053C,YDR001C,YBR028C,0.7159831,0.4679729,1.3261719,0.18896484,0.6328125,2,1,2,True,False,0.65360886
133,309807,YGR121C,YKL008C,YPL181W,0.71516925,0.38821712,0.3623047,1.2558594,0.52734375,2,1,3,True,False,0.5428325
134,25732746,YDR001C,YDR483W,YBR028C,0.7114665,0.4180263,1.2060547,0.18371582,0.7446289,2,1,1,True,False,0.5875558
135,5298629,YNL071W,YBR001C,YOR304W,0.7098796,0.35010505,1.1269531,0.27026367,0.7324219,2,1,2,True,False,0.49318936
136,33728583,YOR099W,YOR304W,YPL181W,0.70857745,0.28374773,1.0878906,0.40551758,0.6323242,1,2,2,True,False,0.400447
137,3047102,YDR530C,YBR001C,YBR028C,0.70735675,0.46390817,1.2236328,0.09863281,0.7998047,2,1,2,True,False,0.65583336
138,4245475,YKL008C,YBR001C,YDR099W,0.7060547,0.25950882,1.0302734,0.39501953,0.6928711,2,1,2,True,False,0.36754775
139,32871606,YDR001C,YDR099W,YPL181W,0.701945,0.38824195,1.171875,0.7128906,0.22106934,1,2,2,True,False,0.5530945
