gene,p5,q1,median,q3,p95,iqr,n_genes,frac_gt_0.25,frac_gt_0.5,frac_gt_0.75,frac_gt_1.0
YHR108W,-0.12291589411961312,-0.025039666981953493,0.025122182755747936,0.07779367216097838,0.17269243380965552,0.10283333914293187,6169,0.03225806451612903,0.00518722645485492,0.002755714054141676,0.0019452099205705948
YNR032C-A,-0.11565142298347378,-0.03898282676434557,0.009936096525138542,0.06402266180320569,0.1637699746352948,0.10300548856755126,6169,0.0189657967255633,0.00259361322742746,0.0009726049602852974,0.0008105041335710813
YGR232W,-0.13126868116490556,-0.035323427433355446,0.016638948828311538,0.06793994822399237,0.16018172375993417,0.1032633756573478,6169,0.022207813259847626,0.0037283190144269734,0.0014589074404279462,0.0009726049602852974
YKL114C,-0.14607256857968337,-0.045787325761936754,0.006588682687097109,0.057545498655137244,0.15862495350460817,0.103332824417074,6169,0.02674663640784568,0.006321932241854434,0.0030799157075701088,0.0014589074404279462
YMR255W,-0.13202974382706723,-0.04060401569287302,0.00980222324156154,0.06286718075915777,0.18659218944493153,0.10347119645203079,6169,0.040849408331982494,0.008267142162425028,0.003566218187712757,0.0019452099205705948
YGR240C,-0.10219363438718342,-0.026979851192346957,0.020743424839725605,0.07653657450442522,0.17307705508810028,0.10351642569677218,6169,0.01507537688442211,0.0017831090938563786,0.0011347057869995137,0.0008105041335710813
YJL073W,-0.13675581120986288,-0.041910833971289564,0.010105188365737164,0.06183079531034618,0.16321115696795233,0.10374162928163574,6169,0.027557140541416763,0.004214621494569622,0.002107310747284811,0.0016210082671421625
YGR283C,-0.13684992061743562,-0.03569203190960318,0.012993477992571778,0.0681798656017645,0.17427174290176603,0.10387189751136769,6169,0.02674663640784568,0.004052520667855406,0.002755714054141676,0.0014589074404279462
YNR024W,-0.135214493166345,-0.04397826745287982,0.006321947411636313,0.0600553838051819,0.17456728671231078,0.10403365125806172,6169,0.03404117360998541,0.007942940508996596,0.002107310747284811,0.0011347057869995137
YPL149W,-0.11429022627959802,-0.025288402750541145,0.024158865820524074,0.07901431448465338,0.1931159272854578,0.10430271723519452,6169,0.029016047981844706,0.004700923974712271,0.0022694115739990274,0.00129680661371373
YGL110C,-0.13987296077050432,-0.046471192633725684,0.0034187397552726973,0.057963329806059456,0.15197844256326162,0.10443452243978514,6169,0.020911006646133896,0.002107310747284811,0.0009726049602852974,0.0004863024801426487
YJR052W,-0.1326312221952543,-0.04698463301624974,0.004986687333482998,0.057509578595917,0.17157608922440143,0.10449421161216674,6169,0.02723293888798833,0.005025125628140704,0.00259361322742746,0.0014589074404279462
YDR122W,-0.14496402877330705,-0.05174330778353621,0.0007813148296134526,0.05301211558556619,0.1496914978726586,0.1047554233691024,6169,0.02723293888798833,0.0029178148808558925,0.002107310747284811,0.0011347057869995137
YDR057W,-0.13600383192842164,-0.039324811710701596,0.010172296692628667,0.06545229571218596,0.153445811113056,0.10477710742288755,6169,0.023504619873561356,0.004214621494569622,0.0014589074404279462,0.0008105041335710813
YPR174C,-0.11160651845902197,-0.027029694073777998,0.02209277404995852,0.07777977445787998,0.18896358528355778,0.10480946853165798,6169,0.03177176203598638,0.005997730588426001,0.002755714054141676,0.0011347057869995137
YDR097C,-0.07502025591668596,-0.0041681479664521515,0.04694915853354144,0.10099277478005281,0.2067471817847504,0.10516092274650496,6169,0.03177176203598638,0.00518722645485492,0.0022694115739990274,0.0014589074404279462
YDR022C,-0.14680847031231245,-0.04070293747810117,0.00917553598016956,0.0644861672166923,0.16772529932204777,0.10518910469479348,6169,0.03015075376884422,0.005997730588426001,0.0017831090938563786,0.0011347057869995137
