term,name,namespace,go_level,stratum,direct_genes,contained_genes,n_children,n_parents,width
GO:0000149,SNARE binding,molecular_function,3,3,31,39,1,1,20
GO:0000151,ubiquitin ligase complex,cellular_component,3,3,17,76,3,1,20
GO:0000166,nucleotide binding,molecular_function,3,3,737,772,2,2,222
GO:0000176,nuclear exosome (RNase complex),cellular_component,3,3,12,12,0,2,20
GO:0000177,cytoplasmic exosome (RNase complex),cellular_component,5,3,10,10,0,1,20
GO:0000214,tRNA-intron endonuclease complex,cellular_component,3,3,4,4,0,2,20
GO:0000220,"vacuolar proton-transporting V-type ATPase, V0 domain",cellular_component,5,3,7,7,0,1,20
GO:0000278,mitotic cell cycle,biological_process,3,3,23,23,0,1,20
GO:0000281,mitotic cytokinesis,biological_process,4,3,12,12,0,2,20
GO:0000328,fungal-type vacuole lumen,cellular_component,6,3,15,15,0,1,20
GO:0000407,phagophore assembly site,cellular_component,2,3,38,38,0,1,20
GO:0000408,EKC/KEOPS complex,cellular_component,4,3,5,5,0,1,20
GO:0000417,HIR complex,cellular_component,2,3,4,4,0,1,20
GO:0000422,autophagy of mitochondrion,biological_process,4,3,38,43,1,1,20
GO:0000428,DNA-directed RNA polymerase complex,cellular_component,4,3,33,37,1,1,20
GO:0000445,THO complex part of transcription export complex,cellular_component,4,3,5,5,0,1,20
GO:0000446,nucleoplasmic THO complex,cellular_component,4,3,4,4,0,2,20
GO:0000506,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,cellular_component,3,3,5,5,0,1,20
GO:0000712,resolution of meiotic recombination intermediates,biological_process,4,3,7,7,0,1,20
GO:0000747,conjugation with cellular fusion,biological_process,3,3,14,14,0,1,20
GO:0000779,"condensed chromosome, centromeric region",cellular_component,4,3,13,13,0,1,20
GO:0000785,chromatin,cellular_component,2,3,101,123,3,1,31
GO:0000796,condensin complex,cellular_component,2,3,5,5,0,1,20
GO:0000808,origin recognition complex,cellular_component,2,3,3,6,1,1,20
GO:0000812,Swr1 complex,cellular_component,4,3,15,15,0,1,20
GO:0000902,cell morphogenesis,biological_process,3,3,6,13,1,1,20
GO:0000922,spindle pole,cellular_component,2,3,24,24,0,1,20
GO:0000932,P-body,cellular_component,5,3,59,59,0,1,20
GO:0000940,outer kinetochore,cellular_component,2,3,2,6,1,1,20
GO:0000974,Prp19 complex,cellular_component,2,3,11,11,0,1,20
GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,molecular_function,5,3,17,123,2,1,20
GO:0000987,cis-regulatory region sequence-specific DNA binding,molecular_function,5,3,14,115,1,1,20
GO:0000993,RNA polymerase II complex binding,molecular_function,5,3,20,22,1,2,20
GO:0000995,RNA polymerase III general transcription initiation factor activity,molecular_function,2,3,4,4,0,1,20
GO:0001046,core promoter sequence-specific DNA binding,molecular_function,5,3,6,13,1,1,20
GO:0001094,TFIID-class transcription factor complex binding,molecular_function,3,3,5,5,0,2,20
GO:0001097,TFIIH-class transcription factor complex binding,molecular_function,3,3,4,4,0,2,20
GO:0001100,negative regulation of exit from mitosis,biological_process,8,3,9,16,1,1,20
GO:0001113,transcription open complex formation at RNA polymerase II promoter,biological_process,8,3,5,5,0,1,20
GO:0001163,RNA polymerase I transcription regulatory region sequence-specific DNA binding,molecular_function,5,3,1,1,0,1,20
GO:0001181,RNA polymerase I general transcription initiation factor activity,molecular_function,2,3,6,6,0,1,20
GO:0001400,mating projection base,cellular_component,2,3,6,6,0,1,20
GO:0001401,SAM complex,cellular_component,5,3,4,4,0,1,20
GO:0001402,signal transduction involved in filamentous growth,biological_process,3,3,11,11,0,1,20
GO:0001403,invasive growth in response to glucose limitation,biological_process,6,3,30,30,0,1,20
GO:0001558,regulation of cell growth,biological_process,4,3,9,20,2,2,20
GO:0001934,positive regulation of protein phosphorylation,biological_process,9,3,9,9,0,2,20
GO:0002161,aminoacyl-tRNA deacylase activity,molecular_function,5,3,9,9,0,1,20
GO:0003333,amino acid transmembrane transport,biological_process,3,3,27,36,5,2,20
GO:0003677,DNA binding,molecular_function,3,3,434,508,9,1,131
GO:0003678,DNA helicase activity,molecular_function,3,3,27,39,4,2,20
GO:0003689,DNA clamp loader activity,molecular_function,3,3,7,7,0,1,20
GO:0003700,DNA-binding transcription factor activity,molecular_function,2,3,63,175,1,1,20
GO:0003723,RNA binding,molecular_function,3,3,414,602,11,1,125
GO:0003724,RNA helicase activity,molecular_function,3,3,41,43,1,2,20
GO:0003735,structural constituent of ribosome,molecular_function,2,3,221,221,0,1,67
GO:0003747,translation release factor activity,molecular_function,3,3,6,6,0,1,20
GO:0003777,microtubule motor activity,molecular_function,2,3,7,8,2,1,20
GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,molecular_function,7,3,4,4,0,1,20
GO:0003899,DNA-directed RNA polymerase activity,molecular_function,6,3,20,20,0,1,20
GO:0003968,RNA-directed RNA polymerase activity,molecular_function,6,3,12,12,0,1,20
GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,molecular_function,5,3,3,12,1,1,20
GO:0004407,histone deacetylase activity,molecular_function,4,3,9,14,1,1,20
GO:0004601,peroxidase activity,molecular_function,2,3,11,16,2,1,20
GO:0004634,phosphopyruvate hydratase activity,molecular_function,5,3,5,5,0,1,20
GO:0004784,superoxide dismutase activity,molecular_function,2,3,6,6,0,1,20
GO:0004792,thiosulfate-cyanide sulfurtransferase activity,molecular_function,5,3,5,5,0,1,20
GO:0004812,aminoacyl-tRNA ligase activity,molecular_function,4,3,37,37,0,1,20
GO:0004842,ubiquitin-protein transferase activity,molecular_function,4,3,62,92,2,1,20
GO:0004864,protein phosphatase inhibitor activity,molecular_function,5,3,6,9,1,1,20
GO:0004888,transmembrane signaling receptor activity,molecular_function,3,3,3,7,1,1,20
GO:0005048,signal sequence binding,molecular_function,3,3,6,27,2,1,20
GO:0005085,guanyl-nucleotide exchange factor activity,molecular_function,5,3,51,51,0,1,20
GO:0005092,GDP-dissociation inhibitor activity,molecular_function,5,3,5,5,0,1,20
GO:0005102,signaling receptor binding,molecular_function,3,3,1,1,0,1,20
GO:0005199,structural constituent of cell wall,molecular_function,2,3,44,44,0,1,20
GO:0005200,structural constituent of cytoskeleton,molecular_function,2,3,20,20,0,1,20
GO:0005342,organic acid transmembrane transporter activity,molecular_function,3,3,1,23,1,1,20
GO:0005353,fructose transmembrane transporter activity,molecular_function,7,3,15,15,0,1,20
GO:0005354,galactose transmembrane transporter activity,molecular_function,7,3,6,6,0,1,20
GO:0005471,ATP:ADP antiporter activity,molecular_function,5,3,6,6,0,3,20
GO:0005516,calmodulin binding,molecular_function,3,3,22,22,0,1,20
GO:0005524,ATP binding,molecular_function,4,3,630,630,0,2,189
GO:0005543,phospholipid binding,molecular_function,3,3,28,74,3,1,20
GO:0005576,extracellular region,cellular_component,2,3,114,114,0,1,35
GO:0005615,extracellular space,cellular_component,2,3,10,10,0,1,20
GO:0005619,ascospore wall,cellular_component,5,3,11,11,0,2,20
GO:0005621,cellular bud scar,cellular_component,2,3,14,14,0,1,20
GO:0005654,nucleoplasm,cellular_component,2,3,54,54,0,1,20
GO:0005657,replication fork,cellular_component,2,3,12,25,1,1,20
GO:0005663,DNA replication factor C complex,cellular_component,2,3,5,5,0,1,20
GO:0005667,transcription regulator complex,cellular_component,2,3,7,75,1,1,20
GO:0005737,cytoplasm,cellular_component,2,3,2440,2449,1,1,732
GO:0005768,endosome,cellular_component,7,3,152,170,3,1,46
GO:0005797,Golgi medial cisterna,cellular_component,5,3,7,7,0,1,20
GO:0005798,Golgi-associated vesicle,cellular_component,7,3,3,19,2,1,20
GO:0005815,microtubule organizing center,cellular_component,2,3,4,81,1,1,20
GO:0005822,inner plaque of spindle pole body,cellular_component,2,3,4,4,0,1,20
GO:0005823,central plaque of spindle pole body,cellular_component,2,3,6,6,0,1,20
GO:0005824,outer plaque of spindle pole body,cellular_component,2,3,6,6,0,1,20
GO:0005825,half bridge of spindle pole body,cellular_component,2,3,4,4,0,1,20
GO:0005829,cytosol,cellular_component,2,3,819,819,0,1,246
GO:0005832,chaperonin-containing T-complex,cellular_component,4,3,8,8,0,1,20
GO:0005838,proteasome regulatory particle,cellular_component,2,3,4,4,0,1,20
GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,cellular_component,4,3,16,16,0,1,20
GO:0005851,eukaryotic translation initiation factor 2B complex,cellular_component,4,3,5,5,0,1,20
GO:0005852,eukaryotic translation initiation factor 3 complex,cellular_component,2,3,8,8,0,1,20
GO:0005854,nascent polypeptide-associated complex,cellular_component,2,3,4,4,0,1,20
GO:0005875,microtubule associated complex,cellular_component,2,3,4,21,4,1,20
GO:0005876,spindle microtubule,cellular_component,7,3,16,17,1,1,20
GO:0005880,nuclear microtubule,cellular_component,7,3,5,5,0,1,20
GO:0005881,cytoplasmic microtubule,cellular_component,7,3,13,15,1,1,20
GO:0005885,Arp2/3 protein complex,cellular_component,2,3,7,7,0,1,20
GO:0005933,cellular bud,cellular_component,2,3,63,63,0,1,20
GO:0005946,"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)",cellular_component,4,3,4,4,0,1,20
GO:0005968,Rab-protein geranylgeranyltransferase complex,cellular_component,4,3,4,4,0,1,20
GO:0005979,regulation of glycogen biosynthetic process,biological_process,7,3,4,4,0,1,20
GO:0005992,trehalose biosynthetic process,biological_process,7,3,4,4,0,1,20
GO:0006000,fructose metabolic process,biological_process,6,3,7,7,0,1,20
GO:0006006,glucose metabolic process,biological_process,6,3,21,37,2,1,20
GO:0006012,galactose metabolic process,biological_process,6,3,8,10,1,1,20
GO:0006013,mannose metabolic process,biological_process,6,3,6,6,0,1,20
GO:0006048,UDP-N-acetylglucosamine biosynthetic process,biological_process,6,3,5,5,0,1,20
GO:0006075,(1->3)-beta-D-glucan biosynthetic process,biological_process,8,3,4,4,0,2,20
GO:0006078,(1->6)-beta-D-glucan biosynthetic process,biological_process,8,3,7,7,0,2,20
GO:0006081,aldehyde metabolic process,biological_process,3,3,8,8,1,1,20
GO:0006091,generation of precursor metabolites and energy,biological_process,3,3,4,88,4,1,20
GO:0006272,leading strand elongation,biological_process,8,3,11,11,0,1,20
GO:0006273,lagging strand elongation,biological_process,8,3,6,6,0,1,20
GO:0006279,premeiotic DNA replication,biological_process,3,3,6,6,0,2,20
GO:0006282,regulation of DNA repair,biological_process,5,3,2,4,1,1,20
GO:0006355,regulation of DNA-templated transcription,biological_process,8,3,183,491,7,1,55
GO:0006360,transcription by RNA polymerase I,biological_process,8,3,19,28,1,1,20
GO:0006361,transcription initiation at RNA polymerase I promoter,biological_process,8,3,5,5,0,1,20
GO:0006362,transcription elongation by RNA polymerase I,biological_process,8,3,6,6,0,1,20
GO:0006363,termination of RNA polymerase I transcription,biological_process,8,3,4,4,0,1,20
GO:0006366,transcription by RNA polymerase II,biological_process,8,3,53,57,1,1,20
GO:0006367,transcription initiation at RNA polymerase II promoter,biological_process,8,3,22,22,0,1,20
GO:0006368,transcription elongation by RNA polymerase II,biological_process,8,3,47,47,0,1,20
GO:0006369,termination of RNA polymerase II transcription,biological_process,8,3,13,20,2,1,20
GO:0006383,transcription by RNA polymerase III,biological_process,8,3,15,30,2,1,20
GO:0006384,transcription initiation at RNA polymerase III promoter,biological_process,8,3,5,5,0,1,20
GO:0006413,translational initiation,biological_process,3,3,41,47,2,1,20
GO:0006450,regulation of translational fidelity,biological_process,3,3,11,27,2,1,20
GO:0006458,'de novo' protein folding,biological_process,3,3,5,10,1,1,20
GO:0006518,peptide metabolic process,biological_process,3,3,2,8,1,1,20
GO:0006530,asparagine catabolic process,biological_process,8,3,5,5,0,1,20
GO:0006537,glutamate biosynthetic process,biological_process,8,3,7,7,0,1,20
GO:0006545,glycine biosynthetic process,biological_process,7,3,3,3,0,2,20
GO:0006546,glycine catabolic process,biological_process,7,3,4,4,0,1,20
GO:0006561,proline biosynthetic process,biological_process,8,3,4,5,1,1,20
GO:0006564,L-serine biosynthetic process,biological_process,7,3,6,6,0,1,20
GO:0006596,polyamine biosynthetic process,biological_process,6,3,4,4,0,1,20
GO:0006744,ubiquinone biosynthetic process,biological_process,6,3,14,14,0,1,20
GO:0006771,riboflavin metabolic process,biological_process,4,3,1,7,1,1,20
GO:0006790,sulfur compound metabolic process,biological_process,3,3,9,76,7,1,20
GO:0006793,phosphorus metabolic process,biological_process,3,3,1,478,3,1,20
GO:0006805,xenobiotic metabolic process,biological_process,3,3,1,1,0,1,20
GO:0006812,monoatomic cation transport,biological_process,5,3,24,181,2,1,20
GO:0006820,monoatomic anion transport,biological_process,5,3,1,8,2,1,20
GO:0006835,dicarboxylic acid transport,biological_process,6,3,2,2,0,1,20
GO:0006873,intracellular monoatomic ion homeostasis,biological_process,4,3,13,112,1,1,20
GO:0006887,exocytosis,biological_process,3,3,34,34,0,1,20
GO:0006897,endocytosis,biological_process,3,3,99,111,2,1,30
GO:0006950,response to stress,biological_process,2,3,4,192,4,1,20
GO:0007018,microtubule-based movement,biological_process,3,3,7,7,0,1,20
GO:0007023,post-chaperonin tubulin folding pathway,biological_process,3,3,5,5,0,1,20
GO:0007114,cell budding,biological_process,3,3,2,25,2,1,20
GO:0007118,budding cell apical bud growth,biological_process,3,3,5,5,0,1,20
GO:0007186,G protein-coupled receptor signaling pathway,biological_process,3,3,8,12,1,1,20
GO:0007265,Ras protein signal transduction,biological_process,6,3,7,7,0,1,20
GO:0007266,Rho protein signal transduction,biological_process,6,3,7,7,0,1,20
GO:0007346,regulation of mitotic cell cycle,biological_process,5,3,5,22,3,1,20
GO:0007533,mating type switching,biological_process,3,3,7,7,0,2,20
GO:0008024,cyclin/CDK positive transcription elongation factor complex,cellular_component,4,3,3,3,0,1,20
GO:0008061,chitin binding,molecular_function,3,3,5,5,0,1,20
GO:0008092,cytoskeletal protein binding,molecular_function,3,3,4,108,3,1,20
GO:0008134,transcription factor binding,molecular_function,3,3,1,47,1,1,20
GO:0008156,negative regulation of DNA replication,biological_process,8,3,7,10,1,1,20
GO:0008198,ferrous iron binding,molecular_function,8,3,8,8,0,1,20
GO:0008250,oligosaccharyltransferase complex,cellular_component,3,3,9,9,0,1,20
GO:0008278,cohesin complex,cellular_component,2,3,4,5,1,1,20
GO:0008320,protein transmembrane transporter activity,molecular_function,3,3,29,29,1,1,20
GO:0008360,regulation of cell shape,biological_process,3,3,12,12,0,1,20
GO:0008519,ammonium channel activity,molecular_function,5,3,7,7,0,2,20
GO:0008540,"proteasome regulatory particle, base subcomplex",cellular_component,2,3,10,10,0,1,20
GO:0008541,"proteasome regulatory particle, lid subcomplex",cellular_component,2,3,10,10,0,1,20
GO:0008614,pyridoxine metabolic process,biological_process,5,3,3,8,1,1,20
GO:0009058,biosynthetic process,biological_process,3,3,32,745,9,1,20
GO:0009060,aerobic respiration,biological_process,6,3,44,68,2,1,20
GO:0009085,lysine biosynthetic process,biological_process,7,3,10,13,1,1,20
GO:0009088,threonine biosynthetic process,biological_process,8,3,6,6,0,2,20
GO:0009168,purine ribonucleoside monophosphate biosynthetic process,biological_process,8,3,3,18,3,1,20
GO:0009272,fungal-type cell wall biogenesis,biological_process,4,3,11,11,0,2,20
GO:0009423,chorismate biosynthetic process,biological_process,8,3,4,4,0,2,20
GO:0009968,negative regulation of signal transduction,biological_process,5,3,5,9,1,1,20
GO:0009986,cell surface,cellular_component,2,3,18,18,0,1,20
GO:0010255,glucose mediated signaling pathway,biological_process,6,3,4,4,0,1,20
GO:0010447,response to acidic pH,biological_process,4,3,5,5,0,1,20
GO:0010458,exit from mitosis,biological_process,5,3,5,5,0,1,20
GO:0010494,cytoplasmic stress granule,cellular_component,5,3,100,100,0,1,30
GO:0010507,negative regulation of autophagy,biological_process,7,3,5,14,2,1,20
GO:0010508,positive regulation of autophagy,biological_process,7,3,8,20,1,1,20
GO:0010520,regulation of reciprocal meiotic recombination,biological_process,4,3,3,3,0,2,20
GO:0010608,post-transcriptional regulation of gene expression,biological_process,8,3,2,139,2,1,20
GO:0010628,positive regulation of gene expression,biological_process,8,3,1,50,3,1,20
GO:0010629,negative regulation of gene expression,biological_process,8,3,4,118,3,1,20
GO:0010960,magnesium ion homeostasis,biological_process,4,3,1,4,1,1,20
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,biological_process,8,3,1,12,2,1,20
GO:0010997,anaphase-promoting complex binding,molecular_function,3,3,5,5,0,1,20
GO:0012505,endomembrane system,cellular_component,2,3,42,42,0,1,20
GO:0015075,monoatomic ion transmembrane transporter activity,molecular_function,3,3,1,141,2,1,20
GO:0015171,amino acid transmembrane transporter activity,molecular_function,3,3,19,37,2,1,20
GO:0015203,polyamine transmembrane transporter activity,molecular_function,3,3,4,10,2,1,20
GO:0015205,nucleobase transmembrane transporter activity,molecular_function,3,3,10,10,0,1,20
GO:0015230,FAD transmembrane transporter activity,molecular_function,4,3,4,4,0,1,20
GO:0015250,water channel activity,molecular_function,5,3,5,5,0,1,20
GO:0015562,efflux transmembrane transporter activity,molecular_function,3,3,2,2,0,1,20
GO:0015578,mannose transmembrane transporter activity,molecular_function,7,3,15,15,0,1,20
GO:0015616,DNA translocase activity,molecular_function,3,3,6,6,0,1,20
GO:0015718,monocarboxylic acid transport,biological_process,6,3,3,7,2,1,20
GO:0015791,polyol transmembrane transport,biological_process,3,3,1,8,2,2,20
GO:0015798,myo-inositol transport,biological_process,5,3,2,4,1,1,20
GO:0015802,basic amino acid transport,biological_process,5,3,7,11,1,1,20
GO:0015804,neutral amino acid transport,biological_process,5,3,2,5,1,1,20
GO:0015828,tyrosine transport,biological_process,5,3,7,7,0,2,20
GO:0015846,polyamine transport,biological_process,5,3,2,12,4,1,20
GO:0015851,nucleobase transport,biological_process,5,3,7,7,0,1,20
GO:0015886,heme transport,biological_process,5,3,7,7,0,1,20
GO:0015914,phospholipid transport,biological_process,5,3,20,25,2,1,20
GO:0015918,sterol transport,biological_process,5,3,13,23,2,2,20
GO:0015931,nucleobase-containing compound transport,biological_process,5,3,1,7,1,1,20
GO:0015940,pantothenate biosynthetic process,biological_process,5,3,10,10,0,2,20
GO:0016020,membrane,cellular_component,2,3,2083,2293,7,1,625
GO:0016043,cellular component organization,biological_process,3,3,18,1172,8,1,20
GO:0016208,AMP binding,molecular_function,5,3,7,7,0,2,20
GO:0016236,macroautophagy,biological_process,4,3,63,114,5,1,20
GO:0016237,microautophagy,biological_process,4,3,13,54,1,1,20
GO:0016241,regulation of macroautophagy,biological_process,7,3,3,26,3,1,20
GO:0016251,RNA polymerase II general transcription initiation factor activity,molecular_function,2,3,19,19,0,1,20
GO:0016272,prefoldin complex,cellular_component,2,3,7,7,0,1,20
GO:0016459,myosin complex,cellular_component,2,3,7,7,0,1,20
GO:0016491,oxidoreductase activity,molecular_function,2,3,280,303,9,1,84
GO:0016514,SWI/SNF complex,cellular_component,4,3,16,16,0,1,20
GO:0016560,"protein import into peroxisome matrix, docking",biological_process,5,3,6,6,0,1,20
GO:0016562,"protein import into peroxisome matrix, receptor recycling",biological_process,6,3,6,6,0,1,20
GO:0016567,protein ubiquitination,biological_process,9,3,98,106,3,1,30
GO:0016586,RSC-type complex,cellular_component,4,3,18,18,0,1,20
GO:0016593,Cdc73/Paf1 complex,cellular_component,4,3,7,7,0,1,20
GO:0016740,transferase activity,molecular_function,2,3,685,746,6,1,206
GO:0016787,hydrolase activity,molecular_function,2,3,622,868,6,1,187
GO:0016829,lyase activity,molecular_function,2,3,97,99,2,1,30
GO:0016853,isomerase activity,molecular_function,2,3,69,73,1,1,21
GO:0016874,ligase activity,molecular_function,2,3,96,114,1,1,29
GO:0016925,protein sumoylation,biological_process,8,3,10,10,0,1,20
GO:0017056,structural constituent of nuclear pore,molecular_function,2,3,28,28,0,1,20
GO:0017150,tRNA dihydrouridine synthase activity,molecular_function,5,3,4,4,0,1,20
GO:0017157,regulation of exocytosis,biological_process,5,3,6,10,1,1,20
GO:0019172,glyoxalase III activity,molecular_function,5,3,4,4,0,1,20
GO:0019320,hexose catabolic process,biological_process,6,3,1,6,1,1,20
GO:0019408,dolichol biosynthetic process,biological_process,7,3,4,4,0,1,20
GO:0019563,glycerol catabolic process,biological_process,6,3,6,6,0,1,20
GO:0019752,carboxylic acid metabolic process,biological_process,6,3,12,206,6,1,20
GO:0019773,"proteasome core complex, alpha-subunit complex",cellular_component,2,3,7,7,0,1,20
GO:0019774,"proteasome core complex, beta-subunit complex",cellular_component,2,3,7,7,0,1,20
GO:0019789,SUMO transferase activity,molecular_function,4,3,12,13,1,1,20
GO:0019898,extrinsic component of membrane,cellular_component,2,3,4,4,0,1,20
GO:0019899,enzyme binding,molecular_function,3,3,2,120,5,1,20
GO:0019904,protein domain specific binding,molecular_function,3,3,6,6,0,1,20
GO:0030010,establishment of cell polarity,biological_process,3,3,19,56,1,1,20
GO:0030011,maintenance of cell polarity,biological_process,3,3,9,9,0,1,20
GO:0030061,mitochondrial crista,cellular_component,2,3,4,4,0,1,20
GO:0030100,regulation of endocytosis,biological_process,5,3,2,11,1,2,20
GO:0030121,AP-1 adaptor complex,cellular_component,5,3,4,4,0,1,20
GO:0030122,AP-2 adaptor complex,cellular_component,4,3,5,5,0,1,20
GO:0030133,transport vesicle,cellular_component,7,3,7,11,1,1,20
GO:0030139,endocytic vesicle,cellular_component,7,3,8,8,0,1,20
GO:0030148,sphingolipid biosynthetic process,biological_process,6,3,20,26,1,1,20
GO:0030149,sphingolipid catabolic process,biological_process,6,3,2,2,0,1,20
GO:0030174,regulation of DNA-templated DNA replication initiation,biological_process,9,3,20,20,0,1,20
GO:0030234,enzyme regulator activity,molecular_function,2,3,20,193,4,1,20
GO:0030242,autophagy of peroxisome,biological_process,4,3,4,27,1,1,20
GO:0030276,clathrin binding,molecular_function,3,3,13,13,0,1,20
GO:0030312,external encapsulating structure,cellular_component,2,3,3,3,0,1,20
GO:0030332,cyclin binding,molecular_function,3,3,9,9,0,1,20
GO:0030427,site of polarized growth,cellular_component,2,3,19,273,4,1,20
GO:0030428,cell septum,cellular_component,2,3,8,11,1,1,20
GO:0030435,sporulation resulting in formation of a cellular spore,biological_process,3,3,110,145,1,1,33
GO:0030527,structural constituent of chromatin,molecular_function,2,3,12,12,0,1,20
GO:0030674,protein-macromolecule adaptor activity,molecular_function,2,3,74,214,5,1,23
GO:0030837,negative regulation of actin filament polymerization,biological_process,7,3,3,10,1,1,20
GO:0030976,thiamine pyrophosphate binding,molecular_function,3,3,8,8,0,2,20
GO:0031072,heat shock protein binding,molecular_function,3,3,18,24,2,1,20
GO:0031105,septin complex,cellular_component,2,3,8,8,0,1,20
GO:0031134,sister chromatid biorientation,biological_process,4,3,7,7,0,1,20
GO:0031262,Ndc80 complex,cellular_component,2,3,4,4,0,1,20
GO:0031369,translation initiation factor binding,molecular_function,3,3,13,18,1,1,20
GO:0031371,ubiquitin conjugating enzyme complex,cellular_component,3,3,2,2,0,1,20
GO:0031389,Rad17 RFC-like complex,cellular_component,2,3,5,5,0,1,20
GO:0031491,nucleosome binding,molecular_function,3,3,21,25,1,2,20
GO:0031496,positive regulation of mating type switching,biological_process,5,3,4,4,0,1,20
GO:0031501,mannosyltransferase complex,cellular_component,3,3,2,9,1,2,20
GO:0031503,protein-containing complex localization,biological_process,2,3,13,68,3,1,20
GO:0031505,fungal-type cell wall organization,biological_process,4,3,119,155,1,2,36
GO:0031647,regulation of protein stability,biological_process,3,3,5,18,1,1,20
GO:0031681,G-protein beta-subunit binding,molecular_function,3,3,4,4,0,1,20
GO:0031683,G-protein beta/gamma-subunit complex binding,molecular_function,3,3,6,6,0,1,20
GO:0031967,organelle envelope,cellular_component,2,3,2,92,2,1,20
GO:0031982,vesicle,cellular_component,4,3,8,8,0,1,20
GO:0032007,negative regulation of TOR signaling,biological_process,7,3,2,8,1,1,20
GO:0032008,positive regulation of TOR signaling,biological_process,7,3,3,11,1,1,20
GO:0032126,eisosome,cellular_component,2,3,20,20,0,1,20
GO:0032153,cell division site,cellular_component,2,3,25,25,0,1,20
GO:0032182,ubiquitin-like protein binding,molecular_function,3,3,1,53,2,1,20
GO:0032259,methylation,biological_process,3,3,82,92,1,1,25
GO:0032300,mismatch repair complex,cellular_component,2,3,4,4,0,1,20
GO:0032432,actin filament bundle,cellular_component,2,3,7,7,0,1,20
GO:0032447,protein urmylation,biological_process,9,3,7,7,0,1,20
GO:0032541,cortical endoplasmic reticulum,cellular_component,5,3,27,27,0,1,20
GO:0032777,piccolo histone acetyltransferase complex,cellular_component,2,3,3,3,0,1,20
GO:0032977,membrane insertase activity,molecular_function,3,3,4,4,0,1,20
GO:0032993,protein-DNA complex,cellular_component,2,3,5,45,4,1,20
GO:0033036,macromolecule localization,biological_process,2,3,4,22,1,1,20
GO:0033101,cellular bud membrane,cellular_component,2,3,9,9,0,1,20
GO:0033180,"proton-transporting V-type ATPase, V1 domain",cellular_component,4,3,3,7,1,1,20
GO:0033262,regulation of nuclear cell cycle DNA replication,biological_process,6,3,2,2,0,2,20
GO:0033551,monopolin complex,cellular_component,2,3,4,4,0,1,20
GO:0033677,DNA/RNA helicase activity,molecular_function,3,3,4,4,0,3,20
GO:0034044,exomer complex,cellular_component,2,3,5,5,0,1,20
GO:0034087,establishment of mitotic sister chromatid cohesion,biological_process,4,3,12,12,0,1,20
GO:0034219,carbohydrate transmembrane transport,biological_process,3,3,6,31,2,2,20
GO:0034220,monoatomic ion transmembrane transport,biological_process,3,3,15,153,2,2,20
GO:0034270,Cvt complex,cellular_component,2,3,4,4,0,1,20
GO:0034316,negative regulation of Arp2/3 complex-mediated actin nucleation,biological_process,8,3,7,7,0,1,20
GO:0034399,nuclear periphery,cellular_component,2,3,57,57,0,1,20
GO:0034486,vacuolar transmembrane transport,biological_process,3,3,1,3,1,1,20
GO:0034497,protein localization to phagophore assembly site,biological_process,5,3,18,18,0,1,20
GO:0034503,protein localization to nucleolar rDNA repeats,biological_process,7,3,5,5,0,1,20
GO:0034967,Set3 complex,cellular_component,4,3,8,8,0,1,20
GO:0034975,protein folding in endoplasmic reticulum,biological_process,3,3,13,13,0,1,20
GO:0035267,NuA4 histone acetyltransferase complex,cellular_component,7,3,16,16,0,1,20
GO:0035435,phosphate ion transmembrane transport,biological_process,5,3,5,5,0,1,20
GO:0035461,vitamin transmembrane transport,biological_process,3,3,1,1,0,2,20
GO:0035556,intracellular signal transduction,biological_process,3,3,61,144,8,1,20
GO:0035859,Seh1-associated complex,cellular_component,2,3,8,8,0,1,20
GO:0035965,cardiolipin acyl-chain remodeling,biological_process,9,3,4,4,0,1,20
GO:0036381,pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity,molecular_function,5,3,6,6,0,1,20
GO:0036435,K48-linked polyubiquitin modification-dependent protein binding,molecular_function,5,3,9,9,0,1,20
GO:0042026,protein refolding,biological_process,3,3,28,28,0,1,20
GO:0042180,ketone metabolic process,biological_process,3,3,2,3,1,1,20
GO:0042254,ribosome biogenesis,biological_process,5,3,195,195,0,1,59
GO:0042256,cytosolic ribosome assembly,biological_process,8,3,6,6,0,1,20
GO:0042273,ribosomal large subunit biogenesis,biological_process,5,3,56,56,0,1,20
GO:0042274,ribosomal small subunit biogenesis,biological_process,5,3,28,28,0,1,20
GO:0042326,negative regulation of phosphorylation,biological_process,8,3,2,2,0,1,20
GO:0042391,regulation of membrane potential,biological_process,3,3,3,3,0,1,20
GO:0042393,histone binding,molecular_function,3,3,41,57,2,1,20
GO:0042555,MCM complex,cellular_component,2,3,6,6,0,1,20
GO:0042558,pteridine-containing compound metabolic process,biological_process,3,3,1,17,1,1,20
GO:0042597,periplasmic space,cellular_component,2,3,11,12,1,1,20
GO:0042732,D-xylose metabolic process,biological_process,6,3,2,6,1,1,20
GO:0042765,GPI-anchor transamidase complex,cellular_component,3,3,5,5,0,1,20
