term,name,namespace,go_level,stratum,direct_genes,contained_genes,n_children,n_parents,width
GO:0042802,identical protein binding,molecular_function,3,3,8,14,1,1,20
GO:0042819,vitamin B6 biosynthetic process,biological_process,5,3,5,10,2,2,20
GO:0042886,amide transport,biological_process,5,3,1,7,1,1,20
GO:0042910,xenobiotic transmembrane transporter activity,molecular_function,3,3,6,11,1,1,20
GO:0042995,cell projection,cellular_component,2,3,5,5,0,1,20
GO:0043021,ribonucleoprotein complex binding,molecular_function,3,3,8,61,1,1,20
GO:0043066,negative regulation of apoptotic process,biological_process,6,3,5,5,0,2,20
GO:0043170,macromolecule metabolic process,biological_process,3,3,52,1730,5,1,20
GO:0043231,intracellular membrane-bounded organelle,cellular_component,4,3,72,4131,7,2,22
GO:0043232,intracellular membraneless organelle,cellular_component,4,3,16,948,9,1,20
GO:0043254,regulation of protein-containing complex assembly,biological_process,5,3,4,29,4,1,20
GO:0043388,positive regulation of DNA binding,biological_process,5,3,2,2,0,1,20
GO:0043409,negative regulation of MAPK cascade,biological_process,7,3,5,5,0,1,20
GO:0043410,positive regulation of MAPK cascade,biological_process,7,3,8,8,0,1,20
GO:0043603,amide metabolic process,biological_process,3,3,1,57,6,1,20
GO:0044205,'de novo' UMP biosynthetic process,biological_process,8,3,6,6,0,1,20
GO:0044206,UMP salvage,biological_process,8,3,4,4,0,1,20
GO:0044232,organelle membrane contact site,cellular_component,2,3,3,52,6,1,20
GO:0044238,primary metabolic process,biological_process,3,3,64,2328,7,1,20
GO:0044281,small molecule metabolic process,biological_process,3,3,37,191,4,1,20
GO:0044697,HICS complex,cellular_component,2,3,4,4,0,1,20
GO:0044718,siderophore transmembrane transport,biological_process,11,3,6,6,0,1,20
GO:0045010,actin nucleation,biological_process,6,3,4,11,1,1,20
GO:0045053,protein retention in Golgi apparatus,biological_process,4,3,14,14,0,2,20
GO:0045116,protein neddylation,biological_process,9,3,5,5,0,1,20
GO:0045117,azole transmembrane transport,biological_process,3,3,1,5,1,2,20
GO:0045252,oxoglutarate dehydrogenase complex,cellular_component,4,3,4,4,0,1,20
GO:0045835,negative regulation of meiotic nuclear division,biological_process,6,3,5,14,1,2,20
GO:0045910,negative regulation of DNA recombination,biological_process,8,3,6,6,0,1,20
GO:0046464,acylglycerol catabolic process,biological_process,6,3,1,5,1,2,20
GO:0046686,response to cadmium ion,biological_process,4,3,9,9,0,1,20
GO:0046688,response to copper ion,biological_process,4,3,5,5,0,1,20
GO:0046822,regulation of nucleocytoplasmic transport,biological_process,6,3,6,7,1,1,20
GO:0046872,metal ion binding,molecular_function,5,3,770,791,2,1,231
GO:0046983,protein dimerization activity,molecular_function,3,3,20,54,2,1,20
GO:0047536,2-aminoadipate transaminase activity,molecular_function,5,3,4,4,0,1,20
GO:0048029,monosaccharide binding,molecular_function,3,3,4,19,2,1,20
GO:0048039,ubiquinone binding,molecular_function,4,3,4,4,0,1,20
GO:0048193,Golgi vesicle transport,biological_process,3,3,7,172,5,1,20
GO:0048278,vesicle docking,biological_process,4,3,12,19,1,1,20
GO:0048471,perinuclear region of cytoplasm,cellular_component,2,3,22,22,0,1,20
GO:0050839,cell adhesion molecule binding,molecular_function,3,3,3,3,0,1,20
GO:0051014,actin filament severing,biological_process,3,3,3,3,0,1,20
GO:0051082,unfolded protein binding,molecular_function,3,3,79,79,0,1,24
GO:0051087,protein-folding chaperone binding,molecular_function,3,3,28,31,1,1,20
GO:0051168,nuclear export,biological_process,6,3,2,100,3,1,20
GO:0051170,import into nucleus,biological_process,6,3,10,67,2,1,20
GO:0051231,spindle elongation,biological_process,3,3,3,11,1,1,20
GO:0051233,spindle midzone,cellular_component,2,3,6,10,1,1,20
GO:0051234,establishment of localization,biological_process,2,3,1,637,3,1,20
GO:0051307,meiotic chromosome separation,biological_process,3,3,3,3,0,1,20
GO:0051315,attachment of mitotic spindle microtubules to kinetochore,biological_process,4,3,5,5,0,1,20
GO:0051321,meiotic cell cycle,biological_process,2,3,132,132,0,1,40
GO:0051403,stress-activated MAPK cascade,biological_process,5,3,3,3,0,1,20
GO:0051453,regulation of intracellular pH,biological_process,3,3,5,5,0,1,20
GO:0051537,"2 iron, 2 sulfur cluster binding",molecular_function,5,3,19,19,0,1,20
GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function,5,3,26,26,0,1,20
GO:0051641,cellular localization,biological_process,2,3,10,437,2,1,20
GO:0051716,cellular response to stimulus,biological_process,2,3,4,145,2,1,20
GO:0051787,misfolded protein binding,molecular_function,3,3,8,8,0,1,20
GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore,biological_process,7,3,9,9,0,1,20
GO:0055070,copper ion homeostasis,biological_process,4,3,2,16,1,1,20
GO:0055074,calcium ion homeostasis,biological_process,4,3,1,17,1,1,20
GO:0055075,potassium ion homeostasis,biological_process,4,3,1,6,1,1,20
GO:0055091,phospholipid homeostasis,biological_process,4,3,4,4,0,1,20
GO:0055092,sterol homeostasis,biological_process,4,3,3,3,0,1,20
GO:0060237,regulation of fungal-type cell wall organization,biological_process,5,3,10,10,0,1,20
GO:0060255,regulation of macromolecule metabolic process,biological_process,5,3,1,169,3,1,20
GO:0060628,regulation of ER to Golgi vesicle-mediated transport,biological_process,5,3,4,4,0,2,20
GO:0061013,regulation of mRNA catabolic process,biological_process,6,3,2,35,1,2,20
GO:0061077,chaperone-mediated protein folding,biological_process,3,3,8,32,2,1,20
GO:0061645,endocytic patch,cellular_component,2,3,1,59,1,1,20
GO:0061770,translation elongation factor binding,molecular_function,3,3,5,5,0,1,20
GO:0061817,endoplasmic reticulum-plasma membrane tethering,biological_process,4,3,5,5,0,1,20
GO:0061908,phagophore,cellular_component,2,3,7,7,0,1,20
GO:0070199,establishment of protein localization to chromosome,biological_process,5,3,2,6,1,2,20
GO:0070210,Rpd3L-Expanded complex,cellular_component,4,3,27,27,0,1,20
GO:0070403,NAD+ binding,molecular_function,5,3,6,6,0,2,20
GO:0070461,SAGA-type complex,cellular_component,5,3,3,22,3,1,20
GO:0070530,K63-linked polyubiquitin modification-dependent protein binding,molecular_function,5,3,7,7,0,1,20
GO:0070628,proteasome binding,molecular_function,3,3,14,14,0,1,20
GO:0070726,cell wall assembly,biological_process,4,3,1,38,1,1,20
GO:0070822,Sin3-type complex,cellular_component,4,3,7,21,2,1,20
GO:0070880,fungal-type cell wall beta-glucan biosynthetic process,biological_process,8,3,3,7,1,1,20
GO:0070971,endoplasmic reticulum exit site,cellular_component,2,3,8,8,0,1,20
GO:0070973,protein localization to endoplasmic reticulum exit site,biological_process,7,3,4,4,0,1,20
GO:0071072,negative regulation of phospholipid biosynthetic process,biological_process,8,3,1,1,0,1,20
GO:0071073,positive regulation of phospholipid biosynthetic process,biological_process,8,3,1,1,0,2,20
GO:0071168,protein localization to chromatin,biological_process,7,3,2,5,1,1,20
GO:0071230,cellular response to amino acid stimulus,biological_process,5,3,5,5,0,1,20
GO:0071459,"protein localization to chromosome, centromeric region",biological_process,7,3,8,18,1,1,20
GO:0071467,cellular response to pH,biological_process,4,3,2,5,1,1,20
GO:0071507,pheromone response MAPK cascade,biological_process,6,3,5,5,0,1,20
GO:0071933,Arp2/3 complex binding,molecular_function,3,3,5,5,0,1,20
GO:0071944,cell periphery,cellular_component,2,3,279,279,0,1,84
GO:0071985,multivesicular body sorting pathway,biological_process,3,3,3,42,1,1,20
GO:0071986,Ragulator complex,cellular_component,3,3,6,6,0,1,20
GO:0072488,ammonium transmembrane transport,biological_process,5,3,6,6,0,2,20
GO:0072521,purine-containing compound metabolic process,biological_process,3,3,2,106,5,1,20
GO:0072527,pyrimidine-containing compound metabolic process,biological_process,3,3,1,33,3,1,20
GO:0072530,purine-containing compound transmembrane transport,biological_process,3,3,3,8,2,2,20
GO:0072593,reactive oxygen species metabolic process,biological_process,3,3,4,17,2,1,20
GO:0072657,protein localization to membrane,biological_process,4,3,3,67,4,1,20
GO:0072666,establishment of protein localization to vacuole,biological_process,5,3,3,114,2,2,20
GO:0072741,protein localization to cell division site,biological_process,5,3,2,2,0,1,20
GO:0080090,regulation of primary metabolic process,biological_process,5,3,6,161,4,1,20
GO:0090033,positive regulation of filamentous growth,biological_process,5,3,1,1,0,1,20
GO:0090155,negative regulation of sphingolipid biosynthetic process,biological_process,6,3,4,4,0,1,20
GO:0090156,intracellular sphingolipid homeostasis,biological_process,4,3,7,7,0,1,20
GO:0090482,vitamin transmembrane transporter activity,molecular_function,3,3,1,1,0,1,20
GO:0097002,mitochondrial inner boundary membrane,cellular_component,2,3,4,4,0,1,20
GO:0097038,perinuclear endoplasmic reticulum,cellular_component,2,3,8,8,0,1,20
GO:0097196,Shu complex,cellular_component,2,3,4,4,0,1,20
GO:0097255,R2TP complex,cellular_component,2,3,4,4,0,1,20
GO:0097271,protein localization to bud neck,biological_process,5,3,7,7,0,1,20
GO:0097602,cullin family protein binding,molecular_function,3,3,4,4,0,1,20
GO:0097720,calcineurin-mediated signaling,biological_process,6,3,4,4,0,1,20
GO:0098552,side of membrane,cellular_component,2,3,64,74,1,1,20
GO:0098813,nuclear chromosome segregation,biological_process,4,3,1,39,2,1,20
GO:0098869,cellular oxidant detoxification,biological_process,3,3,24,30,1,1,20
GO:0099023,vesicle tethering complex,cellular_component,2,3,2,40,6,1,20
GO:0099080,supramolecular complex,cellular_component,2,3,1,68,1,1,20
GO:0110085,mitotic actomyosin contractile ring,cellular_component,4,3,3,14,1,1,20
GO:0120013,lipid transfer activity,molecular_function,3,3,2,23,2,1,20
GO:0120114,Sm-like protein family complex,cellular_component,2,3,2,61,3,1,20
GO:0120171,Cdc24p-Far1p-Gbetagamma complex,cellular_component,2,3,4,4,0,1,20
GO:0140013,meiotic nuclear division,biological_process,3,3,1,1,0,2,20
GO:0140299,molecular sensor activity,molecular_function,2,3,1,5,1,1,20
GO:0140358,P-type transmembrane transporter activity,molecular_function,3,3,2,9,1,1,20
GO:0140359,ABC-type transporter activity,molecular_function,3,3,22,22,1,1,20
GO:0140658,ATP-dependent chromatin remodeler activity,molecular_function,3,3,18,18,0,1,20
GO:0140662,ATP-dependent protein folding chaperone,molecular_function,2,3,26,26,0,1,20
GO:0140664,ATP-dependent DNA damage sensor activity,molecular_function,3,3,14,14,0,1,20
GO:1900180,regulation of protein localization to nucleus,biological_process,6,3,3,15,3,1,20
GO:1901135,carbohydrate derivative metabolic process,biological_process,3,3,10,78,9,1,20
GO:1901474,azole transmembrane transporter activity,molecular_function,3,3,1,4,1,1,20
GO:1901682,sulfur compound transmembrane transporter activity,molecular_function,3,3,1,6,1,1,20
GO:1901900,regulation of protein localization to cell division site,biological_process,6,3,4,4,0,1,20
GO:1902275,regulation of chromatin organization,biological_process,5,3,4,4,0,1,20
GO:1902358,sulfate transmembrane transport,biological_process,5,3,6,6,0,1,20
GO:1902440,protein localization to mitotic spindle pole body,biological_process,10,3,2,2,0,1,20
GO:1902499,positive regulation of protein autoubiquitination,biological_process,12,3,7,7,0,1,20
GO:1903342,negative regulation of meiotic DNA double-strand break formation,biological_process,5,3,3,3,0,1,20
GO:1903432,regulation of TORC1 signaling,biological_process,7,3,4,22,2,1,20
GO:1903475,mitotic actomyosin contractile ring assembly,biological_process,5,3,8,8,0,1,20
GO:1904669,ATP export,biological_process,6,3,17,17,0,1,20
GO:1904680,peptide transmembrane transporter activity,molecular_function,3,3,3,3,0,1,20
GO:1904855,proteasome regulatory particle binding,molecular_function,3,3,4,4,0,1,20
GO:1905897,regulation of response to endoplasmic reticulum stress,biological_process,5,3,1,4,1,1,20
GO:1990112,RQC complex,cellular_component,2,3,6,6,0,1,20
GO:1990467,NuA3a histone acetyltransferase complex,cellular_component,7,3,5,5,0,1,20
GO:1990468,NuA3b histone acetyltransferase complex,cellular_component,7,3,5,5,0,1,20
GO:1990542,mitochondrial transmembrane transport,biological_process,3,3,2,15,3,2,20
GO:1990841,promoter-specific chromatin binding,molecular_function,3,3,8,8,0,1,20
GO:1990904,ribonucleoprotein complex,cellular_component,2,3,341,512,8,1,103
GO:2000001,regulation of DNA damage checkpoint,biological_process,5,3,3,3,0,1,20
GO:2000219,positive regulation of invasive growth in response to glucose limitation,biological_process,8,3,7,7,0,1,20
GO:0000022,mitotic spindle elongation,biological_process,4,4,10,10,0,1,20
GO:0000049,tRNA binding,molecular_function,4,4,46,46,0,1,20
GO:0000096,sulfur amino acid metabolic process,biological_process,4,4,5,35,4,2,20
GO:0000103,sulfate assimilation,biological_process,4,4,8,8,0,1,20
GO:0000124,SAGA complex,cellular_component,4,4,20,20,0,1,20
GO:0000131,incipient cellular bud site,cellular_component,3,4,68,68,0,1,21
GO:0000136,mannan polymerase complex,cellular_component,3,4,7,7,0,2,20
GO:0000142,cellular bud neck contractile ring,cellular_component,5,4,14,14,0,1,20
GO:0000145,exocyst,cellular_component,3,4,9,9,0,1,20
GO:0000160,phosphorelay signal transduction system,biological_process,4,4,5,6,1,1,20
GO:0000209,protein polyubiquitination,biological_process,10,4,33,41,2,1,20
GO:0000217,DNA secondary structure binding,molecular_function,4,4,5,24,3,1,20
GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",cellular_component,5,4,7,7,0,1,20
GO:0000235,astral microtubule,cellular_component,8,4,3,3,0,2,20
GO:0000282,cellular bud site selection,biological_process,4,4,20,42,2,1,20
GO:0000287,magnesium ion binding,molecular_function,6,4,61,61,0,1,20
GO:0000296,spermine transport,biological_process,6,4,5,5,1,1,20
GO:0000297,spermine transmembrane transporter activity,molecular_function,4,4,4,4,0,1,20
GO:0000339,RNA cap binding,molecular_function,4,4,3,3,0,1,20
GO:0000423,mitophagy,biological_process,5,4,6,6,0,2,20
GO:0000425,pexophagy,biological_process,5,4,27,27,0,2,20
GO:0000444,MIS12/MIND type complex,cellular_component,3,4,4,4,0,1,20
GO:0000753,cell morphogenesis involved in conjugation with cellular fusion,biological_process,4,4,7,7,0,1,20
GO:0000776,kinetochore,cellular_component,3,4,68,68,0,2,21
GO:0000786,nucleosome,cellular_component,3,4,12,12,0,1,20
GO:0000791,euchromatin,cellular_component,3,4,8,8,0,1,20
GO:0000792,heterochromatin,cellular_component,3,4,2,13,1,1,20
GO:0000935,division septum,cellular_component,3,4,3,3,0,1,20
GO:0000938,GARP complex,cellular_component,3,4,4,4,0,1,20
GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,molecular_function,6,4,106,106,0,2,32
GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,molecular_function,6,4,7,7,0,2,20
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function,3,4,134,158,2,1,41
GO:0001786,phosphatidylserine binding,molecular_function,3,4,6,6,0,1,20
GO:0002183,cytoplasmic translational initiation,biological_process,4,4,10,12,1,1,20
GO:0003400,regulation of COPII vesicle coating,biological_process,6,4,5,5,0,1,20
GO:0003684,damaged DNA binding,molecular_function,4,4,21,21,0,1,20
GO:0003690,double-stranded DNA binding,molecular_function,4,4,45,56,2,1,20
GO:0003697,single-stranded DNA binding,molecular_function,4,4,56,56,0,1,20
GO:0003712,transcription coregulator activity,molecular_function,2,4,41,86,2,2,20
GO:0003725,double-stranded RNA binding,molecular_function,4,4,6,6,0,1,20
GO:0003727,single-stranded RNA binding,molecular_function,4,4,8,16,1,1,20
GO:0003729,mRNA binding,molecular_function,4,4,206,228,3,1,62
GO:0003779,actin binding,molecular_function,4,4,46,56,1,1,20
GO:0004029,aldehyde dehydrogenase (NAD+) activity,molecular_function,6,4,12,12,0,1,20
GO:0004497,monooxygenase activity,molecular_function,3,4,9,9,1,1,20
GO:0004602,glutathione peroxidase activity,molecular_function,3,4,7,7,0,1,20
GO:0004857,enzyme inhibitor activity,molecular_function,3,4,8,26,2,1,20
GO:0004865,protein serine/threonine phosphatase inhibitor activity,molecular_function,6,4,5,5,0,1,20
GO:0005034,osmosensor activity,molecular_function,3,4,4,4,0,2,20
GO:0005216,monoatomic ion channel activity,molecular_function,4,4,1,2,1,2,20
GO:0005484,SNAP receptor activity,molecular_function,3,4,24,24,0,1,20
GO:0005509,calcium ion binding,molecular_function,6,4,28,28,0,1,20
GO:0005536,D-glucose binding,molecular_function,4,4,8,8,0,1,20
GO:0005537,D-mannose binding,molecular_function,4,4,7,7,0,1,20
GO:0005628,prospore membrane,cellular_component,3,4,74,74,0,1,23
GO:0005634,nucleus,cellular_component,5,4,2223,2223,0,1,667
GO:0005635,nuclear envelope,cellular_component,3,4,79,79,0,1,24
GO:0005664,nuclear origin of replication recognition complex,cellular_component,3,4,6,6,0,1,20
GO:0005681,spliceosomal complex,cellular_component,3,4,75,97,6,1,23
GO:0005694,chromosome,cellular_component,5,4,149,185,3,1,45
GO:0005697,telomerase holoenzyme complex,cellular_component,3,4,9,9,0,1,20
