term,gene
GO:0016740,YER068W
GO:0016740,YER069W
GO:0016740,YER091C
GO:0016740,YER099C
GO:0016740,YER100W
GO:0016740,YER116C
GO:0016740,YER123W
GO:0016740,YER125W
GO:0016740,YER129W
GO:0016740,YER152C
GO:0016740,YER168C
GO:0016740,YER170W
GO:0016740,YER175C
GO:0016740,YFL017C
GO:0016740,YFL029C
GO:0016740,YFL030W
GO:0016740,YFL033C
GO:0016740,YFL036W
GO:0016740,YFL053W
GO:0016740,YFL058W
GO:0016740,YFR007W
GO:0016740,YFR014C
GO:0016740,YFR015C
GO:0016740,YFR018C
GO:0016740,YFR019W
GO:0016740,YFR027W
GO:0016740,YFR047C
GO:0016740,YFR053C
GO:0016740,YGL017W
GO:0016740,YGL021W
GO:0016740,YGL022W
GO:0016740,YGL038C
GO:0016740,YGL047W
GO:0016740,YGL050W
GO:0016740,YGL058W
GO:0016740,YGL059W
GO:0016740,YGL065C
GO:0016740,YGL119W
GO:0016740,YGL130W
GO:0016740,YGL131C
GO:0016740,YGL136C
GO:0016740,YGL141W
GO:0016740,YGL142C
GO:0016740,YGL154C
GO:0016740,YGL155W
GO:0016740,YGL158W
GO:0016740,YGL169W
GO:0016740,YGL179C
GO:0016740,YGL180W
GO:0016740,YGL192W
GO:0016740,YGL202W
GO:0016740,YGL211W
GO:0016740,YGL232W
GO:0016740,YGL253W
GO:0016740,YGL257C
GO:0016740,YGR001C
GO:0016740,YGR007W
GO:0016740,YGR010W
GO:0016740,YGR012W
GO:0016740,YGR015C
GO:0016740,YGR019W
GO:0016740,YGR024C
GO:0016740,YGR031W
GO:0016740,YGR032W
GO:0016740,YGR040W
GO:0016740,YGR043C
GO:0016740,YGR046W
GO:0016740,YGR052W
GO:0016740,YGR092W
GO:0016740,YGR110W
GO:0016740,YGR133W
GO:0016740,YGR144W
GO:0016740,YGR147C
GO:0016740,YGR149W
GO:0016740,YGR154C
GO:0016740,YGR157W
GO:0016740,YGR177C
GO:0016740,YGR184C
GO:0016740,YGR188C
GO:0016740,YGR194C
GO:0016740,YGR199W
GO:0016740,YGR202C
GO:0016740,YGR205W
GO:0016740,YGR212W
GO:0016740,YGR216C
GO:0016740,YGR227W
GO:0016740,YGR240C
GO:0016740,YGR252W
GO:0016740,YGR262C
GO:0016740,YGR274C
GO:0016740,YGR277C
GO:0016740,YGR283C
GO:0016740,YGR286C
GO:0016740,YHL003C
GO:0016740,YHL007C
GO:0016740,YHL011C
GO:0016740,YHL012W
GO:0016740,YHL032C
GO:0016740,YHL039W
GO:0016740,YHR013C
GO:0016740,YHR025W
GO:0016740,YHR030C
GO:0016740,YHR033W
GO:0016740,YHR068W
GO:0016740,YHR070W
GO:0016740,YHR079C
GO:0016740,YHR082C
GO:0016740,YHR102W
GO:0016740,YHR109W
GO:0016740,YHR111W
GO:0016740,YHR115C
GO:0016740,YHR119W
GO:0016740,YHR123W
GO:0016740,YHR128W
GO:0016740,YHR135C
GO:0016740,YHR137W
GO:0016740,YHR190W
GO:0016740,YHR205W
GO:0016740,YHR207C
GO:0016740,YHR208W
GO:0016740,YHR209W
GO:0016740,YIL014W
GO:0016740,YIL030C
GO:0016740,YIL035C
GO:0016740,YIL042C
GO:0016740,YIL043C
GO:0016740,YIL064W
GO:0016740,YIL085C
GO:0016740,YIL095W
GO:0016740,YIL096C
GO:0016740,YIL097W
GO:0016740,YIL103W
GO:0016740,YIL107C
GO:0016740,YIL110W
GO:0016740,YIL116W
GO:0016740,YIL147C
GO:0016740,YIL160C
GO:0016740,YIR008C
GO:0016740,YIR031C
GO:0016740,YIR038C
GO:0016740,YJL012C
GO:0016740,YJL031C
GO:0016740,YJL057C
GO:0016740,YJL060W
GO:0016740,YJL062W
GO:0016740,YJL071W
GO:0016740,YJL087C
GO:0016740,YJL088W
GO:0016740,YJL091C
GO:0016740,YJL095W
GO:0016740,YJL100W
GO:0016740,YJL106W
GO:0016740,YJL125C
GO:0016740,YJL128C
GO:0016740,YJL130C
GO:0016740,YJL137C
GO:0016740,YJL139C
GO:0016740,YJL141C
GO:0016740,YJL164C
GO:0016740,YJL165C
GO:0016740,YJL167W
GO:0016740,YJL168C
GO:0016740,YJL183W
GO:0016740,YJL186W
GO:0016740,YJL187C
GO:0016740,YJL196C
GO:0016740,YJL210W
GO:0016740,YJL218W
GO:0016740,YJR006W
GO:0016740,YJR010W
GO:0016740,YJR013W
GO:0016740,YJR036C
GO:0016740,YJR043C
GO:0016740,YJR049C
GO:0016740,YJR057W
GO:0016740,YJR059W
GO:0016740,YJR066W
GO:0016740,YJR073C
GO:0016740,YJR075W
GO:0016740,YJR105W
GO:0016740,YJR122W
GO:0016740,YJR129C
GO:0016740,YJR130C
GO:0016740,YJR133W
GO:0016740,YJR143C
GO:0016740,YJR148W
GO:0016740,YJR156C
GO:0016740,YKL001C
GO:0016740,YKL004W
GO:0016740,YKL008C
GO:0016740,YKL010C
GO:0016740,YKL019W
GO:0016740,YKL024C
GO:0016740,YKL034W
GO:0016740,YKL035W
GO:0016740,YKL048C
GO:0016740,YKL067W
GO:0016740,YKL101W
GO:0016740,YKL104C
GO:0016740,YKL106W
GO:0016740,YKL116C
GO:0016740,YKL126W
GO:0016740,YKL139W
GO:0016740,YKL155C
GO:0016740,YKL161C
GO:0016740,YKL162C
GO:0016740,YKL165C
GO:0016740,YKL166C
GO:0016740,YKL168C
GO:0016740,YKL171W
GO:0016740,YKL181W
GO:0016740,YKL182W
GO:0016740,YKL196C
GO:0016740,YKL198C
GO:0016740,YKL203C
GO:0016740,YKR002W
GO:0016740,YKR017C
GO:0016740,YKR038C
GO:0016740,YKR056W
GO:0016740,YKR058W
GO:0016740,YKR061W
GO:0016740,YKR067W
GO:0016740,YKR069W
GO:0016740,YKR076W
GO:0016740,YLL002W
GO:0016740,YLL019C
GO:0016740,YLL031C
GO:0016740,YLL035W
GO:0016740,YLL036C
GO:0016740,YLL042C
GO:0016740,YLL058W
GO:0016740,YLL060C
GO:0016740,YLL062C
GO:0016740,YLL063C
GO:0016740,YLR007W
GO:0016740,YLR017W
GO:0016740,YLR024C
GO:0016740,YLR027C
GO:0016740,YLR028C
GO:0016740,YLR058C
GO:0016740,YLR063W
GO:0016740,YLR089C
GO:0016740,YLR096W
GO:0016740,YLR099C
GO:0016740,YLR113W
GO:0016740,YLR126C
GO:0016740,YLR133W
GO:0016740,YLR137W
GO:0016740,YLR146C
GO:0016740,YLR172C
GO:0016740,YLR180W
GO:0016740,YLR186W
GO:0016740,YLR189C
GO:0016740,YLR195C
GO:0016740,YLR209C
GO:0016740,YLR239C
GO:0016740,YLR240W
GO:0016740,YLR246W
GO:0016740,YLR248W
GO:0016740,YLR258W
GO:0016740,YLR260W
GO:0016740,YLR285W
GO:0016740,YLR299W
GO:0016740,YLR303W
GO:0016740,YLR305C
GO:0016740,YLR306W
GO:0016740,YLR318W
GO:0016740,YLR328W
GO:0016740,YLR342W
GO:0016740,YLR343W
GO:0016740,YLR345W
GO:0016740,YLR354C
GO:0016740,YLR362W
GO:0016740,YLR372W
GO:0016740,YLR410W
GO:0016740,YLR427W
GO:0016740,YLR438W
GO:0016740,YLR446W
GO:0016740,YML005W
GO:0016740,YML008C
GO:0016740,YML014W
GO:0016740,YML022W
GO:0016740,YML042W
GO:0016740,YML068W
GO:0016740,YML070W
GO:0016740,YML082W
GO:0016740,YML106W
GO:0016740,YML110C
GO:0016740,YML126C
GO:0016740,YMR001C
GO:0016740,YMR013C
GO:0016740,YMR022W
GO:0016740,YMR062C
GO:0016740,YMR069W
GO:0016740,YMR084W
GO:0016740,YMR101C
GO:0016740,YMR104C
GO:0016740,YMR108W
GO:0016740,YMR119W
GO:0016740,YMR120C
GO:0016740,YMR127C
GO:0016740,YMR139W
GO:0016740,YMR205C
GO:0016740,YMR208W
GO:0016740,YMR215W
GO:0016740,YMR216C
GO:0016740,YMR220W
GO:0016740,YMR228W
GO:0016740,YMR231W
GO:0016740,YMR247C
GO:0016740,YMR251W
GO:0016740,YMR271C
GO:0016740,YMR283C
GO:0016740,YMR291W
GO:0016740,YMR296C
GO:0016740,YMR300C
GO:0016740,YMR306W
GO:0016740,YMR307W
GO:0016740,YMR310C
GO:0016740,YMR321C
GO:0016740,YNL008C
GO:0016740,YNL020C
GO:0016740,YNL022C
GO:0016740,YNL024C
GO:0016740,YNL029C
GO:0016740,YNL038W
GO:0016740,YNL048W
GO:0016740,YNL061W
GO:0016740,YNL063W
GO:0016740,YNL071W
GO:0016740,YNL092W
GO:0016740,YNL102W
GO:0016740,YNL104C
GO:0016740,YNL116W
GO:0016740,YNL117W
GO:0016740,YNL129W
GO:0016740,YNL130C
GO:0016740,YNL132W
GO:0016740,YNL151C
GO:0016740,YNL154C
GO:0016740,YNL158W
GO:0016740,YNL161W
GO:0016740,YNL183C
GO:0016740,YNL191W
GO:0016740,YNL192W
GO:0016740,YNL207W
GO:0016740,YNL219C
GO:0016740,YNL248C
GO:0016740,YNL256W
GO:0016740,YNL262W
GO:0016740,YNL267W
GO:0016740,YNL277W
GO:0016740,YNL298W
GO:0016740,YNL299W
GO:0016740,YNL307C
GO:0016740,YNL326C
GO:0016740,YNL332W
GO:0016740,YNR001C
GO:0016740,YNR008W
GO:0016740,YNR012W
GO:0016740,YNR019W
GO:0016740,YNR027W
GO:0016740,YNR030W
GO:0016740,YNR031C
GO:0016740,YNR033W
GO:0016740,YNR041C
GO:0016740,YNR047W
GO:0016740,YNR058W
GO:0016740,YNR059W
GO:0016740,YOL003C
GO:0016740,YOL013C
GO:0016740,YOL016C
GO:0016740,YOL030W
GO:0016740,YOL045W
GO:0016740,YOL055C
GO:0016740,YOL061W
GO:0016740,YOL068C
GO:0016740,YOL093W
GO:0016740,YOL096C
GO:0016740,YOL100W
GO:0016740,YOL102C
GO:0016740,YOL113W
GO:0016740,YOL115W
GO:0016740,YOL124C
GO:0016740,YOL125W
GO:0016740,YOL128C
GO:0016740,YOL132W
GO:0016740,YOL136C
GO:0016740,YOL140W
GO:0016740,YOL141W
GO:0016740,YOL143C
GO:0016740,YOR002W
GO:0016740,YOR006C
GO:0016740,YOR021C
GO:0016740,YOR025W
GO:0016740,YOR034C
GO:0016740,YOR061W
GO:0016740,YOR067C
GO:0016740,YOR074C
GO:0016740,YOR099W
GO:0016740,YOR108W
GO:0016740,YOR116C
GO:0016740,YOR119C
GO:0016740,YOR143C
GO:0016740,YOR149C
GO:0016740,YOR151C
GO:0016740,YOR156C
GO:0016740,YOR171C
GO:0016740,YOR175C
GO:0016740,YOR184W
GO:0016740,YOR196C
GO:0016740,YOR201C
GO:0016740,YOR207C
GO:0016740,YOR209C
GO:0016740,YOR221C
GO:0016740,YOR231W
GO:0016740,YOR233W
GO:0016740,YOR239W
GO:0016740,YOR244W
GO:0016740,YOR245C
GO:0016740,YOR251C
GO:0016740,YOR253W
GO:0016740,YOR267C
GO:0016740,YOR274W
GO:0016740,YOR285W
GO:0016740,YOR286W
GO:0016740,YOR311C
GO:0016740,YOR320C
GO:0016740,YOR321W
GO:0016740,YOR330C
GO:0016740,YOR339C
GO:0016740,YOR341W
GO:0016740,YOR346W
GO:0016740,YOR347C
GO:0016740,YOR351C
GO:0016740,YOR377W
GO:0016740,YPL001W
GO:0016740,YPL015C
GO:0016740,YPL026C
GO:0016740,YPL028W
GO:0016740,YPL030W
GO:0016740,YPL031C
GO:0016740,YPL042C
GO:0016740,YPL053C
GO:0016740,YPL057C
GO:0016740,YPL069C
GO:0016740,YPL076W
GO:0016740,YPL086C
GO:0016740,YPL095C
GO:0016740,YPL140C
GO:0016740,YPL141C
GO:0016740,YPL148C
GO:0016740,YPL150W
GO:0016740,YPL153C
GO:0016740,YPL157W
GO:0016740,YPL165C
GO:0016740,YPL167C
GO:0016740,YPL172C
GO:0016740,YPL175W
GO:0016740,YPL188W
GO:0016740,YPL203W
GO:0016740,YPL204W
GO:0016740,YPL208W
GO:0016740,YPL209C
GO:0016740,YPL214C
GO:0016740,YPL222W
GO:0016740,YPL227C
GO:0016740,YPL231W
GO:0016740,YPL236C
GO:0016740,YPL258C
GO:0016740,YPL266W
GO:0016740,YPL273W
GO:0016740,YPR001W
GO:0016740,YPR010C
GO:0016740,YPR051W
GO:0016740,YPR054W
GO:0016740,YPR069C
GO:0016740,YPR074C
GO:0016740,YPR081C
GO:0016740,YPR106W
GO:0016740,YPR111W
GO:0016740,YPR113W
GO:0016740,YPR131C
GO:0016740,YPR139C
GO:0016740,YPR140W
GO:0016740,YPR160W
GO:0016740,YPR161C
GO:0016740,YPR176C
GO:0016740,YPR183W
GO:0016740,YPR184W
GO:0016740,YPR193C
GO:0016741,YOR074C
GO:0016746,YAR035W
GO:0016746,YBL011W
GO:0016746,YBL052C
GO:0016746,YBR042C
GO:0016746,YBR177C
GO:0016746,YCR048W
GO:0016746,YDL052C
GO:0016746,YDL104C
GO:0016746,YDR018C
GO:0016746,YDR062W
GO:0016746,YDR071C
GO:0016746,YDR125C
GO:0016746,YDR126W
GO:0016746,YDR148C
GO:0016746,YDR232W
GO:0016746,YDR264C
GO:0016746,YDR459C
GO:0016746,YEL066W
GO:0016746,YER024W
GO:0016746,YER061C
GO:0016746,YFL017C
GO:0016746,YFR018C
GO:0016746,YFR027W
GO:0016746,YGL017W
GO:0016746,YGL232W
GO:0016746,YGR147C
GO:0016746,YGR149W
GO:0016746,YGR177C
GO:0016746,YGR193C
GO:0016746,YGR212W
GO:0016746,YGR252W
GO:0016746,YGR274C
GO:0016746,YHR013C
GO:0016746,YIL160C
GO:0016746,YJL071W
GO:0016746,YJL091C
GO:0016746,YJL218W
GO:0016746,YKR038C
GO:0016746,YKR067W
GO:0016746,YLL063C
GO:0016746,YLR099C
GO:0016746,YLR195C
GO:0016746,YLR239C
GO:0016746,YLR246W
GO:0016746,YLR299W
GO:0016746,YML042W
GO:0016746,YML126C
GO:0016746,YMR062C
GO:0016746,YMR069W
GO:0016746,YMR127C
GO:0016746,YMR210W
GO:0016746,YMR296C
GO:0016746,YNL071W
GO:0016746,YNL132W
GO:0016746,YNL277W
GO:0016746,YNL326C
GO:0016746,YNR008W
GO:0016746,YNR019W
GO:0016746,YOL003C
GO:0016746,YOR034C
GO:0016746,YOR175C
GO:0016746,YOR221C
GO:0016746,YOR245C
GO:0016746,YOR253W
GO:0016746,YOR298W
GO:0016746,YOR377W
GO:0016746,YPL001W
GO:0016746,YPL028W
GO:0016746,YPL086C
GO:0016746,YPL095C
GO:0016746,YPL231W
GO:0016746,YPR051W
GO:0016746,YPR131C
GO:0016746,YPR140W
GO:0016746,YPR193C
GO:0016747,YDL104C
GO:0016747,YDR071C
GO:0016747,YEL066W
GO:0016747,YFL017C
GO:0016747,YGR252W
GO:0016747,YHR013C
GO:0016747,YIL160C
GO:0016747,YIR042C
GO:0016747,YJL127C
GO:0016747,YKR038C
GO:0016747,YMR069W
GO:0016747,YNL132W
GO:0016747,YNL277W
GO:0016747,YOR253W
GO:0016747,YPL001W
GO:0016747,YPL028W
GO:0016747,YPL086C
GO:0016747,YPR051W
GO:0016747,YPR131C
GO:0016747,YPR193C
GO:0016757,YAL023C
GO:0016757,YBL082C
GO:0016757,YBR004C
GO:0016757,YBR015C
GO:0016757,YBR023C
GO:0016757,YBR038W
GO:0016757,YBR110W
GO:0016757,YBR126C
GO:0016757,YBR199W
GO:0016757,YBR205W
GO:0016757,YBR243C
GO:0016757,YDL093W
GO:0016757,YDL095W
GO:0016757,YDR245W
GO:0016757,YDR307W
GO:0016757,YDR354W
GO:0016757,YDR399W
GO:0016757,YDR441C
GO:0016757,YDR483W
GO:0016757,YEL002C
GO:0016757,YEL011W
GO:0016757,YEL040W
GO:0016757,YER001W
GO:0016757,YER055C
GO:0016757,YFR015C
GO:0016757,YFR047C
GO:0016757,YGL022W
GO:0016757,YGL038C
GO:0016757,YGL047W
GO:0016757,YGL065C
GO:0016757,YGL142C
GO:0016757,YGL257C
GO:0016757,YGR032W
GO:0016757,YGR189C
GO:0016757,YGR199W
GO:0016757,YGR216C
GO:0016757,YGR227W
GO:0016757,YHR128W
GO:0016757,YIL014W
GO:0016757,YIL085C
GO:0016757,YJL137C
GO:0016757,YJL139C
GO:0016757,YJL146W
GO:0016757,YJL183W
GO:0016757,YJL186W
GO:0016757,YJR013W
GO:0016757,YJR075W
GO:0016757,YJR133W
GO:0016757,YJR143C
GO:0016757,YKR058W
GO:0016757,YKR061W
GO:0016757,YLR017W
GO:0016757,YLR189C
GO:0016757,YLR209C
GO:0016757,YLR213C
GO:0016757,YLR258W
GO:0016757,YLR342W
GO:0016757,YML022W
GO:0016757,YML106W
GO:0016757,YMR271C
GO:0016757,YMR283C
GO:0016757,YMR300C
GO:0016757,YMR306W
GO:0016757,YNL029C
GO:0016757,YNL038W
GO:0016757,YNL048W
GO:0016757,YNL158W
GO:0016757,YNL192W
GO:0016757,YNL219C
GO:0016757,YNR030W
GO:0016757,YNR059W
GO:0016757,YOR002W
GO:0016757,YOR067C
GO:0016757,YOR099W
GO:0016757,YOR149C
GO:0016757,YOR320C
GO:0016757,YOR321W
GO:0016757,YPL053C
GO:0016757,YPL057C
GO:0016757,YPL076W
GO:0016757,YPL175W
GO:0016757,YPL227C
GO:0016757,YPR160W
GO:0016757,YPR183W
GO:0016757,YPR184W
GO:0016758,YBR023C
GO:0016758,YBR038W
GO:0016758,YBR126C
GO:0016758,YGL047W
GO:0016758,YLR189C
GO:0016758,YNL192W
GO:0016758,YOR002W
GO:0016758,YOR067C
GO:0016763,YBR248C
GO:0016763,YDR354W
GO:0016763,YFR047C
GO:0016763,YGR144W
GO:0016763,YLR017W
GO:0016763,YLR209C
GO:0016763,YMR283C
GO:0016765,YBR002C
GO:0016765,YDL193W
GO:0016765,YDR127W
GO:0016765,YHR190W
GO:0016765,YJL167W
GO:0016765,YLR303W
GO:0016765,YML005W
GO:0016765,YMR101C
GO:0016765,YNR041C
GO:0016765,YOR274W
GO:0016765,YPL172C
GO:0016772,YBR029C
GO:0016772,YDL235C
GO:0016772,YDR072C
GO:0016772,YIL042C
GO:0016772,YIL147C
GO:0016772,YLL031C
GO:0016773,YBL088C
GO:0016773,YBR020W
GO:0016773,YCL040W
GO:0016773,YDR009W
GO:0016773,YDR109C
GO:0016773,YDR147W
GO:0016773,YDR516C
GO:0016773,YEL041W
GO:0016773,YFR053C
GO:0016773,YGL253W
GO:0016773,YHL032C
GO:0016773,YJL100W
GO:0016773,YJR049C
GO:0016773,YJR066W
GO:0016773,YLR133W
GO:0016773,YLR240W
GO:0016773,YLR305C
GO:0016773,YLR446W
GO:0016773,YNL267W
GO:0016773,YPL188W
GO:0016776,YDR226W
GO:0016776,YER170W
GO:0016779,YBR018C
GO:0016779,YBR029C
GO:0016779,YCL047C
GO:0016779,YCL050C
GO:0016779,YCR014C
GO:0016779,YDL045C
GO:0016779,YDL102W
GO:0016779,YDL103C
GO:0016779,YDL140C
GO:0016779,YDR419W
GO:0016779,YDR530C
GO:0016779,YER168C
GO:0016779,YFL036W
GO:0016779,YGL130W
GO:0016779,YGL169W
GO:0016779,YGL211W
GO:0016779,YGR007W
GO:0016779,YGR010W
GO:0016779,YGR024C
GO:0016779,YGR046W
GO:0016779,YGR202C
GO:0016779,YGR277C
GO:0016779,YHL012W
GO:0016779,YHR111W
GO:0016779,YIR008C
GO:0016779,YJR006W
GO:0016779,YJR010W
GO:0016779,YJR043C
GO:0016779,YKL035W
GO:0016779,YKR002W
GO:0016779,YLR318W
GO:0016779,YLR328W
GO:0016779,YNL102W
GO:0016779,YNL119W
GO:0016779,YNL151C
GO:0016779,YNL248C
GO:0016779,YNL262W
GO:0016779,YNL299W
GO:0016779,YOL115W
GO:0016779,YOR116C
GO:0016779,YOR151C
GO:0016779,YOR207C
GO:0016779,YOR330C
GO:0016779,YOR341W
GO:0016779,YOR346W
GO:0016779,YPL167C
GO:0016779,YPL222W
GO:0016779,YPR010C
GO:0016780,YBR243C
GO:0016780,YDL142C
GO:0016780,YER026C
GO:0016780,YHR123W
GO:0016780,YNL130C
GO:0016780,YPR113W
GO:0016783,YDL033C
GO:0016783,YHR111W
GO:0016783,YNL119W
GO:0016783,YOR196C
GO:0016783,YOR251C
GO:0016787,Q0060
GO:0016787,Q0065
GO:0016787,Q0070
GO:0016787,Q0075
GO:0016787,Q0120
GO:0016787,Q0160
GO:0016787,YAL015C
GO:0016787,YAL019W
GO:0016787,YAL021C
GO:0016787,YAL033W
GO:0016787,YAL035W
GO:0016787,YAL048C
GO:0016787,YAL049C
GO:0016787,YAR071W
GO:0016787,YBL015W
GO:0016787,YBL018C
GO:0016787,YBL019W
GO:0016787,YBL022C
GO:0016787,YBL023C
GO:0016787,YBL033C
GO:0016787,YBL055C
GO:0016787,YBL056W
GO:0016787,YBL057C
GO:0016787,YBL067C
GO:0016787,YBL091C
GO:0016787,YBR001C
GO:0016787,YBR011C
GO:0016787,YBR022W
GO:0016787,YBR025C
GO:0016787,YBR056W
GO:0016787,YBR058C
GO:0016787,YBR067C
GO:0016787,YBR073W
GO:0016787,YBR074W
GO:0016787,YBR084W
GO:0016787,YBR092C
GO:0016787,YBR093C
GO:0016787,YBR094W
GO:0016787,YBR098W
GO:0016787,YBR111C
GO:0016787,YBR114W
GO:0016787,YBR125C
GO:0016787,YBR139W
GO:0016787,YBR142W
GO:0016787,YBR163W
GO:0016787,YBR164C
GO:0016787,YBR167C
GO:0016787,YBR177C
GO:0016787,YBR179C
GO:0016787,YBR183W
GO:0016787,YBR202W
GO:0016787,YBR204C
GO:0016787,YBR208C
GO:0016787,YBR223C
GO:0016787,YBR228W
GO:0016787,YBR229C
GO:0016787,YBR237W
GO:0016787,YBR242W
GO:0016787,YBR245C
GO:0016787,YBR246W
GO:0016787,YBR248C
GO:0016787,YBR252W
GO:0016787,YBR276C
GO:0016787,YBR281C
GO:0016787,YBR286W
GO:0016787,YBR299W
GO:0016787,YCL030C
GO:0016787,YCL050C
GO:0016787,YCL057W
GO:0016787,YCR026C
GO:0016787,YCR045C
GO:0016787,YCR068W
GO:0016787,YCR079W
GO:0016787,YDL006W
GO:0016787,YDL024C
GO:0016787,YDL031W
GO:0016787,YDL047W
GO:0016787,YDL084W
GO:0016787,YDL086W
GO:0016787,YDL100C
GO:0016787,YDL102W
GO:0016787,YDL109C
GO:0016787,YDL122W
GO:0016787,YDL125C
GO:0016787,YDL126C
GO:0016787,YDL134C
GO:0016787,YDL137W
GO:0016787,YDL160C
GO:0016787,YDL185W
GO:0016787,YDL188C
GO:0016787,YDL192W
GO:0016787,YDL216C
GO:0016787,YDL219W
GO:0016787,YDL227C
GO:0016787,YDL229W
GO:0016787,YDL230W
GO:0016787,YDL236W
GO:0016787,YDL238C
GO:0016787,YDR001C
GO:0016787,YDR021W
GO:0016787,YDR036C
GO:0016787,YDR049W
GO:0016787,YDR051C
GO:0016787,YDR058C
GO:0016787,YDR066C
GO:0016787,YDR067C
GO:0016787,YDR069C
GO:0016787,YDR074W
GO:0016787,YDR075W
GO:0016787,YDR101C
GO:0016787,YDR144C
GO:0016787,YDR172W
GO:0016787,YDR182W
GO:0016787,YDR190C
GO:0016787,YDR194C
GO:0016787,YDR242W
GO:0016787,YDR243C
GO:0016787,YDR261C
GO:0016787,YDR263C
GO:0016787,YDR272W
GO:0016787,YDR284C
GO:0016787,YDR287W
GO:0016787,YDR291W
GO:0016787,YDR305C
GO:0016787,YDR319C
GO:0016787,YDR321W
GO:0016787,YDR331W
GO:0016787,YDR332W
GO:0016787,YDR334W
GO:0016787,YDR349C
GO:0016787,YDR370C
GO:0016787,YDR371W
GO:0016787,YDR385W
GO:0016787,YDR386W
GO:0016787,YDR400W
GO:0016787,YDR415C
GO:0016787,YDR428C
GO:0016787,YDR430C
GO:0016787,YDR436W
GO:0016787,YDR444W
GO:0016787,YDR452W
GO:0016787,YDR478W
GO:0016787,YDR481C
GO:0016787,YDR503C
GO:0016787,YDR530C
GO:0016787,YDR545W
GO:0016787,YEL016C
GO:0016787,YEL032W
GO:0016787,YEL038W
GO:0016787,YEL040W
GO:0016787,YEL042W
GO:0016787,YEL060C
GO:0016787,YEL077C
GO:0016787,YER005W
GO:0016787,YER013W
GO:0016787,YER017C
GO:0016787,YER019W
GO:0016787,YER025W
GO:0016787,YER036C
GO:0016787,YER041W
GO:0016787,YER043C
GO:0016787,YER062C
GO:0016787,YER075C
GO:0016787,YER078C
GO:0016787,YER089C
GO:0016787,YER098W
GO:0016787,YER133W
GO:0016787,YER134C
GO:0016787,YER139C
GO:0016787,YER142C
GO:0016787,YER143W
GO:0016787,YER144C
GO:0016787,YER151C
GO:0016787,YER164W
GO:0016787,YER171W
GO:0016787,YER172C
GO:0016787,YER176W
GO:0016787,YER190W
GO:0016787,YFL002C
GO:0016787,YFL025C
GO:0016787,YFL034W
GO:0016787,YFL039C
GO:0016787,YFL044C
GO:0016787,YFL060C
GO:0016787,YFL066C
GO:0016787,YFR004W
GO:0016787,YFR006W
GO:0016787,YFR010W
GO:0016787,YFR025C
GO:0016787,YFR028C
GO:0016787,YFR038W
GO:0016787,YFR044C
GO:0016787,YGL027C
GO:0016787,YGL028C
GO:0016787,YGL037C
GO:0016787,YGL064C
GO:0016787,YGL067W
GO:0016787,YGL078C
GO:0016787,YGL085W
GO:0016787,YGL092W
GO:0016787,YGL094C
GO:0016787,YGL099W
GO:0016787,YGL101W
GO:0016787,YGL120C
GO:0016787,YGL126W
GO:0016787,YGL144C
GO:0016787,YGL150C
GO:0016787,YGL156W
GO:0016787,YGL163C
GO:0016787,YGL171W
GO:0016787,YGL173C
GO:0016787,YGL175C
GO:0016787,YGL194C
GO:0016787,YGL201C
GO:0016787,YGL203C
GO:0016787,YGL243W
GO:0016787,YGL246C
GO:0016787,YGL248W
GO:0016787,YGL251C
GO:0016787,YGR015C
GO:0016787,YGR030C
GO:0016787,YGR031W
GO:0016787,YGR036C
GO:0016787,YGR098C
GO:0016787,YGR101W
GO:0016787,YGR110W
GO:0016787,YGR123C
GO:0016787,YGR152C
GO:0016787,YGR163W
GO:0016787,YGR189C
GO:0016787,YGR203W
GO:0016787,YGR204W
GO:0016787,YGR208W
GO:0016787,YGR247W
GO:0016787,YGR248W
GO:0016787,YGR255C
GO:0016787,YGR258C
GO:0016787,YGR262C
GO:0016787,YGR263C
GO:0016787,YGR267C
GO:0016787,YGR270W
GO:0016787,YGR271W
GO:0016787,YGR276C
GO:0016787,YGR279C
GO:0016787,YGR282C
GO:0016787,YGR287C
GO:0016787,YGR292W
GO:0016787,YGR296W
GO:0016787,YHR004C
GO:0016787,YHR028C
GO:0016787,YHR031C
GO:0016787,YHR043C
GO:0016787,YHR044C
GO:0016787,YHR046C
GO:0016787,YHR047C
GO:0016787,YHR049W
GO:0016787,YHR062C
GO:0016787,YHR065C
GO:0016787,YHR075C
GO:0016787,YHR076W
GO:0016787,YHR079C
GO:0016787,YHR100C
GO:0016787,YHR113W
GO:0016787,YHR134W
GO:0016787,YHR144C
GO:0016787,YHR163W
GO:0016787,YHR164C
GO:0016787,YHR169W
GO:0016787,YHR189W
GO:0016787,YHR201C
GO:0016787,YHR202W
GO:0016787,YHR204W
GO:0016787,YHR215W
GO:0016787,YIL002C
GO:0016787,YIL015W
GO:0016787,YIL031W
GO:0016787,YIL039W
GO:0016787,YIL053W
GO:0016787,YIL099W
GO:0016787,YIL108W
GO:0016787,YIL113W
GO:0016787,YIL123W
GO:0016787,YIL124W
GO:0016787,YIL126W
GO:0016787,YIL137C
GO:0016787,YIL143C
GO:0016787,YIL156W
GO:0016787,YIL162W
GO:0016787,YIL172C
GO:0016787,YIL177C
GO:0016787,YIR002C
GO:0016787,YIR007W
GO:0016787,YIR015W
GO:0016787,YIR022W
GO:0016787,YIR026C
GO:0016787,YIR027C
