gene,n_terms
YJL200C,10
YJL201W,6
YJL202C,4
YJL203W,11
YJL204C,16
YJL205C,5
YJL206C,10
YJL207C,9
YJL208C,19
YJL209W,4
YJL210W,14
YJL211C,3
YJL212C,8
YJL213W,5
YJL214W,14
YJL215C,3
YJL216C,14
YJL217W,3
YJL218W,5
YJL219W,17
YJL220W,3
YJL221C,14
YJL222W,10
YJL222W-A,3
YJL222W-B,3
YJL223C,6
YJL225C,8
YJL225W-A,4
YJR001W,12
YJR002W,12
YJR003C,3
YJR004C,9
YJR005C-A,4
YJR005W,13
YJR006W,18
YJR007W,12
YJR008W,4
YJR009C,19
YJR010C-A,7
YJR010W,10
YJR011C,3
YJR012C,3
YJR013W,10
YJR014W,10
YJR015W,6
YJR016C,11
YJR017C,10
YJR018W,4
YJR019C,9
YJR020W,3
YJR021C,7
YJR022W,15
YJR023C,4
YJR024C,8
YJR025C,12
YJR030C,3
YJR031C,14
YJR032W,8
YJR033C,8
YJR034W,5
YJR035W,15
YJR036C,7
YJR037W,3
YJR038C,4
YJR039W,3
YJR040W,17
YJR041C,6
YJR042W,13
YJR043C,15
YJR044C,7
YJR045C,20
YJR046W,10
YJR047C,8
YJR048W,7
YJR049C,10
YJR050W,12
YJR051W,5
YJR052W,10
YJR053W,12
YJR054W,9
YJR055W,6
YJR056C,4
YJR057W,9
YJR058C,15
YJR059W,18
YJR060W,17
YJR061W,4
YJR062C,4
YJR063W,15
YJR064W,9
YJR065C,12
YJR066W,37
YJR067C,3
YJR068W,19
YJR069C,7
YJR070C,6
YJR071W,3
YJR072C,10
YJR073C,13
YJR074W,6
YJR075W,9
YJR076C,32
YJR077C,6
YJR078W,8
YJR079W,3
YJR080C,4
YJR082C,11
YJR083C,3
YJR084W,12
YJR085C,4
YJR086W,12
YJR087W,3
YJR088C,7
YJR089W,16
YJR090C,13
YJR091C,12
YJR092W,9
YJR093C,5
YJR094C,8
YJR094W-A,10
YJR095W,4
YJR096W,9
YJR097W,6
YJR098C,7
YJR099W,8
YJR100C,4
YJR101W,10
YJR102C,13
YJR103W,10
YJR104C,21
YJR105W,11
YJR106W,8
YJR107C-A,3
YJR107W,7
YJR108W,3
YJR109C,10
YJR110W,8
YJR111C,9
YJR112W,9
YJR112W-A,4
YJR113C,11
YJR114W,3
YJR115W,3
YJR116W,5
YJR117W,14
YJR118C,5
YJR119C,15
YJR120W,5
YJR121W,13
YJR122W,5
YJR123W,14
YJR124C,8
YJR125C,22
YJR126C,12
YJR127C,12
YJR128W,3
YJR129C,6
YJR130C,8
YJR131W,10
YJR132W,11
YJR133W,4
YJR134C,5
YJR135C,10
YJR135W-A,10
YJR136C,8
YJR137C,14
YJR138W,14
YJR139C,11
YJR140C,8
YJR140W-A,3
YJR141W,11
YJR142W,2
YJR143C,10
YJR144W,10
YJR145C,11
YJR146W,5
YJR147W,9
YJR148W,14
YJR149W,5
YJR150C,9
YJR151C,10
YJR151W-A,3
YJR152W,6
YJR153W,6
YJR154W,3
YJR155W,5
YJR156C,6
YJR157W,3
YJR158W,14
YJR159W,6
YJR160C,11
YJR161C,5
YJR162C,3
YKL001C,12
YKL002W,15
YKL003C,9
YKL004W,8
YKL005C,7
YKL006C-A,13
YKL006W,13
YKL007W,11
YKL008C,8
YKL009W,11
YKL010C,11
YKL011C,12
YKL012W,9
YKL013C,10
YKL014C,7
YKL015W,14
YKL016C,9
YKL017C,10
YKL018C-A,3
YKL018W,11
YKL019W,6
YKL020C,4
YKL021C,10
YKL022C,11
YKL023C-A,4
YKL023W,2
YKL024C,13
YKL025C,14
YKL026C,15
YKL027W,7
YKL028W,12
YKL029C,8
YKL030W,3
YKL031W,4
YKL032C,7
YKL033W,7
YKL033W-A,4
YKL034W,12
YKL035W,9
YKL036C,3
YKL037W,7
YKL038W,11
YKL039W,10
YKL040C,7
YKL041W,16
YKL042W,7
YKL043W,6
YKL044W,4
YKL045W,12
YKL046C,14
YKL047W,5
YKL048C,21
YKL049C,15
YKL050C,4
YKL051W,5
YKL052C,19
YKL053C-A,12
YKL053W,3
YKL054C,12
YKL055C,8
YKL056C,11
YKL057C,25
YKL058W,6
YKL059C,14
YKL060C,11
YKL061W,5
YKL062W,10
YKL063C,3
YKL064W,10
YKL065C,10
YKL065W-A,4
YKL066W,3
YKL067W,15
YKL068W,18
YKL068W-A,3
YKL069W,5
YKL070W,3
YKL071W,4
YKL072W,4
YKL073W,12
YKL074C,8
YKL075C,5
YKL076C,4
YKL077W,9
YKL078W,17
YKL079W,17
YKL080W,13
YKL081W,9
YKL082C,9
YKL083W,3
YKL084W,8
YKL085W,11
YKL086W,8
YKL087C,6
YKL088W,4
YKL089W,14
YKL090W,6
YKL091C,3
YKL092C,11
YKL093W,4
YKL094W,14
YKL095W,11
YKL096C-B,4
YKL096W,8
YKL096W-A,7
YKL097C,3
YKL098W,3
YKL099C,10
YKL100C,9
YKL100W-A,3
YKL101W,17
YKL102C,3
YKL103C,14
YKL104C,10
YKL104W-A,3
YKL105C,5
YKL106C-A,3
YKL106W,9
YKL107W,5
YKL108W,11
YKL109W,8
YKL110C,6
YKL111C,3
YKL112W,17
YKL113C,25
YKL114C,12
YKL115C,3
YKL116C,14
YKL117W,8
YKL118W,3
YKL119C,7
YKL120W,7
YKL121W,3
YKL122C,8
YKL123W,3
YKL124W,8
YKL125W,6
YKL126W,17
YKL127W,8
YKL128C,7
YKL129C,26
YKL130C,12
YKL131W,3
YKL132C,11
YKL133C,7
YKL134C,12
YKL135C,11
YKL136W,3
YKL137W,6
YKL138C,6
YKL138C-A,18
YKL139W,24
YKL140W,7
YKL141W,14
YKL142W,3
YKL143W,13
YKL144C,10
YKL145W,16
YKL145W-A,4
YKL146W,11
YKL147C,3
YKL148C,12
YKL149C,11
YKL150W,8
YKL151C,6
YKL152C,11
YKL153W,3
YKL154W,6
YKL155C,9
YKL156C-A,3
YKL156W,11
YKL157W,16
YKL159C,3
YKL160W,6
YKL161C,19
YKL162C,6
YKL162C-A,3
YKL163W,5
YKL164C,8
YKL165C,16
YKL165C-A,4
YKL166C,17
YKL167C,6
YKL168C,13
YKL169C,3
YKL170W,9
YKL171W,15
YKL172W,9
YKL173W,15
YKL174C,9
YKL175W,15
YKL176C,7
YKL177W,3
YKL178C,8
YKL179C,5
YKL180W,9
YKL181W,16
YKL182W,14
YKL183C-A,4
YKL183W,9
YKL184W,6
YKL185W,13
YKL186C,8
YKL187C,7
YKL188C,13
YKL189W,8
YKL190W,7
YKL191W,5
YKL192C,5
YKL193C,7
YKL194C,11
YKL195W,12
YKL196C,18
YKL197C,13
YKL198C,11
YKL201C,7
YKL202W,3
YKL203C,29
YKL204W,9
YKL205W,9
YKL206C,5
YKL207W,6
YKL208W,7
YKL209C,12
YKL210W,10
YKL211C,10
YKL212W,15
YKL213C,14
YKL214C,9
YKL215C,6
YKL216W,7
YKL217W,8
YKL218C,7
YKL219W,4
YKL220C,13
YKL221W,6
YKL222C,11
YKL223W,3
YKL224C,6
YKL225W,3
YKR001C,31
YKR002W,11
YKR003W,22
YKR004C,7
YKR005C,4
YKR006C,6
YKR007W,18
YKR008W,9
YKR009C,9
YKR010C,8
YKR011C,3
YKR012C,3
YKR013W,7
YKR014C,14
YKR015C,3
YKR016W,10
YKR017C,14
YKR018C,4
YKR019C,9
YKR020W,15
YKR021W,9
YKR022C,9
YKR023W,12
YKR024C,16
YKR025W,5
YKR026C,11
YKR027W,9
YKR028W,10
YKR029C,11
YKR030W,7
YKR031C,15
YKR032W,3
YKR033C,3
YKR034W,12
YKR035C,3
YKR035W-A,16
YKR036C,8
YKR037C,18
YKR038C,18
YKR039W,18
YKR040C,3
YKR041W,5
YKR042W,21
YKR043C,6
YKR044W,13
YKR045C,3
YKR046C,4
YKR047W,3
YKR048C,18
YKR049C,3
YKR050W,14
YKR051W,6
YKR052C,8
YKR053C,8
YKR054C,20
YKR055W,16
YKR056W,13
YKR057W,9
YKR058W,6
YKR059W,20
YKR060W,11
YKR061W,11
YKR062W,7
YKR063C,10
YKR064W,11
YKR065C,7
YKR066C,12
YKR067W,11
YKR068C,14
YKR069W,8
YKR070W,5
YKR071C,12
YKR072C,9
YKR073C,3
YKR074W,3
YKR075C,7
YKR075W-A,4
YKR076W,7
YKR077W,4
YKR078W,11
YKR079C,10
YKR080W,8
YKR081C,14
YKR082W,23
YKR083C,21
YKR084C,14
YKR085C,6
YKR086W,23
YKR087C,13
YKR088C,7
YKR089C,10
YKR090W,12
YKR091W,5
YKR092C,4
YKR093W,10
YKR094C,17
YKR095W,16
YKR095W-A,9
YKR096W,9
YKR097W,7
YKR098C,10
YKR099W,5
YKR100C,9
YKR101W,7
YKR102W,8
YKR103W,10
YKR104W,6
YKR105C,8
YKR106W,16
YLL001W,19
YLL002W,11
YLL003W,10
YLL004W,11
YLL005C,10
YLL006W,19
YLL006W-A,4
YLL007C,6
YLL008W,16
YLL009C,7
YLL010C,6
YLL011W,9
YLL012W,7
YLL013C,16
YLL014W,8
YLL015W,15
YLL018C,12
YLL018C-A,7
YLL019C,13
YLL019W-A,3
YLL020C,4
YLL021W,18
YLL022C,6
YLL023C,14
YLL024C,20
YLL025W,6
YLL026W,15
YLL027W,8
YLL028W,16
YLL029W,11
YLL030C,4
YLL031C,11
YLL032C,7
YLL033W,5
YLL034C,8
YLL035W,12
YLL036C,17
YLL037W,4
YLL038C,12
YLL039C,7
YLL040C,31
YLL041C,15
YLL042C,13
YLL043W,14
YLL044W,3
YLL045C,9
YLL046C,7
YLL047W,4
YLL048C,16
YLL049W,3
YLL050C,13
YLL051C,15
YLL052C,7
YLL053C,9
YLL054C,11
YLL055W,8
YLL056C,3
YLL057C,5
YLL058W,9
YLL059C,4
YLL060C,5
YLL061W,8
YLL062C,9
YLL063C,3
YLL064C,6
YLL065W,3
YLL066C,10
YLL066W-A,4
YLL066W-B,3
YLL067C,8
YLL067W-A,4
YLR001C,10
YLR002C,13
YLR003C,5
YLR004C,7
YLR005W,13
YLR006C,5
YLR007W,11
YLR008C,8
YLR009W,8
YLR010C,6
YLR011W,7
YLR012C,3
YLR013W,7
YLR014C,11
YLR015W,8
YLR016C,8
YLR017W,12
YLR018C,12
YLR019W,6
YLR020C,9
YLR021W,6
YLR022C,8
YLR023C,6
YLR024C,10
YLR025W,20
YLR026C,18
YLR027C,10
YLR028C,10
YLR029C,8
YLR030W,3
YLR031W,3
YLR032W,26
YLR033W,8
YLR034C,20
YLR035C,12
YLR036C,6
YLR037C,8
YLR038C,10
YLR039C,9
YLR040C,6
YLR041W,3
YLR042C,7
YLR043C,16
YLR044C,21
YLR045C,19
YLR046C,4
YLR047C,11
YLR048W,13
YLR049C,3
YLR050C,5
YLR051C,9
YLR052W,7
YLR053C,6
YLR054C,6
YLR055C,10
YLR056W,12
YLR057W,11
YLR058C,11
YLR059C,7
YLR060W,10
YLR061W,8
YLR062C,3
YLR063W,8
YLR064W,12
YLR065C,7
YLR066W,7
YLR067C,6
YLR068W,5
YLR069C,10
YLR070C,7
YLR071C,8
YLR072W,15
YLR073C,4
YLR074C,10
YLR075W,9
YLR076C,3
YLR077W,6
YLR078C,16
YLR079W,4
YLR080W,11
YLR081W,12
YLR082C,4
YLR083C,12
YLR084C,14
YLR085C,8
YLR086W,17
YLR087C,10
YLR088W,6
YLR089C,6
YLR090W,15
YLR091W,5
YLR092W,5
YLR093C,9
YLR094C,4
YLR095C,6
YLR096W,16
YLR097C,7
YLR098C,12
YLR099C,13
YLR099W-A,7
YLR100W,9
YLR101C,4
YLR102C,7
YLR103C,12
YLR104W,2
YLR105C,13
YLR106C,11
YLR107W,9
YLR108C,3
YLR109W,15
YLR110C,13
YLR111W,4
YLR112W,3
YLR113W,22
YLR114C,5
YLR115W,4
YLR116W,12
YLR117C,17
YLR118C,6
YLR119W,16
YLR120C,12
YLR120W-A,3
YLR121C,11
YLR122C,4
YLR123C,4
YLR124W,3
YLR125W,3
YLR126C,8
YLR127C,12
YLR128W,7
YLR129W,15
YLR130C,12
YLR131C,13
YLR132C,7
YLR133W,12
YLR134W,19
YLR135W,10
YLR136C,13
YLR137W,6
YLR138W,16
YLR139C,8
YLR140W,4
YLR141W,6
YLR142W,5
YLR143W,5
YLR144C,12
YLR145W,9
YLR146C,8
YLR146W-A,3
YLR147C,24
YLR148W,23
YLR149C,3
YLR149C-A,3
YLR150W,12
YLR151C,8
YLR152C,5
YLR153C,11
YLR154C,3
YLR154C-G,3
YLR154C-H,3
YLR154W-A,3
YLR154W-B,3
YLR154W-C,3
YLR154W-E,3
YLR154W-F,3
YLR155C,12
YLR156C-A,3
YLR156W,3
YLR157C,10
YLR157C-C,3
YLR157W-D,3
YLR157W-E,3
YLR158C,10
YLR159C-A,3
YLR159W,3
YLR160C,11
YLR161W,3
YLR162W,4
YLR162W-A,3
YLR163C,10
YLR163W-A,3
YLR164W,11
YLR165C,9
YLR166C,8
YLR167W,17
YLR168C,8
YLR169W,4
YLR170C,17
YLR171W,4
YLR172C,5
YLR173W,6
YLR174W,12
YLR175W,25
YLR176C,11
YLR177W,3
YLR178C,7
YLR179C,8
YLR180W,9
YLR181C,11
YLR182W,7
YLR183C,7
YLR184W,3
YLR185W,13
YLR186W,19
YLR187W,10
YLR188W,8
YLR189C,12
YLR190W,11
YLR191W,7
YLR192C,12
YLR193C,11
YLR194C,9
YLR195C,4
YLR196W,5
YLR197W,11
YLR198C,4
YLR199C,3
YLR200W,10
YLR201C,6
YLR202C,3
YLR203C,8
YLR204W,9
YLR205C,7
YLR206W,15
YLR207W,6
YLR208W,24
YLR209C,7
YLR210W,10
YLR211C,9
YLR212C,21
YLR213C,14
YLR214W,12
YLR215C,6
YLR216C,9
YLR217W,3
YLR218C,9
YLR219W,7
YLR220W,17
YLR221C,7
YLR222C,13
YLR222C-A,3
YLR223C,10
YLR224W,5
YLR225C,4
YLR226W,10
YLR227C,10
YLR228C,14
YLR229C,38
YLR230W,4
YLR231C,8
YLR232W,3
YLR233C,14
YLR234W,9
YLR235C,3
YLR236C,3
YLR237W,7
YLR238W,5
YLR239C,7
YLR240W,30
YLR241W,9
YLR242C,16
YLR243W,7
YLR244C,13
YLR245C,11
YLR246W,11
YLR247C,13
YLR248W,13
YLR249W,15
YLR250W,6
YLR251W,6
YLR252W,3
YLR253W,5
YLR254C,10
YLR255C,3
YLR256W,16
YLR257W,3
YLR258W,7
YLR259C,21
YLR260W,17
YLR261C,3
YLR262C,19
YLR262C-A,5
YLR263W,8
YLR264C-A,3
YLR264W,10
YLR265C,10
YLR266C,10
YLR267W,3
YLR268W,17
YLR269C,4
YLR270W,10
YLR271W,6
YLR272C,20
YLR273C,4
YLR274W,30
YLR275W,20
YLR276C,18
YLR277C,17
YLR278C,10
YLR279W,4
YLR280C,3
YLR281C,5
YLR282C,3
YLR283W,6
YLR284C,6
YLR285C-A,3
YLR285W,7
YLR286C,16
YLR286W-A,3
YLR287C,5
YLR287C-A,8
YLR288C,14
YLR289W,13
YLR290C,4
YLR291C,11
YLR292C,5
YLR293C,13
YLR294C,4
YLR295C,11
YLR296W,4
YLR297W,9
YLR298C,15
YLR299C-A,3
YLR299W,13
YLR300W,14
YLR301W,6
YLR302C,4
YLR303W,11
YLR304C,14
YLR305C,15
YLR306W,6
YLR307C-A,3
YLR307W,11
YLR308W,11
YLR309C,10
YLR310C,13
YLR311C,3
YLR312C,8
YLR312W-A,7
YLR313C,17
YLR314C,23
YLR315W,10
YLR316C,9
YLR317W,3
YLR318W,13
YLR319C,17
YLR320W,12
YLR321C,13
YLR322W,4
YLR323C,12
YLR324W,9
YLR325C,8
YLR326W,4
YLR327C,4
YLR328W,11
YLR329W,6
YLR330W,15
YLR331C,3
YLR332W,10
YLR333C,6
YLR334C,4
YLR335W,26
YLR336C,5
YLR337C,12
YLR338W,4
YLR339C,4
YLR340W,10
YLR341W,5
YLR342W,16
YLR342W-A,4
YLR343W,14
YLR344W,10
YLR345W,14
YLR346C,3
YLR347C,16
YLR347W-A,3
YLR348C,11
YLR349W,3
YLR350W,8
YLR351C,7
YLR352W,5
YLR353W,8
YLR354C,6
YLR355C,9
YLR356W,7
YLR357W,12
YLR358C,3
YLR359W,8
YLR360W,12
YLR361C,9
YLR361C-A,3
YLR362W,15
YLR363C,4
YLR363W-A,3
YLR364C-A,3
YLR364W,5
YLR365W,3
YLR366W,3
YLR367W,7
YLR368W,11
YLR369W,15
YLR370C,11
YLR371W,12
YLR372W,12
YLR373C,11
YLR374C,4
YLR375W,8
YLR376C,10
YLR377C,14
YLR378C,16
YLR379W,4
YLR379W-A,3
YLR380W,15
YLR381W,12
YLR382C,14
YLR383W,17
YLR384C,9
YLR385C,5
YLR386W,10
YLR387C,6
YLR388W,10
YLR389C,14
YLR390W,6
YLR390W-A,8
YLR392C,8
YLR393W,7
YLR394W,16
YLR395C,9
YLR396C,19
YLR397C,9
YLR398C,17
YLR399C,13
YLR399W-A,3
YLR400W,4
YLR401C,13
YLR402W,4
YLR403W,8
YLR404W,11
YLR405W,8
YLR406C,8
YLR406C-A,3
YLR407W,5
YLR408C,5
YLR409C,9
YLR410W,10
YLR411W,10
YLR412C-A,3
YLR412W,6
YLR413W,8
YLR414C,10
YLR415C,4
YLR416C,3
YLR417W,18
YLR418C,13
YLR419W,16
YLR420W,10
YLR421C,7
YLR422W,8
YLR423C,16
YLR424W,13
YLR425W,6
YLR426W,8
YLR427W,11
YLR428C,3
YLR429W,11
YLR430W,23
YLR431C,10
YLR432W,11
YLR433C,11
YLR434C,3
YLR435W,6
YLR436C,7
YLR437C,4
YLR437C-A,3
YLR438C-A,20
YLR438W,9
YLR439W,8
YLR440C,10
YLR441C,9
YLR442C,21
YLR443W,8
YLR444C,4
YLR445W,7
YLR446W,20
YLR447C,11
YLR448W,9
YLR449W,7
YLR450W,17
YLR451W,15
YLR452C,8
YLR453C,6
YLR454W,9
YLR455W,6
YLR456W,5
YLR457C,5
YLR458W,4
YLR459W,8
YLR460C,5
YLR461W,7
YLR462W,3
YLR463C,3
YLR464W,3
YLR465C,3
YLR466C-A,4
YLR466C-B,3
YLR466W,11
YLR467C-A,4
YLR467W,10
YML001W,27
YML002W,3
YML003W,3
YML004C,7
YML005W,9
YML006C,5
YML007C-A,3
YML007W,13
YML008C,14
YML009C,8
YML009C-A,4
YML009W-B,4
YML010W,30
YML011C,5
YML012C-A,3
YML012W,14
YML013W,13
YML014W,10
YML015C,10
YML016C,8
YML017W,8
YML018C,6
YML019W,7
YML020W,3
YML021C,7
YML022W,7
YML023C,8
YML024W,8
YML025C,7
YML026C,14
YML027W,13
YML028W,20
YML029W,7
YML030W,7
YML031C-A,3
YML031W,12
YML032C,16
YML034C-A,3
YML034W,11
YML035C,11
YML036W,11
YML037C,3
YML038C,10
YML041C,8
YML042W,9
YML043C,7
YML046W,8
YML047C,10
YML047W-A,4
YML048W,7
YML049C,10
YML050W,5
YML051W,10
YML052W,14
YML053C,4
YML054C,7
YML054C-A,3
YML055W,7
YML056C,11
YML057C-A,4
YML057W,11
YML058W,6
YML058W-A,5
YML059C,12
YML060W,14
YML061C,30
YML062C,11
YML063W,9
YML064C,10
YML065W,19
YML066C,9
YML067C,13
YML068W,15
YML069W,14
YML070W,9
YML071C,9
YML072C,13
YML073C,9
YML074C,8
YML075C,16
YML076C,10
YML077W,12
YML078W,8
YML079W,4
YML080W,8
YML081C-A,11
YML081W,9
YML082W,9
YML083C,3
YML084W,3
YML085C,20
YML086C,8
YML087C,6
YML088W,9
YML089C,3
YML090W,4
YML091C,15
YML092C,12
YML093W,12
YML094C-A,3
YML094W,7
YML095C,16
YML096W,5
YML097C,10
YML098W,7
YML099C,9
YML099W-A,4
YML100W,8
YML100W-A,3
YML101C,5
YML101C-A,4
YML102W,6
YML103C,11
YML104C,9
YML105C,6
YML106W,7
YML107C,6
YML108W,4
YML109W,8
YML110C,12
YML111W,6
YML112W,10
YML113W,4
YML114C,4
YML115C,10
YML116W,6
YML116W-A,3
YML117W,6
YML118W,6
YML119W,3
YML120C,5
YML121W,22
YML122C,3
YML123C,14
YML124C,18
YML125C,7
YML126C,11
YML127W,11
YML128C,5
YML129C,8
YML130C,8
YML131W,7
YML132W,6
YML133C,10
YML133W-A,4
YML133W-B,4
YMR001C,22
YMR001C-A,3
YMR002W,7
YMR003W,5
YMR004W,10
YMR005W,9
YMR006C,18
YMR007W,3
YMR008C,19
YMR008C-A,3
YMR009W,10
YMR010W,14
YMR011W,16
YMR012W,8
YMR013C,7
YMR013C-A,4
YMR013W-A,3
YMR014W,6
YMR015C,15
YMR016C,7
YMR017W,15
YMR018W,7
YMR019W,11
YMR020W,7
YMR021C,15
YMR022W,15
YMR023C,11
YMR024W,10
YMR025W,6
YMR026C,17
YMR027W,6
YMR028W,5
YMR029C,5
YMR030W,7
YMR030W-A,4
YMR031C,7
YMR031W-A,3
YMR032W,24
YMR033W,11
YMR034C,8
YMR035W,11
YMR036C,10
YMR037C,9
YMR038C,10
YMR039C,12
YMR040W,10
YMR041C,3
YMR042W,8
YMR043W,18
YMR044W,5
YMR046W-A,4
YMR047C,21
YMR048W,15
YMR049C,12
YMR052C-A,4
YMR052W,5
YMR053C,3
YMR054W,13
YMR055C,9
YMR056C,9
YMR057C,3
YMR058W,14
YMR059W,11
YMR060C,11
YMR061W,10
YMR062C,9
YMR063W,6
YMR064W,3
YMR065W,9
YMR066W,2
YMR067C,6
YMR068W,11
YMR069W,7
YMR070W,11
YMR071C,6
YMR072W,8
YMR073C,6
YMR074C,6
YMR075C-A,3
YMR075W,9
YMR076C,14
YMR077C,18
YMR078C,15
YMR079W,12
YMR080C,19
YMR081C,2
YMR082C,3
YMR083W,10
YMR084W,10
YMR085W,8
YMR086C-A,3
YMR086W,7
YMR087W,4
YMR088C,10
YMR089C,19
YMR090W,3
YMR091C,8
YMR092C,11
YMR093W,12
YMR094W,7
YMR095C,12
YMR096W,8
YMR097C,8
YMR098C,7
YMR099C,6
YMR100W,5
YMR101C,7
YMR102C,3
YMR103C,3
YMR104C,12
YMR105C,9
YMR105W-A,3
YMR106C,23
YMR107W,3
YMR108W,11
YMR109W,31
YMR110C,15
YMR111C,11
YMR112C,10
YMR113W,10
YMR114C,10
YMR115W,6
YMR116C,19
YMR117C,11
YMR118C,13
YMR119W,13
YMR119W-A,4
YMR120C,11
YMR121C,11
YMR122C,3
YMR122W-A,6
YMR123W,5
YMR124W,3
YMR125W,16
YMR126C,4
YMR127C,18
YMR128W,20
YMR129W,14
YMR130W,5
YMR131C,5
YMR132C,3
YMR133W,8
YMR134W,13
YMR135C,8
YMR135W-A,3
YMR136W,8
YMR137C,14
YMR138W,6
YMR139W,12
YMR140W,3
YMR141C,3
YMR141W-A,4
YMR142C,9
YMR143W,9
YMR144W,2
YMR145C,6
YMR146C,13
YMR147W,4
YMR148W,6
YMR149W,7
YMR150C,11
YMR151W,4
YMR152W,6
YMR153C-A,3
YMR153W,19
YMR154C,7
YMR155W,5
YMR156C,5
YMR157C,5
YMR158C-A,3
YMR158W,7
YMR158W-B,4
YMR159C,20
YMR160W,5
YMR161W,3
YMR162C,25
YMR163C,6
YMR164C,5
YMR165C,18
YMR166C,6
YMR167W,15
YMR168C,14
YMR169C,5
YMR170C,5
YMR171C,8
YMR172C-A,4
YMR172W,7
YMR173W,5
YMR173W-A,4
YMR174C,6
YMR175W,3
YMR175W-A,3
YMR176W,10
YMR177W,13
YMR178W,2
YMR179W,7
YMR180C,6
YMR181C,3
YMR182C,8
YMR182W-A,4
YMR183C,18
YMR184W,2
YMR185W,4
YMR186W,17
YMR187C,4
YMR188C,10
YMR189W,6
YMR190C,27
YMR191W,3
YMR192W,14
YMR193C-A,4
YMR193W,6
YMR194C-A,3
YMR194C-B,4
YMR194W,8
YMR195W,6
YMR196W,7
YMR197C,25
YMR198W,13
YMR199W,10
YMR200W,9
YMR201C,9
YMR202W,9
YMR203W,10
YMR204C,5
YMR205C,21
YMR206W,3
YMR207C,12
YMR208W,16
YMR209C,4
YMR210W,6
YMR211W,7
YMR212C,5
YMR213W,11
YMR214W,14
YMR215W,12
YMR216C,18
YMR217W,10
YMR218C,12
YMR219W,6
YMR220W,15
YMR221C,10
YMR222C,6
YMR223W,13
YMR224C,35
YMR225C,6
YMR226C,4
YMR227C,6
YMR228W,10
YMR229C,20
YMR230W,7
YMR230W-A,3
YMR231W,27
YMR232W,11
YMR233W,8
YMR234W,10
YMR235C,12
YMR236W,14
YMR237W,7
YMR238W,14
YMR239C,18
YMR240C,11
YMR241W,5
YMR242C,7
YMR242W-A,3
YMR243C,18
YMR244C-A,8
YMR244W,4
YMR245W,3
YMR246W,14
YMR247C,18
YMR247W-A,3
YMR250W,9
YMR251W,4
YMR251W-A,6
YMR252C,3
YMR253C,4
YMR254C,4
YMR255W,8
YMR256C,9
YMR257C,7
YMR258C,6
YMR259C,4
YMR260C,14
YMR261C,8
YMR262W,7
YMR263W,13
YMR264W,8
YMR265C,9
YMR266W,11
YMR267W,7
YMR268C,11
YMR269W,4
YMR270C,6
YMR271C,6
YMR272C,12
YMR272W-A,3
YMR272W-B,3
YMR273C,12
YMR274C,11
YMR275C,7
YMR276W,7
YMR277W,7
YMR278W,9
YMR279C,4
YMR280C,12
YMR281W,7
YMR282C,4
YMR283C,5
YMR284W,25
YMR285C,10
YMR286W,8
YMR287C,10
YMR288W,10
YMR289W,6
YMR290C,22
YMR290W-A,4
YMR291W,15
YMR292W,12
YMR293C,8
YMR294W,10
YMR294W-A,3
YMR295C,4
YMR296C,13
YMR297W,10
YMR298W,6
YMR299C,8
YMR300C,8
YMR301C,13
YMR302C,8
YMR303C,7
YMR304C-A,4
YMR304W,12
YMR305C,14
YMR306C-A,4
YMR306W,12
YMR307C-A,3
YMR307W,21
YMR308C,8
YMR309C,16
YMR310C,4
YMR311C,9
YMR312W,9
YMR313C,6
YMR314W,12
YMR315W,5
YMR315W-A,3
YMR316C-A,3
YMR316C-B,4
YMR316W,3
YMR317W,3
YMR318C,10
YMR319C,13
YMR320W,3
YMR321C,6
YMR322C,8
YMR323W,8
YMR324C,4
YMR325W,6
YMR326C,3
YNL001W,15
YNL002C,11
YNL003C,3
YNL004W,10
YNL005C,7
YNL006W,19
YNL007C,17
YNL008C,12
YNL009W,13
YNL010W,9
YNL011C,3
YNL012W,22
YNL013C,4
YNL014W,10
YNL015W,8
YNL016W,13
YNL017C,3
YNL018C,3
YNL019C,6
YNL020C,14
YNL021W,11
YNL022C,11
YNL023C,11
YNL024C,7
YNL024C-A,8
YNL025C,8
YNL026W,8
YNL027W,9
YNL028W,3
YNL029C,11
YNL030W,10
YNL031C,14
YNL032W,8
YNL033W,5
YNL034W,3
YNL035C,4
YNL036W,8
YNL037C,14
YNL038W,6
YNL039W,5
YNL040W,11
YNL041C,8
YNL042W,4
YNL042W-B,3
YNL043C,3
YNL044W,9
YNL045W,11
YNL046W,6
YNL047C,7
YNL048W,8
YNL049C,16
YNL050C,3
YNL051W,9
YNL052W,8
YNL053W,12
YNL054W,8
YNL055C,13
YNL056W,6
YNL057W,3
YNL058C,8
YNL059C,7
YNL061W,18
YNL062C,4
YNL063W,7
YNL064C,22
YNL065W,11
YNL066W,16
YNL067W,8
YNL067W-A,3
YNL067W-B,3
YNL068C,14
YNL069C,13
YNL070W,8
YNL071W,7
YNL072W,12
YNL073W,13
YNL074C,3
YNL075W,13
YNL076W,6
YNL077W,15
YNL078W,11
YNL079C,11
YNL080C,6
YNL081C,11
YNL082W,17
YNL083W,11
YNL084C,19
YNL085W,12
YNL086W,5
YNL087W,11
YNL088W,19
YNL089C,3
YNL090W,15
YNL091W,4
YNL092W,6
YNL093W,13
YNL094W,6
YNL095C,5
YNL096C,13
YNL097C,15
YNL097C-B,5
YNL097W-A,3
YNL098C,18
YNL099C,8
