gene_set,interaction_type,ffa_type,interaction_score,standard_deviation,standard_error,p_value,df_effective,fdr_corrected_p,effect_size,significant_p05,significant_fdr05
SPT3_TFC7,digenic,C16:0,0.6022215280265063,0.09403010470801368,0.0542883062651004,0.00033693813963719954,4.080824787602805,0.0031474572653378274,0.6022215280265063,True,True
SPT3_TFC7,digenic,C18:0,0.6452957091120194,0.09062221767561345,0.05232076176957629,0.0002927665110321609,3.887229938388886,0.003073192035329878,0.6452957091120194,True,True
SPT3_TFC7,digenic,C16:1,-0.1160840883754568,0.3793952946223325,0.21904397547948104,0.6331673668691966,2.9728927412855413,0.6600586449987764,0.1160840883754568,False,False
SPT3_TFC7,digenic,C18:1,0.2354037489934767,0.28238515827322397,0.16303514714420095,0.25134962683166107,2.778301393271514,0.30161955219799325,0.2354037489934767,False,False
SPT3_TFC7,digenic,Total Titer,0.4361231447036815,0.07179455048856313,0.04145060305092011,0.00024339400380468668,4.5046429789296205,0.002738182542802725,0.4361231447036815,True,True
MED4_TFC7,digenic,C14:0,-1.3977075576331268,1.0259017001426018,0.592304622739426,0.12820522814465973,2.249132286715314,0.17307705799529066,1.3977075576331268,False,False
MED4_TFC7,digenic,C16:0,0.7868640968376355,0.132547424303542,0.07652629110204151,0.004025419948912035,2.519367771220393,0.01509532480842013,0.7868640968376355,True,True
MED4_TFC7,digenic,C18:0,0.49353471695981943,0.10562768346745491,0.06098417148381168,0.010519957177002937,2.245455251781919,0.032901343331261934,0.49353471695981943,True,True
MED4_TFC7,digenic,C16:1,-0.32758665128413345,0.5369042886683351,0.3099818355917278,0.38115471219475894,2.5231223581301174,0.42189184557929643,0.32758665128413345,False,False
MED4_TFC7,digenic,C18:1,1.62831075987213,0.4639857324724329,0.26788228754310484,0.0202756634769361,2.214275842869545,0.04881407762985952,1.62831075987213,True,True
MED4_TFC7,digenic,Total Titer,0.6097647369366944,0.0777692370108438,0.04490008992288248,3.8709675291626056e-05,5.001630477964152,0.0015820919865083827,0.6097647369366944,True,True
