rank,direction,triple,gene1,gene2,gene3,M01_lzs9pcj3,M02_yv4r30bi,M03_c7671wgj,ensemble_mean,ensemble_sd,ensemble_min,ensemble_max,sign_agree,min_train_records,no_trigenic_labels
149,negative,YER016W + YHL029C + YPL227C,YER016W,YHL029C,YPL227C,-0.151611328125,-0.1337890625,-0.2880859375,-0.191162109375,0.06892062889926556,-0.2880859375,-0.1337890625,True,0,True
150,negative,YDR363W-A + YER016W + YHL029C,YDR363W-A,YER016W,YHL029C,-0.10430908203125,-0.1842041015625,-0.284912109375,-0.19114176432291666,0.07389389575539954,-0.284912109375,-0.10430908203125,True,0,True
151,negative,YHL029C + YLR014C + YPL046C,YHL029C,YLR014C,YPL046C,-0.128662109375,-0.21533203125,-0.2288818359375,-0.19095865885416666,0.04439627881947649,-0.2288818359375,-0.128662109375,True,493,False
152,negative,YGL077C + YHL029C + YPR140W,YGL077C,YHL029C,YPR140W,-0.37158203125,-0.120849609375,-0.0802001953125,-0.19087727864583334,0.1288506872991783,-0.37158203125,-0.0802001953125,True,312,False
153,negative,YDL170W + YHL029C + YLR299W,YDL170W,YHL029C,YLR299W,-0.12255859375,-0.2578125,-0.190673828125,-0.19034830729166666,0.0552176557623293,-0.2578125,-0.12255859375,True,506,False
154,negative,YDL236W + YKL101W + YPL256C,YDL236W,YKL101W,YPL256C,-0.1070556640625,-0.381103515625,-0.08282470703125,-0.19032796223958334,0.13526090503614746,-0.381103515625,-0.08282470703125,True,0,True
155,negative,YHL029C + YLR021W + YNL068C,YHL029C,YLR021W,YNL068C,-0.09869384765625,-0.212890625,-0.25927734375,-0.19028727213541666,0.06747813707645614,-0.25927734375,-0.09869384765625,True,309,False
156,negative,YDR363W-A + YEL042W + YHL029C,YDR363W-A,YEL042W,YHL029C,-0.1722412109375,-0.249755859375,-0.1480712890625,-0.19002278645833334,0.0433749257898444,-0.249755859375,-0.1480712890625,True,0,True
157,negative,YGL077C + YHL029C + YLR299W,YGL077C,YHL029C,YLR299W,-0.1788330078125,-0.1676025390625,-0.2232666015625,-0.18990071614583334,0.024034594363330795,-0.2232666015625,-0.1676025390625,True,316,False
158,negative,YKL101W + YPL038W + YPL256C,YKL101W,YPL038W,YPL256C,-0.06982421875,-0.377197265625,-0.12237548828125,-0.18979899088541666,0.13423609552790633,-0.377197265625,-0.06982421875,True,10,False
159,negative,YJL187C + YMR238W + YPL256C,YJL187C,YMR238W,YPL256C,-0.150634765625,-0.23486328125,-0.18310546875,-0.18953450520833334,0.03468534842874007,-0.23486328125,-0.150634765625,True,292,False
160,negative,YDL056W + YHL029C + YLR299W,YDL056W,YHL029C,YLR299W,-0.1331787109375,-0.160888671875,-0.2744140625,-0.18949381510416666,0.06110399221609337,-0.2744140625,-0.1331787109375,True,10,False
161,negative,YHL029C + YLR014C + YPL256C,YHL029C,YLR014C,YPL256C,-0.194091796875,-0.178466796875,-0.1947021484375,-0.1890869140625,0.007513689686815492,-0.1947021484375,-0.178466796875,True,815,False
162,negative,YKL101W + YLR299W + YPL256C,YKL101W,YLR299W,YPL256C,-0.0894775390625,-0.28759765625,-0.1890869140625,-0.188720703125,0.08088261367123445,-0.28759765625,-0.0894775390625,True,528,False
163,negative,YER111C + YHL029C + YLR299W,YER111C,YHL029C,YLR299W,-0.1534423828125,-0.148193359375,-0.260498046875,-0.1873779296875,0.05174811890234694,-0.260498046875,-0.148193359375,True,287,False
164,negative,YDR363W-A + YGL224C + YHL029C,YDR363W-A,YGL224C,YHL029C,-0.09735107421875,-0.2451171875,-0.218017578125,-0.18682861328125,0.0642301575304535,-0.2451171875,-0.09735107421875,True,11,False
165,negative,YHL029C + YOR058C + YPL227C,YHL029C,YOR058C,YPL227C,-0.25390625,-0.126953125,-0.1781005859375,-0.18631998697916666,0.05215325430516757,-0.25390625,-0.126953125,True,10,False
166,negative,YGR143W + YKL101W + YPL256C,YGR143W,YKL101W,YPL256C,-0.11846923828125,-0.263427734375,-0.176025390625,-0.18597412109375,0.059595717552495944,-0.263427734375,-0.11846923828125,True,10,False
167,negative,YKL101W + YLL010C + YPL256C,YKL101W,YLL010C,YPL256C,-0.22216796875,-0.173583984375,-0.1612548828125,-0.1856689453125,0.026294938933224276,-0.22216796875,-0.1612548828125,True,11,False
168,negative,YDL170W + YFR007W + YHL029C,YDL170W,YFR007W,YHL029C,-0.0765380859375,-0.34228515625,-0.136474609375,-0.18509928385416666,0.113808744746242,-0.34228515625,-0.0765380859375,True,11,False
169,negative,YHL029C + YLR299W + YPL227C,YHL029C,YLR299W,YPL227C,-0.1622314453125,-0.1177978515625,-0.27392578125,-0.18465169270833334,0.06568096237162392,-0.27392578125,-0.1177978515625,True,10,False
170,negative,YGL077C + YHL029C + YNL215W,YGL077C,YHL029C,YNL215W,-0.32470703125,-0.1380615234375,-0.09051513671875,-0.18442789713541666,0.10107370684622576,-0.32470703125,-0.09051513671875,True,0,True
171,negative,YDL170W + YER088C + YHL029C,YDL170W,YER088C,YHL029C,-0.147216796875,-0.2237548828125,-0.18212890625,-0.18436686197916666,0.03128658907719958,-0.2237548828125,-0.147216796875,True,506,False
172,negative,YGR177C + YKL101W + YPL256C,YGR177C,YKL101W,YPL256C,-0.258056640625,-0.187744140625,-0.10693359375,-0.18424479166666666,0.06174532590431443,-0.258056640625,-0.10693359375,True,10,False
173,negative,YGR071C + YKL101W + YPL256C,YGR071C,YKL101W,YPL256C,-0.26806640625,-0.22314453125,-0.061248779296875,-0.18415323893229166,0.08882050574833206,-0.26806640625,-0.061248779296875,True,797,False
174,negative,YGL175C + YHL029C + YLR299W,YGL175C,YHL029C,YLR299W,-0.1529541015625,-0.125732421875,-0.273681640625,-0.18412272135416666,0.06429543776957504,-0.273681640625,-0.125732421875,True,528,False
175,negative,YGL096W + YHL029C + YPL046C,YGL096W,YHL029C,YPL046C,-0.2305908203125,-0.1710205078125,-0.1484375,-0.183349609375,0.034653494952129396,-0.2305908203125,-0.1484375,True,493,False
176,negative,YGL101W + YKL101W + YPL256C,YGL101W,YKL101W,YPL256C,-0.05670166015625,-0.3818359375,-0.1114501953125,-0.18332926432291666,0.14213379846073163,-0.3818359375,-0.05670166015625,True,10,False
177,negative,YGL077C + YHL029C + YPL046C,YGL077C,YHL029C,YPL046C,-0.264404296875,-0.1947021484375,-0.090576171875,-0.1832275390625,0.07142737222981833,-0.264404296875,-0.090576171875,True,316,False
178,negative,YGL196W + YHL029C + YLR014C,YGL196W,YHL029C,YLR014C,-0.20654296875,-0.27197265625,-0.07080078125,-0.18310546875,0.08378352315119963,-0.27197265625,-0.07080078125,True,11,False
179,negative,YDL170W + YGR055W + YHL029C,YDL170W,YGR055W,YHL029C,-0.1865234375,-0.30859375,-0.052337646484375,-0.18248494466145834,0.10465508337887175,-0.30859375,-0.052337646484375,True,284,False
180,negative,YHL029C + YLR014C + YPR140W,YHL029C,YLR014C,YPR140W,-0.295166015625,-0.12408447265625,-0.1273193359375,-0.18218994140625,0.07989706333578006,-0.295166015625,-0.12408447265625,True,312,False
181,negative,YDR363W-A + YHL029C + YNL068C,YDR363W-A,YHL029C,YNL068C,-0.1009521484375,-0.1982421875,-0.2471923828125,-0.18212890625,0.06077982073021129,-0.2471923828125,-0.1009521484375,True,303,False
182,negative,YHL029C + YMR238W + YPL256C,YHL029C,YMR238W,YPL256C,-0.12420654296875,-0.295654296875,-0.1263427734375,-0.18206787109375,0.08032246660170683,-0.295654296875,-0.12420654296875,True,292,False
183,negative,YHR082C + YKL101W + YPL256C,YHR082C,YKL101W,YPL256C,-0.151123046875,-0.275634765625,-0.1187744140625,-0.18184407552083334,0.06762212987807742,-0.275634765625,-0.1187744140625,True,761,False
184,negative,YEL051W + YJL095W + YKL101W,YEL051W,YJL095W,YKL101W,-0.125732421875,-0.2376708984375,-0.180908203125,-0.18143717447916666,0.04570022240502765,-0.2376708984375,-0.125732421875,True,0,True
185,negative,YDL170W + YHL029C + YPL214C,YDL170W,YHL029C,YPL214C,-0.23388671875,-0.2479248046875,-0.06121826171875,-0.18100992838541666,0.08489915396626162,-0.2479248046875,-0.06121826171875,True,10,False
186,negative,YHL029C + YLR014C + YMR238W,YHL029C,YLR014C,YMR238W,-0.0833740234375,-0.140625,-0.318603515625,-0.18086751302083334,0.10015928444023961,-0.318603515625,-0.0833740234375,True,292,False
187,negative,YFL054C + YKL101W + YPL256C,YFL054C,YKL101W,YPL256C,-0.2384033203125,-0.1900634765625,-0.114013671875,-0.18082682291666666,0.051200149658186395,-0.2384033203125,-0.114013671875,True,11,False
188,negative,YER111C + YHL029C + YPL227C,YER111C,YHL029C,YPL227C,-0.18994140625,-0.1837158203125,-0.1685791015625,-0.18074544270833334,0.008970483923174465,-0.18994140625,-0.1685791015625,True,10,False
189,negative,YDL170W + YHL029C + YNL068C,YDL170W,YHL029C,YNL068C,-0.1500244140625,-0.195556640625,-0.1961669921875,-0.18058268229166666,0.021609395335235305,-0.1961669921875,-0.1500244140625,True,309,False
190,negative,YDL170W + YHL029C + YPL046C,YDL170W,YHL029C,YPL046C,-0.181640625,-0.271728515625,-0.0870361328125,-0.18013509114583334,0.07540786449427006,-0.271728515625,-0.0870361328125,True,493,False
191,negative,YDR294C + YHL029C + YLR357W,YDR294C,YHL029C,YLR357W,-0.169921875,-0.30908203125,-0.060638427734375,-0.17988077799479166,0.10167084421013405,-0.30908203125,-0.060638427734375,True,0,True
192,negative,YDR363W-A + YHL029C + YPR065W,YDR363W-A,YHL029C,YPR065W,-0.185546875,-0.2244873046875,-0.126953125,-0.17899576822916666,0.040086712692782446,-0.2244873046875,-0.126953125,True,303,False
193,negative,YER040W + YHL029C + YLR014C,YER040W,YHL029C,YLR014C,-0.1363525390625,-0.1396484375,-0.259765625,-0.1785888671875,0.05741640441162867,-0.259765625,-0.1363525390625,True,0,True
194,negative,YKL101W + YPL256C + YPR184W,YKL101W,YPL256C,YPR184W,-0.1181640625,-0.30859375,-0.1082763671875,-0.1783447265625,0.09218838578138075,-0.30859375,-0.1082763671875,True,11,False
195,negative,YGL224C + YKL101W + YPL256C,YGL224C,YKL101W,YPL256C,-0.06658935546875,-0.3916015625,-0.0765380859375,-0.17824300130208334,0.15092194679550713,-0.3916015625,-0.06658935546875,True,11,False
196,negative,YDR451C + YKL101W + YPL256C,YDR451C,YKL101W,YPL256C,-0.2099609375,-0.25146484375,-0.07275390625,-0.17805989583333334,0.07636603581914335,-0.25146484375,-0.07275390625,True,9,False
197,negative,YEL037C + YKL101W + YPL256C,YEL037C,YKL101W,YPL256C,-0.167236328125,-0.2274169921875,-0.1375732421875,-0.17740885416666666,0.037377221834221576,-0.2274169921875,-0.1375732421875,True,0,True
198,negative,YER016W + YHL029C + YMR238W,YER016W,YHL029C,YMR238W,-0.063720703125,-0.0848388671875,-0.38330078125,-0.17728678385416666,0.14592879440695378,-0.38330078125,-0.063720703125,True,0,True
199,negative,YKL101W + YPL256C + YPR065W,YKL101W,YPL256C,YPR065W,-0.1456298828125,-0.238525390625,-0.14697265625,-0.17704264322916666,0.04347832356957508,-0.238525390625,-0.1456298828125,True,797,False
200,negative,YKL101W + YPL046C + YPL256C,YKL101W,YPL046C,YPL256C,-0.201904296875,-0.2249755859375,-0.10418701171875,-0.17702229817708334,0.05235650427503071,-0.2249755859375,-0.10418701171875,True,493,False
1,positive,YER059W + YGR121C + YPL181W,YER059W,YGR121C,YPL181W,0.66552734375,0.7421875,0.66162109375,0.6897786458333334,0.03709295255222862,0.66162109375,0.7421875,True,295,False
2,positive,YER059W + YGL060W + YPL181W,YER059W,YGL060W,YPL181W,0.62841796875,0.76904296875,0.65087890625,0.6827799479166666,0.06168254750907425,0.62841796875,0.76904296875,True,295,False
3,positive,YER059W + YHR003C + YPL181W,YER059W,YHR003C,YPL181W,0.65380859375,0.71337890625,0.66552734375,0.6775716145833334,0.025767600816618882,0.65380859375,0.71337890625,True,295,False
4,positive,YER059W + YGR121C + YHR003C,YER059W,YGR121C,YHR003C,0.65380859375,0.7060546875,0.642578125,0.66748046875,0.027658737271922113,0.642578125,0.7060546875,True,1097,False
5,positive,YER059W + YGL060W + YGR121C,YER059W,YGL060W,YGR121C,0.625,0.71435546875,0.6328125,0.6573893229166666,0.040407219795402495,0.625,0.71435546875,True,1097,False
6,positive,YBR001C + YER059W + YPL181W,YBR001C,YER059W,YPL181W,0.65576171875,0.6748046875,0.61669921875,0.6490885416666666,0.02418621982250017,0.61669921875,0.6748046875,True,295,False
7,positive,YER059W + YGL060W + YHR003C,YER059W,YGL060W,YHR003C,0.58984375,0.68212890625,0.63427734375,0.6354166666666666,0.03768386974602493,0.58984375,0.68212890625,True,1097,False
8,positive,YBR001C + YHR003C + YPL181W,YBR001C,YHR003C,YPL181W,0.481201171875,0.53564453125,0.59130859375,0.5360514322916666,0.04495208756244875,0.481201171875,0.59130859375,True,295,False
9,positive,YER059W + YGR121C + YPL089C,YER059W,YGR121C,YPL089C,0.552734375,0.361328125,0.5546875,0.4895833333333333,0.09069363271581403,0.361328125,0.5546875,True,1097,False
10,positive,YBR001C + YER059W + YHR003C,YBR001C,YER059W,YHR003C,0.57958984375,0.253173828125,0.59375,0.4755045572916667,0.1573178149587481,0.253173828125,0.59375,True,1036,False
11,positive,YER059W + YGL060W + YPL089C,YER059W,YGL060W,YPL089C,0.466552734375,0.37451171875,0.564453125,0.468505859375,0.07755555202565494,0.37451171875,0.564453125,True,1097,False
12,positive,YER059W + YHR003C + YPL089C,YER059W,YHR003C,YPL089C,0.51123046875,0.3095703125,0.53759765625,0.4527994791666667,0.10184875316594331,0.3095703125,0.53759765625,True,1097,False
13,positive,YBR028C + YER059W + YPL181W,YBR028C,YER059W,YPL181W,0.65576171875,0.1632080078125,0.35888671875,0.3926188151041667,0.2024939180698368,0.1632080078125,0.65576171875,True,279,False
14,positive,YBR028C + YER059W + YGR121C,YBR028C,YER059W,YGR121C,0.63818359375,0.1429443359375,0.36572265625,0.3822835286458333,0.20251942703611137,0.1429443359375,0.63818359375,True,279,False
15,positive,YBR028C + YER059W + YGL060W,YBR028C,YER059W,YGL060W,0.59765625,0.1287841796875,0.364990234375,0.3638102213541667,0.19141803973298768,0.1287841796875,0.59765625,True,279,False
16,positive,YER059W + YGL060W + YGR193C,YER059W,YGL060W,YGR193C,0.2578125,0.58056640625,0.22265625,0.3536783854166667,0.16107476727028758,0.22265625,0.58056640625,True,10,False
17,positive,YER059W + YGR193C + YPL181W,YER059W,YGR193C,YPL181W,0.291748046875,0.59521484375,0.155029296875,0.3473307291666667,0.1839527200985133,0.155029296875,0.59521484375,True,10,False
18,positive,YGL060W + YHR003C + YPL181W,YGL060W,YHR003C,YPL181W,0.1077880859375,0.61865234375,0.1990966796875,0.3085123697916667,0.2224476229112633,0.1077880859375,0.61865234375,True,295,False
19,positive,YGR121C + YHR003C + YPL181W,YGR121C,YHR003C,YPL181W,0.1265869140625,0.5673828125,0.1839599609375,0.2926432291666667,0.19567710752591108,0.1265869140625,0.5673828125,True,295,False
20,positive,YBR028C + YER059W + YPL089C,YBR028C,YER059W,YPL089C,0.5078125,0.06884765625,0.289794921875,0.288818359375,0.179207977441208,0.06884765625,0.5078125,True,279,False
21,positive,YGL060W + YGR121C + YHR003C,YGL060W,YGR121C,YHR003C,0.0902099609375,0.541015625,0.159423828125,0.2635498046875,0.19822226739030208,0.0902099609375,0.541015625,True,1321,False
22,positive,YBR001C + YGR193C + YPL181W,YBR001C,YGR193C,YPL181W,0.149658203125,0.45556640625,0.15185546875,0.2523600260416667,0.14369140942099262,0.149658203125,0.45556640625,True,10,False
23,positive,YER059W + YGR279C + YPL181W,YER059W,YGR279C,YPL181W,0.194091796875,0.1502685546875,0.3525390625,0.2322998046875,0.08688393974504802,0.1502685546875,0.3525390625,True,295,False
24,positive,YER059W + YGR121C + YGR279C,YER059W,YGR121C,YGR279C,0.15576171875,0.1346435546875,0.398193359375,0.22953287760416666,0.11957218962261493,0.1346435546875,0.398193359375,True,340,False
25,positive,YBR001C + YER059W + YGR193C,YBR001C,YER059W,YGR193C,0.2410888671875,0.3271484375,0.1141357421875,0.22745768229166666,0.08749460551874913,0.1141357421875,0.3271484375,True,10,False
26,positive,YGL060W + YGR121C + YPL181W,YGL060W,YGR121C,YPL181W,0.06890869140625,0.41259765625,0.1883544921875,0.22328694661458334,0.14246808629319363,0.06890869140625,0.41259765625,True,295,False
27,positive,YER059W + YGL060W + YGR279C,YER059W,YGL060W,YGR279C,0.09124755859375,0.1693115234375,0.40478515625,0.22178141276041666,0.1332698346718228,0.09124755859375,0.40478515625,True,340,False
28,positive,YER059W + YGR121C + YIL006W,YER059W,YGR121C,YIL006W,0.1942138671875,0.00396728515625,0.403564453125,0.20058186848958334,0.16319699291061063,0.00396728515625,0.403564453125,True,1097,False
29,positive,YBR028C + YER059W + YGR193C,YBR028C,YER059W,YGR193C,0.2357177734375,0.253173828125,0.11260986328125,0.20050048828125,0.06255530850631952,0.11260986328125,0.253173828125,True,10,False
30,positive,YER059W + YGL060W + YIL006W,YER059W,YGL060W,YIL006W,0.10760498046875,0.028350830078125,0.460205078125,0.19872029622395834,0.18770726049341022,0.028350830078125,0.460205078125,True,1097,False
31,positive,YER059W + YGR121C + YHL003C,YER059W,YGR121C,YHL003C,0.2216796875,0.1650390625,0.188720703125,0.19181315104166666,0.023226601497501786,0.1650390625,0.2216796875,True,0,True
32,positive,YER059W + YGR279C + YHR003C,YER059W,YGR279C,YHR003C,0.0699462890625,0.1375732421875,0.344970703125,0.18416341145833334,0.11701165180476414,0.0699462890625,0.344970703125,True,340,False
33,positive,YER059W + YGL017W + YPL181W,YER059W,YGL017W,YPL181W,0.06683349609375,0.447509765625,-0.0005435943603515625,0.1712665557861328,0.19726065888577538,-0.0005435943603515625,0.447509765625,False,10,False
34,positive,YCR033W + YGL096W + YKL160W,YCR033W,YGL096W,YKL160W,0.14990234375,0.12017822265625,0.2421875,0.17075602213541666,0.05194691435262106,0.12017822265625,0.2421875,True,294,False
35,positive,YER059W + YIL006W + YPL181W,YER059W,YIL006W,YPL181W,0.0914306640625,0.00626373291015625,0.4052734375,0.16765594482421875,0.17158070241069406,0.00626373291015625,0.4052734375,True,295,False
36,positive,YER059W + YGR121C + YPL256C,YER059W,YGR121C,YPL256C,0.3701171875,0.09722900390625,0.033843994140625,0.16706339518229166,0.14589390390896934,0.033843994140625,0.3701171875,True,1092,False
37,positive,YER059W + YGL060W + YHL003C,YER059W,YGL060W,YHL003C,0.0963134765625,0.1785888671875,0.2236328125,0.16617838541666666,0.052713492069422704,0.0963134765625,0.2236328125,True,0,True
38,positive,YER059W + YGR193C + YPL089C,YER059W,YGR193C,YPL089C,0.1650390625,0.199951171875,0.12176513671875,0.16225179036458334,0.03198010514711965,0.12176513671875,0.199951171875,True,10,False
39,positive,YBR001C + YGR279C + YPL181W,YBR001C,YGR279C,YPL181W,0.031341552734375,0.173095703125,0.281494140625,0.16197713216145834,0.10242654692444304,0.031341552734375,0.281494140625,True,295,False
40,positive,YBR229C + YER059W + YGL060W,YBR229C,YER059W,YGL060W,0.418212890625,-0.01331329345703125,0.061798095703125,0.1555658976236979,0.18823391900303488,-0.01331329345703125,0.418212890625,False,760,False
41,positive,YBR229C + YER059W + YGR121C,YBR229C,YER059W,YGR121C,0.447265625,-0.01514434814453125,0.0316162109375,0.15457916259765625,0.20783913880148588,-0.01514434814453125,0.447265625,False,760,False
42,positive,YER059W + YGR121C + YPL026C,YER059W,YGR121C,YPL026C,0.44482421875,0.0153961181640625,-0.0025043487548828125,0.1525719960530599,0.20678270065047424,-0.0025043487548828125,0.44482421875,False,11,False
43,positive,YGR121C + YLR386W + YPL177C,YGR121C,YLR386W,YPL177C,0.1546630859375,0.0694580078125,0.2318115234375,0.1519775390625,0.06630774278801659,0.0694580078125,0.2318115234375,True,301,False
44,positive,YER059W + YHL003C + YPL181W,YER059W,YHL003C,YPL181W,0.177734375,0.10809326171875,0.164794921875,0.15020751953125,0.03024417734723833,0.10809326171875,0.177734375,True,0,True
45,positive,YGL060W + YGR193C + YPL181W,YGL060W,YGR193C,YPL181W,0.04962158203125,0.346923828125,0.052703857421875,0.149749755859375,0.13942880186856024,0.04962158203125,0.346923828125,True,10,False
46,positive,YER059W + YKR028W + YPL177C,YER059W,YKR028W,YPL177C,0.1685791015625,0.1146240234375,0.1651611328125,0.14945475260416666,0.024668541347301114,0.1146240234375,0.1685791015625,True,1073,False
47,positive,YBR001C + YER059W + YGR279C,YBR001C,YER059W,YGR279C,0.057464599609375,0.1688232421875,0.214111328125,0.14679972330729166,0.06581958131418618,0.057464599609375,0.214111328125,True,340,False
48,positive,YER059W + YGL060W + YPL177C,YER059W,YGL060W,YPL177C,0.1607666015625,0.194580078125,0.0787353515625,0.14469401041666666,0.048639807481053614,0.0787353515625,0.194580078125,True,1073,False
49,positive,YBR028C + YER059W + YPL256C,YBR028C,YER059W,YPL256C,0.306396484375,0.066162109375,0.061187744140625,0.14458211263020834,0.11443805967929394,0.061187744140625,0.306396484375,True,279,False
50,positive,YJL187C + YPL256C + YPR065W,YJL187C,YPL256C,YPR065W,0.175048828125,0.177490234375,0.07568359375,0.14274088541666666,0.04742713984187174,0.07568359375,0.177490234375,True,302,False
