array_gene,array_allele,array_perturbation_type,triple,order,order_idx,gene_1,gene_2,gene_3,route,f_wt,f_single,f_double,f_triple,se_single,se_double,se_triple,sd_triple,source_single,source_double,f_array_single_in_screen,tau,tau_p_value,monotone,monotone_within_se,monotone_after_first,step_1,step_2,step_3,min_rung,valley_depth,endpoint_gain
YJR124C,yjr124c_delta,KanMX_deletion,YER059W+YIL050W+YJR124C,YER059W>YIL050W>YJR124C,0,YER059W,YIL050W,YJR124C,paralog double,1.0,0.9153,0.9063,0.9427,0.0025,0.04025,0.00805,0.0161,SmfKuzmin2020,TmfKuzmin2020 query strain,1.015,-0.036384,0.1804,False,False,False,-0.0847,-0.009000000000000008,0.03639999999999999,0.9063,0.0937,-0.05730000000000002
YJR124C,yjr124c_delta,KanMX_deletion,YER059W+YIL050W+YJR124C,YER059W>YJR124C>YIL050W,1,YER059W,YJR124C,YIL050W,mixed double,1.0,0.9153,1.1109,0.9427,0.0025,0.0396,0.00805,0.0161,SmfKuzmin2020,DmfKuzmin2020,1.015,-0.036384,0.1804,False,False,False,-0.0847,0.1956,-0.16820000000000002,0.9153,0.0847,-0.05730000000000002
YJR124C,yjr124c_delta,KanMX_deletion,YER059W+YIL050W+YJR124C,YIL050W>YER059W>YJR124C,2,YIL050W,YER059W,YJR124C,paralog double,1.0,0.89558,0.9063,0.9427,0.0025,0.04025,0.00805,0.0161,SmfKuzmin2020,TmfKuzmin2020 query strain,1.015,-0.036384,0.1804,False,False,True,-0.10441999999999996,0.010719999999999952,0.03639999999999999,0.89558,0.10441999999999996,-0.05730000000000002
YJR124C,yjr124c_delta,KanMX_deletion,YER059W+YIL050W+YJR124C,YIL050W>YJR124C>YER059W,3,YIL050W,YJR124C,YER059W,mixed double,1.0,0.89558,0.9784,0.9427,0.0025,0.0515,0.00805,0.0161,SmfKuzmin2020,DmfKuzmin2020,1.015,-0.036384,0.1804,False,False,False,-0.10441999999999996,0.08282,-0.035700000000000065,0.89558,0.10441999999999996,-0.05730000000000002
YJR124C,yjr124c_delta,KanMX_deletion,YER059W+YIL050W+YJR124C,YJR124C>YER059W>YIL050W,4,YJR124C,YER059W,YIL050W,mixed double,1.0,1.0,1.1109,0.9427,0.018,0.0396,0.00805,0.0161,SmfCostanzo2016,DmfKuzmin2020,1.015,-0.036384,0.1804,False,False,False,0.0,0.1109,-0.16820000000000002,0.9427,0.0,-0.05730000000000002
YJR124C,yjr124c_delta,KanMX_deletion,YER059W+YIL050W+YJR124C,YJR124C>YIL050W>YER059W,5,YJR124C,YIL050W,YER059W,mixed double,1.0,1.0,0.9784,0.9427,0.018,0.0515,0.00805,0.0161,SmfCostanzo2016,DmfKuzmin2020,1.015,-0.036384,0.1804,False,True,False,0.0,-0.021599999999999953,-0.035700000000000065,0.9427,0.021599999999999953,-0.05730000000000002
YOR228C,mcp1_delta,KanMX_deletion,YER059W+YIL050W+YOR228C,YER059W>YIL050W>YOR228C,0,YER059W,YIL050W,YOR228C,paralog double,1.0,0.9153,0.9063,0.8924,0.0025,0.04025,0.00815,0.0163,SmfKuzmin2020,TmfKuzmin2020 query strain,1.01,-0.097276,0.1777,False,False,False,-0.0847,-0.009000000000000008,-0.013900000000000023,0.8924,0.0937,-0.10760000000000003
YOR228C,mcp1_delta,KanMX_deletion,YER059W+YIL050W+YOR228C,YER059W>YOR228C>YIL050W,1,YER059W,YOR228C,YIL050W,mixed double,1.0,0.9153,1.0547,0.8924,0.0025,0.0734,0.00815,0.0163,SmfKuzmin2020,DmfKuzmin2020,1.01,-0.097276,0.1777,False,False,False,-0.0847,0.13939999999999997,-0.1623,0.8924,0.0847,-0.10760000000000003
YOR228C,mcp1_delta,KanMX_deletion,YER059W+YIL050W+YOR228C,YIL050W>YER059W>YOR228C,2,YIL050W,YER059W,YOR228C,paralog double,1.0,0.89558,0.9063,0.8924,0.0025,0.04025,0.00815,0.0163,SmfKuzmin2020,TmfKuzmin2020 query strain,1.01,-0.097276,0.1777,False,False,False,-0.10441999999999996,0.010719999999999952,-0.013900000000000023,0.8924,0.10441999999999996,-0.10760000000000003
YOR228C,mcp1_delta,KanMX_deletion,YER059W+YIL050W+YOR228C,YIL050W>YOR228C>YER059W,3,YIL050W,YOR228C,YER059W,mixed double,1.0,0.89558,1.0397,0.8924,0.0025,0.0382,0.00815,0.0163,SmfKuzmin2020,DmfKuzmin2020,1.01,-0.097276,0.1777,False,False,False,-0.10441999999999996,0.14412000000000003,-0.1473000000000001,0.8924,0.10441999999999996,-0.10760000000000003
YOR228C,mcp1_delta,KanMX_deletion,YER059W+YIL050W+YOR228C,YOR228C>YER059W>YIL050W,4,YOR228C,YER059W,YIL050W,mixed double,1.0,0.986,1.0547,0.8924,0.0182,0.0734,0.00815,0.0163,SmfCostanzo2016,DmfKuzmin2020,1.01,-0.097276,0.1777,False,False,False,-0.014000000000000012,0.06869999999999998,-0.1623,0.8924,0.014000000000000012,-0.10760000000000003
YOR228C,mcp1_delta,KanMX_deletion,YER059W+YIL050W+YOR228C,YOR228C>YIL050W>YER059W,5,YOR228C,YIL050W,YER059W,mixed double,1.0,0.986,1.0397,0.8924,0.0182,0.0382,0.00815,0.0163,SmfCostanzo2016,DmfKuzmin2020,1.01,-0.097276,0.1777,False,False,False,-0.014000000000000012,0.05370000000000008,-0.1473000000000001,0.8924,0.014000000000000012,-0.10760000000000003
YCL069W,vba3_delta,KanMX_deletion,YER059W+YIL050W+YCL069W,YER059W>YIL050W>YCL069W,0,YER059W,YIL050W,YCL069W,paralog double,1.0,0.9153,0.9063,0.8863,0.0025,0.04025,0.00835,0.0167,SmfKuzmin2020,TmfKuzmin2020 query strain,0.983,-0.00583,0.4346,False,False,False,-0.0847,-0.009000000000000008,-0.020000000000000018,0.8863,0.0937,-0.11370000000000002
YCL069W,vba3_delta,KanMX_deletion,YER059W+YIL050W+YCL069W,YER059W>YCL069W>YIL050W,1,YER059W,YCL069W,YIL050W,mixed double,1.0,0.9153,0.9547,0.8863,0.0025,0.0418,0.00835,0.0167,SmfKuzmin2020,DmfKuzmin2020,0.983,-0.00583,0.4346,False,False,False,-0.0847,0.03939999999999999,-0.06840000000000002,0.8863,0.0847,-0.11370000000000002
YCL069W,vba3_delta,KanMX_deletion,YER059W+YIL050W+YCL069W,YIL050W>YER059W>YCL069W,2,YIL050W,YER059W,YCL069W,paralog double,1.0,0.89558,0.9063,0.8863,0.0025,0.04025,0.00835,0.0167,SmfKuzmin2020,TmfKuzmin2020 query strain,0.983,-0.00583,0.4346,False,False,False,-0.10441999999999996,0.010719999999999952,-0.020000000000000018,0.8863,0.10441999999999996,-0.11370000000000002
YCL069W,vba3_delta,KanMX_deletion,YER059W+YIL050W+YCL069W,YIL050W>YCL069W>YER059W,3,YIL050W,YCL069W,YER059W,mixed double,1.0,0.89558,1.0126,0.8863,0.0025,0.0479,0.00835,0.0167,SmfKuzmin2020,DmfKuzmin2020,0.983,-0.00583,0.4346,False,False,False,-0.10441999999999996,0.1170199999999999,-0.12629999999999997,0.8863,0.10441999999999996,-0.11370000000000002
YCL069W,vba3_delta,KanMX_deletion,YER059W+YIL050W+YCL069W,YCL069W>YER059W>YIL050W,4,YCL069W,YER059W,YIL050W,mixed double,1.0,1.018,0.9547,0.8863,0.0062,0.0418,0.00835,0.0167,SmfCostanzo2016,DmfKuzmin2020,0.983,-0.00583,0.4346,False,False,False,0.018000000000000016,-0.06330000000000002,-0.06840000000000002,0.8863,0.04530000000000001,-0.11370000000000002
YCL069W,vba3_delta,KanMX_deletion,YER059W+YIL050W+YCL069W,YCL069W>YIL050W>YER059W,5,YCL069W,YIL050W,YER059W,mixed double,1.0,1.018,1.0126,0.8863,0.0062,0.0479,0.00835,0.0167,SmfCostanzo2016,DmfKuzmin2020,0.983,-0.00583,0.4346,False,False,False,0.018000000000000016,-0.005400000000000071,-0.12629999999999997,0.8863,-0.012599999999999945,-0.11370000000000002
YCL011C,gbp2_delta,KanMX_deletion,YER059W+YIL050W+YCL011C,YER059W>YIL050W>YCL011C,0,YER059W,YIL050W,YCL011C,paralog double,1.0,0.9153,0.9063,0.8905,0.0025,0.04025,0.0085,0.017,SmfKuzmin2020,TmfKuzmin2020 query strain,1.012,-0.006719,0.1516,False,False,False,-0.0847,-0.009000000000000008,-0.015800000000000036,0.8905,0.0937,-0.10950000000000004
YCL011C,gbp2_delta,KanMX_deletion,YER059W+YIL050W+YCL011C,YER059W>YCL011C>YIL050W,1,YER059W,YCL011C,YIL050W,mixed double,1.0,0.9153,0.9764,0.8905,0.0025,0.02365,0.0085,0.017,SmfKuzmin2020,DmfKuzmin2020,1.012,-0.006719,0.1516,False,False,False,-0.0847,0.06110000000000004,-0.08590000000000009,0.8905,0.0847,-0.10950000000000004
YCL011C,gbp2_delta,KanMX_deletion,YER059W+YIL050W+YCL011C,YIL050W>YER059W>YCL011C,2,YIL050W,YER059W,YCL011C,paralog double,1.0,0.89558,0.9063,0.8905,0.0025,0.04025,0.0085,0.017,SmfKuzmin2020,TmfKuzmin2020 query strain,1.012,-0.006719,0.1516,False,False,False,-0.10441999999999996,0.010719999999999952,-0.015800000000000036,0.8905,0.10441999999999996,-0.10950000000000004
YCL011C,gbp2_delta,KanMX_deletion,YER059W+YIL050W+YCL011C,YIL050W>YCL011C>YER059W,3,YIL050W,YCL011C,YER059W,mixed double,1.0,0.89558,1.0276,0.8905,0.0025,0.02765,0.0085,0.017,SmfKuzmin2020,DmfKuzmin2020,1.012,-0.006719,0.1516,False,False,False,-0.10441999999999996,0.13202000000000003,-0.1371000000000001,0.8905,0.10441999999999996,-0.10950000000000004
YCL011C,gbp2_delta,KanMX_deletion,YER059W+YIL050W+YCL011C,YCL011C>YER059W>YIL050W,4,YCL011C,YER059W,YIL050W,mixed double,1.0,0.81795,0.9764,0.8905,0.002,0.02365,0.0085,0.017,SmfKuzmin2020,DmfKuzmin2020,1.012,-0.006719,0.1516,False,False,False,-0.18205000000000005,0.1584500000000001,-0.08590000000000009,0.81795,0.18205000000000005,-0.10950000000000004
YCL011C,gbp2_delta,KanMX_deletion,YER059W+YIL050W+YCL011C,YCL011C>YIL050W>YER059W,5,YCL011C,YIL050W,YER059W,mixed double,1.0,0.81795,1.0276,0.8905,0.002,0.02765,0.0085,0.017,SmfKuzmin2020,DmfKuzmin2020,1.012,-0.006719,0.1516,False,False,False,-0.18205000000000005,0.20965000000000011,-0.1371000000000001,0.81795,0.18205000000000005,-0.10950000000000004
YBL052C,sas3_delta,KanMX_deletion,YER059W+YIL050W+YBL052C,YER059W>YIL050W>YBL052C,0,YER059W,YIL050W,YBL052C,paralog double,1.0,0.9153,0.9063,0.8962,0.0025,0.04025,0.00875,0.0175,SmfKuzmin2020,TmfKuzmin2020 query strain,1.026,0.002074,0.0998,False,False,False,-0.0847,-0.009000000000000008,-0.010099999999999998,0.8962,0.0937,-0.1038
YBL052C,sas3_delta,KanMX_deletion,YER059W+YIL050W+YBL052C,YER059W>YBL052C>YIL050W,1,YER059W,YBL052C,YIL050W,mixed double,1.0,0.9153,1.0039,0.8962,0.0025,0.018,0.00875,0.0175,SmfKuzmin2020,DmfKuzmin2020,1.026,0.002074,0.0998,False,False,False,-0.0847,0.08860000000000001,-0.10770000000000002,0.8962,0.0847,-0.1038
YBL052C,sas3_delta,KanMX_deletion,YER059W+YIL050W+YBL052C,YIL050W>YER059W>YBL052C,2,YIL050W,YER059W,YBL052C,paralog double,1.0,0.89558,0.9063,0.8962,0.0025,0.04025,0.00875,0.0175,SmfKuzmin2020,TmfKuzmin2020 query strain,1.026,0.002074,0.0998,False,False,False,-0.10441999999999996,0.010719999999999952,-0.010099999999999998,0.89558,0.10441999999999996,-0.1038
YBL052C,sas3_delta,KanMX_deletion,YER059W+YIL050W+YBL052C,YIL050W>YBL052C>YER059W,3,YIL050W,YBL052C,YER059W,mixed double,1.0,0.89558,1.0124,0.8962,0.0025,0.0187,0.00875,0.0175,SmfKuzmin2020,DmfKuzmin2020,1.026,0.002074,0.0998,False,False,False,-0.10441999999999996,0.11681999999999992,-0.11619999999999997,0.89558,0.10441999999999996,-0.1038
YBL052C,sas3_delta,KanMX_deletion,YER059W+YIL050W+YBL052C,YBL052C>YER059W>YIL050W,4,YBL052C,YER059W,YIL050W,mixed double,1.0,1.004,1.0039,0.8962,0.117,0.018,0.00875,0.0175,SmfCostanzo2016,DmfKuzmin2020,1.026,0.002074,0.0998,False,False,False,0.0040000000000000036,-9.999999999998899e-05,-0.10770000000000002,0.8962,-0.0039000000000000146,-0.1038
YBL052C,sas3_delta,KanMX_deletion,YER059W+YIL050W+YBL052C,YBL052C>YIL050W>YER059W,5,YBL052C,YIL050W,YER059W,mixed double,1.0,1.004,1.0124,0.8962,0.117,0.0187,0.00875,0.0175,SmfCostanzo2016,DmfKuzmin2020,1.026,0.002074,0.0998,False,False,False,0.0040000000000000036,0.008399999999999963,-0.11619999999999997,0.8962,-0.0040000000000000036,-0.1038
YHR179W,oye2_delta,KanMX_deletion,YER059W+YIL050W+YHR179W,YER059W>YIL050W>YHR179W,0,YER059W,YIL050W,YHR179W,paralog double,1.0,0.9153,0.9063,0.8935,0.0025,0.04025,0.009,0.018,SmfKuzmin2020,TmfKuzmin2020 query strain,1.001,-0.028625,0.3091,False,False,False,-0.0847,-0.009000000000000008,-0.012800000000000034,0.8935,0.0937,-0.10650000000000004
YHR179W,oye2_delta,KanMX_deletion,YER059W+YIL050W+YHR179W,YER059W>YHR179W>YIL050W,1,YER059W,YHR179W,YIL050W,mixed double,1.0,0.9153,0.9671,0.8935,0.0025,0.04015,0.009,0.018,SmfKuzmin2020,DmfKuzmin2020,1.001,-0.028625,0.3091,False,False,False,-0.0847,0.05179999999999996,-0.0736,0.8935,0.0847,-0.10650000000000004
YHR179W,oye2_delta,KanMX_deletion,YER059W+YIL050W+YHR179W,YIL050W>YER059W>YHR179W,2,YIL050W,YER059W,YHR179W,paralog double,1.0,0.89558,0.9063,0.8935,0.0025,0.04025,0.009,0.018,SmfKuzmin2020,TmfKuzmin2020 query strain,1.001,-0.028625,0.3091,False,False,False,-0.10441999999999996,0.010719999999999952,-0.012800000000000034,0.8935,0.10441999999999996,-0.10650000000000004
YHR179W,oye2_delta,KanMX_deletion,YER059W+YIL050W+YHR179W,YIL050W>YHR179W>YER059W,3,YIL050W,YHR179W,YER059W,mixed double,1.0,0.89558,1.0499,0.8935,0.0025,0.0408,0.009,0.018,SmfKuzmin2020,DmfKuzmin2020,1.001,-0.028625,0.3091,False,False,False,-0.10441999999999996,0.15432,-0.1564000000000001,0.8935,0.10441999999999996,-0.10650000000000004
YHR179W,oye2_delta,KanMX_deletion,YER059W+YIL050W+YHR179W,YHR179W>YER059W>YIL050W,4,YHR179W,YER059W,YIL050W,mixed double,1.0,1.038,0.9671,0.8935,0.0954,0.04015,0.009,0.018,SmfCostanzo2016,DmfKuzmin2020,1.001,-0.028625,0.3091,False,False,False,0.038000000000000034,-0.07090000000000007,-0.0736,0.8935,0.03290000000000004,-0.10650000000000004
YHR179W,oye2_delta,KanMX_deletion,YER059W+YIL050W+YHR179W,YHR179W>YIL050W>YER059W,5,YHR179W,YIL050W,YER059W,mixed double,1.0,1.038,1.0499,0.8935,0.0954,0.0408,0.009,0.018,SmfCostanzo2016,DmfKuzmin2020,1.001,-0.028625,0.3091,False,False,False,0.038000000000000034,0.011900000000000022,-0.1564000000000001,0.8935,-0.038000000000000034,-0.10650000000000004
YDR153C,ent5_delta,KanMX_deletion,YER059W+YIL050W+YDR153C,YER059W>YIL050W>YDR153C,0,YER059W,YIL050W,YDR153C,paralog double,1.0,0.9153,0.9063,0.9204,0.0025,0.04025,0.0094,0.0188,SmfKuzmin2020,TmfKuzmin2020 query strain,1.019,-0.072989,0.4607,False,False,False,-0.0847,-0.009000000000000008,0.014100000000000001,0.9063,0.0937,-0.0796
YDR153C,ent5_delta,KanMX_deletion,YER059W+YIL050W+YDR153C,YER059W>YDR153C>YIL050W,1,YER059W,YDR153C,YIL050W,mixed double,1.0,0.9153,1.0102,0.9204,0.0025,0.0242,0.0094,0.0188,SmfKuzmin2020,DmfKuzmin2020,1.019,-0.072989,0.4607,False,False,False,-0.0847,0.09489999999999998,-0.08979999999999999,0.9153,0.0847,-0.0796
YDR153C,ent5_delta,KanMX_deletion,YER059W+YIL050W+YDR153C,YIL050W>YER059W>YDR153C,2,YIL050W,YER059W,YDR153C,paralog double,1.0,0.89558,0.9063,0.9204,0.0025,0.04025,0.0094,0.0188,SmfKuzmin2020,TmfKuzmin2020 query strain,1.019,-0.072989,0.4607,False,False,True,-0.10441999999999996,0.010719999999999952,0.014100000000000001,0.89558,0.10441999999999996,-0.0796
YDR153C,ent5_delta,KanMX_deletion,YER059W+YIL050W+YDR153C,YIL050W>YDR153C>YER059W,3,YIL050W,YDR153C,YER059W,mixed double,1.0,0.89558,1.0977,0.9204,0.0025,0.03745,0.0094,0.0188,SmfKuzmin2020,DmfKuzmin2020,1.019,-0.072989,0.4607,False,False,False,-0.10441999999999996,0.20211999999999986,-0.1772999999999999,0.89558,0.10441999999999996,-0.0796
