split,criterion,tau_cut,uses_p_value,model,k,precision,base_rate,enrichment,average_precision
random,stringent positive tau>+0.12 & p<0.05,0.12,True,CGT ensemble,3000,0.017666666666666667,0.0028933188224988717,6.106021406727829,0.030438026098530968
random,stringent positive tau>+0.12 & p<0.05,0.12,True,CGT ensemble,10000,0.0071,0.0028933188224988717,2.4539293577981653,0.030438026098530968
random,magnitude only tau>+0.08,0.08,False,B1 additive ridge,10,0.2,0.05271679983011706,3.793856998992951,0.09800368615518883
random,magnitude only tau>+0.08,0.08,False,B1 additive ridge,30,0.3333333333333333,0.05271679983011706,6.323094998321584,0.09800368615518883
random,magnitude only tau>+0.08,0.08,False,B1 additive ridge,100,0.28,0.05271679983011706,5.311399798590132,0.09800368615518883
random,magnitude only tau>+0.08,0.08,False,B1 additive ridge,300,0.22666666666666666,0.05271679983011706,4.2997045988586775,0.09800368615518883
random,magnitude only tau>+0.08,0.08,False,B1 additive ridge,1000,0.168,0.05271679983011706,3.186839879154079,0.09800368615518883
random,magnitude only tau>+0.08,0.08,False,B1 additive ridge,3000,0.11766666666666667,0.05271679983011706,2.2320525344075195,0.09800368615518883
random,magnitude only tau>+0.08,0.08,False,B1 additive ridge,10000,0.0844,0.05271679983011706,1.6010076535750253,0.09800368615518883
random,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,10,0.5,0.05271679983011706,9.484642497482376,0.13168947219483246
random,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,30,0.4,0.05271679983011706,7.587713997985902,0.13168947219483246
random,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,100,0.3,0.05271679983011706,5.690785498489426,0.13168947219483246
random,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,300,0.30333333333333334,0.05271679983011706,5.754016448472642,0.13168947219483246
random,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,1000,0.231,0.05271679983011706,4.381904833836858,0.13168947219483246
random,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,3000,0.164,0.05271679983011706,3.11096273917422,0.13168947219483246
random,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,10000,0.1029,0.05271679983011706,1.9519394259818732,0.13168947219483246
random,magnitude only tau>+0.08,0.08,False,CGT M01,10,0.8,0.05271679983011706,15.175427995971804,0.1555526803325385
random,magnitude only tau>+0.08,0.08,False,CGT M01,30,0.5666666666666667,0.05271679983011706,10.749261497146692,0.1555526803325385
random,magnitude only tau>+0.08,0.08,False,CGT M01,100,0.45,0.05271679983011706,8.536178247734139,0.1555526803325385
random,magnitude only tau>+0.08,0.08,False,CGT M01,300,0.36666666666666664,0.05271679983011706,6.955404498153742,0.1555526803325385
random,magnitude only tau>+0.08,0.08,False,CGT M01,1000,0.261,0.05271679983011706,4.9509833836858,0.1555526803325385
random,magnitude only tau>+0.08,0.08,False,CGT M01,3000,0.18666666666666668,0.05271679983011706,3.5409331990600874,0.1555526803325385
random,magnitude only tau>+0.08,0.08,False,CGT M01,10000,0.1067,0.05271679983011706,2.024022708962739,0.1555526803325385
random,magnitude only tau>+0.08,0.08,False,CGT M02,10,0.6,0.05271679983011706,11.381570996978851,0.15714124657928
random,magnitude only tau>+0.08,0.08,False,CGT M02,30,0.5666666666666667,0.05271679983011706,10.749261497146692,0.15714124657928
random,magnitude only tau>+0.08,0.08,False,CGT M02,100,0.4,0.05271679983011706,7.587713997985902,0.15714124657928
random,magnitude only tau>+0.08,0.08,False,CGT M02,300,0.35333333333333333,0.05271679983011706,6.70248069822088,0.15714124657928
random,magnitude only tau>+0.08,0.08,False,CGT M02,1000,0.271,0.05271679983011706,5.140676233635449,0.15714124657928
random,magnitude only tau>+0.08,0.08,False,CGT M02,3000,0.19166666666666668,0.05271679983011706,3.635779624034911,0.15714124657928
random,magnitude only tau>+0.08,0.08,False,CGT M02,10000,0.1077,0.05271679983011706,2.042991993957704,0.15714124657928
random,magnitude only tau>+0.08,0.08,False,CGT M03,10,0.8,0.05271679983011706,15.175427995971804,0.15968996047219752
random,magnitude only tau>+0.08,0.08,False,CGT M03,30,0.6333333333333333,0.05271679983011706,12.01388049681101,0.15968996047219752
random,magnitude only tau>+0.08,0.08,False,CGT M03,100,0.49,0.05271679983011706,9.294949647532729,0.15968996047219752
random,magnitude only tau>+0.08,0.08,False,CGT M03,300,0.3566666666666667,0.05271679983011706,6.765711648204095,0.15968996047219752
random,magnitude only tau>+0.08,0.08,False,CGT M03,1000,0.268,0.05271679983011706,5.0837683786505545,0.15968996047219752
random,magnitude only tau>+0.08,0.08,False,CGT M03,3000,0.18466666666666667,0.05271679983011706,3.502994629070158,0.15968996047219752
random,magnitude only tau>+0.08,0.08,False,CGT M03,10000,0.1069,0.05271679983011706,2.027816565961732,0.15968996047219752
random,magnitude only tau>+0.08,0.08,False,CGT ensemble,10,1.0,0.05271679983011706,18.969284994964752,0.17227481277597248
random,magnitude only tau>+0.08,0.08,False,CGT ensemble,30,0.6,0.05271679983011706,11.381570996978851,0.17227481277597248
random,magnitude only tau>+0.08,0.08,False,CGT ensemble,100,0.47,0.05271679983011706,8.915563947633434,0.17227481277597248
random,magnitude only tau>+0.08,0.08,False,CGT ensemble,300,0.39666666666666667,0.05271679983011706,7.524483048002685,0.17227481277597248
random,magnitude only tau>+0.08,0.08,False,CGT ensemble,1000,0.296,0.05271679983011706,5.614908358509567,0.17227481277597248
random,magnitude only tau>+0.08,0.08,False,CGT ensemble,3000,0.201,0.05271679983011706,3.8128262839879157,0.17227481277597248
random,magnitude only tau>+0.08,0.08,False,CGT ensemble,10000,0.1108,0.05271679983011706,2.1017967774420945,0.17227481277597248
random,magnitude only tau>+0.20,0.2,False,B1 additive ridge,10,0.0,0.004220529291535052,0.0,0.01088337505107822
random,magnitude only tau>+0.20,0.2,False,B1 additive ridge,30,0.03333333333333333,0.004220529291535052,7.897903563941299,0.01088337505107822
random,magnitude only tau>+0.20,0.2,False,B1 additive ridge,100,0.04,0.004220529291535052,9.477484276729559,0.01088337505107822
random,magnitude only tau>+0.20,0.2,False,B1 additive ridge,300,0.03333333333333333,0.004220529291535052,7.897903563941299,0.01088337505107822
random,magnitude only tau>+0.20,0.2,False,B1 additive ridge,1000,0.022,0.004220529291535052,5.212616352201257,0.01088337505107822
random,magnitude only tau>+0.20,0.2,False,B1 additive ridge,3000,0.010666666666666666,0.004220529291535052,2.5273291404612155,0.01088337505107822
random,magnitude only tau>+0.20,0.2,False,B1 additive ridge,10000,0.0068,0.004220529291535052,1.611172327044025,0.01088337505107822
random,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,10,0.2,0.004220529291535052,47.3874213836478,0.03769501625200092
random,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,30,0.13333333333333333,0.004220529291535052,31.591614255765197,0.03769501625200092
random,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,100,0.1,0.004220529291535052,23.6937106918239,0.03769501625200092
random,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,300,0.07,0.004220529291535052,16.58559748427673,0.03769501625200092
random,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,1000,0.036,0.004220529291535052,8.529735849056603,0.03769501625200092
random,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,3000,0.020666666666666667,0.004220529291535052,4.896700209643606,0.03769501625200092
random,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,10000,0.0097,0.004220529291535052,2.2982899371069183,0.03769501625200092
random,magnitude only tau>+0.20,0.2,False,CGT M01,10,0.5,0.004220529291535052,118.46855345911949,0.08815136420522195
random,magnitude only tau>+0.20,0.2,False,CGT M01,30,0.4,0.004220529291535052,94.7748427672956,0.08815136420522195
random,magnitude only tau>+0.20,0.2,False,CGT M01,100,0.18,0.004220529291535052,42.64867924528301,0.08815136420522195
random,magnitude only tau>+0.20,0.2,False,CGT M01,300,0.11333333333333333,0.004220529291535052,26.852872117400416,0.08815136420522195
random,magnitude only tau>+0.20,0.2,False,CGT M01,1000,0.049,0.004220529291535052,11.60991823899371,0.08815136420522195
random,magnitude only tau>+0.20,0.2,False,CGT M01,3000,0.024666666666666667,0.004220529291535052,5.844448637316561,0.08815136420522195
random,magnitude only tau>+0.20,0.2,False,CGT M01,10000,0.0102,0.004220529291535052,2.4167584905660378,0.08815136420522195
random,magnitude only tau>+0.20,0.2,False,CGT M02,10,0.4,0.004220529291535052,94.7748427672956,0.07869151432807087
random,magnitude only tau>+0.20,0.2,False,CGT M02,30,0.3333333333333333,0.004220529291535052,78.97903563941298,0.07869151432807087
random,magnitude only tau>+0.20,0.2,False,CGT M02,100,0.18,0.004220529291535052,42.64867924528301,0.07869151432807087
random,magnitude only tau>+0.20,0.2,False,CGT M02,300,0.11333333333333333,0.004220529291535052,26.852872117400416,0.07869151432807087
random,magnitude only tau>+0.20,0.2,False,CGT M02,1000,0.054,0.004220529291535052,12.794603773584905,0.07869151432807087
random,magnitude only tau>+0.20,0.2,False,CGT M02,3000,0.025,0.004220529291535052,5.923427672955975,0.07869151432807087
random,magnitude only tau>+0.20,0.2,False,CGT M02,10000,0.0102,0.004220529291535052,2.4167584905660378,0.07869151432807087
random,magnitude only tau>+0.20,0.2,False,CGT M03,10,0.7,0.004220529291535052,165.85597484276727,0.10898675722804996
random,magnitude only tau>+0.20,0.2,False,CGT M03,30,0.43333333333333335,0.004220529291535052,102.6727463312369,0.10898675722804996
random,magnitude only tau>+0.20,0.2,False,CGT M03,100,0.2,0.004220529291535052,47.3874213836478,0.10898675722804996
random,magnitude only tau>+0.20,0.2,False,CGT M03,300,0.11,0.004220529291535052,26.063081761006288,0.10898675722804996
random,magnitude only tau>+0.20,0.2,False,CGT M03,1000,0.053,0.004220529291535052,12.557666666666666,0.10898675722804996
random,magnitude only tau>+0.20,0.2,False,CGT M03,3000,0.025333333333333333,0.004220529291535052,6.002406708595387,0.10898675722804996
random,magnitude only tau>+0.20,0.2,False,CGT M03,10000,0.0104,0.004220529291535052,2.4641459119496854,0.10898675722804996
random,magnitude only tau>+0.20,0.2,False,CGT ensemble,10,0.8,0.004220529291535052,189.5496855345912,0.11102017138090974
random,magnitude only tau>+0.20,0.2,False,CGT ensemble,30,0.36666666666666664,0.004220529291535052,86.87693920335428,0.11102017138090974
random,magnitude only tau>+0.20,0.2,False,CGT ensemble,100,0.21,0.004220529291535052,49.75679245283018,0.11102017138090974
random,magnitude only tau>+0.20,0.2,False,CGT ensemble,300,0.12,0.004220529291535052,28.432452830188677,0.11102017138090974
random,magnitude only tau>+0.20,0.2,False,CGT ensemble,1000,0.06,0.004220529291535052,14.216226415094338,0.11102017138090974
random,magnitude only tau>+0.20,0.2,False,CGT ensemble,3000,0.02666666666666667,0.004220529291535052,6.31832285115304,0.11102017138090974
random,magnitude only tau>+0.20,0.2,False,CGT ensemble,10000,0.0105,0.004220529291535052,2.4878396226415096,0.11102017138090974
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B1 additive ridge,10,0.0,0.0013535031847133757,0.0,0.00822735730854123
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B1 additive ridge,30,0.06666666666666667,0.0013535031847133757,49.254901960784316,0.00822735730854123
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B1 additive ridge,100,0.03,0.0013535031847133757,22.16470588235294,0.00822735730854123
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B1 additive ridge,300,0.013333333333333334,0.0013535031847133757,9.850980392156863,0.00822735730854123
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B1 additive ridge,1000,0.008,0.0013535031847133757,5.910588235294118,0.00822735730854123
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B1 additive ridge,3000,0.004,0.0013535031847133757,2.955294117647059,0.00822735730854123
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B1 additive ridge,10000,0.0032,0.0013535031847133757,2.3642352941176474,0.00822735730854123
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B5 nonlinear MLP,10,0.0,0.0013535031847133757,0.0,0.004794776651251994
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B5 nonlinear MLP,30,0.0,0.0013535031847133757,0.0,0.004794776651251994
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B5 nonlinear MLP,100,0.02,0.0013535031847133757,14.776470588235295,0.004794776651251994
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B5 nonlinear MLP,300,0.013333333333333334,0.0013535031847133757,9.850980392156863,0.004794776651251994
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B5 nonlinear MLP,1000,0.007,0.0013535031847133757,5.171764705882353,0.004794776651251994
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B5 nonlinear MLP,3000,0.004,0.0013535031847133757,2.955294117647059,0.004794776651251994
query_pair_disjoint,K2020 positive tau>+0.08 & p<0.05,0.08,True,B5 nonlinear MLP,10000,0.0023,0.0013535031847133757,1.6992941176470588,0.004794776651251994
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B1 additive ridge,10,0.0,0.0007961783439490446,0.0,0.007325618326045253
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B1 additive ridge,30,0.06666666666666667,0.0007961783439490446,83.73333333333333,0.007325618326045253
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B1 additive ridge,100,0.02,0.0007961783439490446,25.12,0.007325618326045253
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B1 additive ridge,300,0.006666666666666667,0.0007961783439490446,8.373333333333333,0.007325618326045253
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B1 additive ridge,1000,0.005,0.0007961783439490446,6.28,0.007325618326045253
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B1 additive ridge,3000,0.0026666666666666666,0.0007961783439490446,3.349333333333333,0.007325618326045253
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B1 additive ridge,10000,0.0022,0.0007961783439490446,2.7632,0.007325618326045253
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B5 nonlinear MLP,10,0.0,0.0007961783439490446,0.0,0.004773525702975322
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B5 nonlinear MLP,30,0.0,0.0007961783439490446,0.0,0.004773525702975322
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B5 nonlinear MLP,100,0.02,0.0007961783439490446,25.12,0.004773525702975322
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B5 nonlinear MLP,300,0.01,0.0007961783439490446,12.56,0.004773525702975322
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B5 nonlinear MLP,1000,0.005,0.0007961783439490446,6.28,0.004773525702975322
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B5 nonlinear MLP,3000,0.0026666666666666666,0.0007961783439490446,3.349333333333333,0.004773525702975322
query_pair_disjoint,stringent positive tau>+0.12 & p<0.05,0.12,True,B5 nonlinear MLP,10000,0.0014,0.0007961783439490446,1.7584,0.004773525702975322
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B1 additive ridge,10,0.4,0.01393312101910828,28.708571428571428,0.08536473323280823
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B1 additive ridge,30,0.23333333333333334,0.01393312101910828,16.746666666666666,0.08536473323280823
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B1 additive ridge,100,0.26,0.01393312101910828,18.66057142857143,0.08536473323280823
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B1 additive ridge,300,0.2,0.01393312101910828,14.354285714285714,0.08536473323280823
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B1 additive ridge,1000,0.147,0.01393312101910828,10.5504,0.08536473323280823
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B1 additive ridge,3000,0.063,0.01393312101910828,4.5216,0.08536473323280823
