seed_gene,seed_orf,class,graph,k,n_reached,n_metabolic,n_on_locus,n_reactions_touched,n_reactions_off_locus,share_off_locus,out_degree
SPT3,YDR392W,regulator,string12_0_fusion,3,184,36,1,88,87,0.9886363636363636,5
TFC7,YOR110W,regulator,string12_0_fusion,1,1,1,0,1,1,1.0,1
TFC7,YOR110W,regulator,string12_0_fusion,2,6,4,0,4,4,1.0,1
TFC7,YOR110W,regulator,string12_0_fusion,3,32,13,0,18,18,1.0,1
YAP6,YDR259C,regulator,string12_0_fusion,1,0,0,0,0,0,,0
YAP6,YDR259C,regulator,string12_0_fusion,2,0,0,0,0,0,,0
YAP6,YDR259C,regulator,string12_0_fusion,3,0,0,0,0,0,,0
ACC1,YNR016C,pathway enzyme,string12_0_fusion,1,14,6,0,7,7,1.0,14
ACC1,YNR016C,pathway enzyme,string12_0_fusion,2,139,51,1,85,83,0.9764705882352941,14
ACC1,YNR016C,pathway enzyme,string12_0_fusion,3,846,295,5,599,571,0.9532554257095158,14
FAS1,YKL182W,pathway enzyme,string12_0_fusion,1,14,9,1,13,11,0.8461538461538461,14
FAS1,YKL182W,pathway enzyme,string12_0_fusion,2,117,59,2,104,101,0.9711538461538461,14
FAS1,YKL182W,pathway enzyme,string12_0_fusion,3,769,316,4,668,643,0.9625748502994012,14
FAS2,YPL231W,pathway enzyme,string12_0_fusion,1,4,2,1,3,1,0.3333333333333333,4
FAS2,YPL231W,pathway enzyme,string12_0_fusion,2,45,17,1,32,30,0.9375,4
FAS2,YPL231W,pathway enzyme,string12_0_fusion,3,340,142,2,298,291,0.9765100671140939,4
ELO1,YJL196C,pathway enzyme,string12_0_fusion,1,0,0,0,0,0,,0
ELO1,YJL196C,pathway enzyme,string12_0_fusion,2,0,0,0,0,0,,0
ELO1,YJL196C,pathway enzyme,string12_0_fusion,3,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,string12_0_fusion,1,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,string12_0_fusion,2,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,string12_0_fusion,3,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,string12_0_fusion,1,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,string12_0_fusion,2,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,string12_0_fusion,3,0,0,0,0,0,,0
OLE1,YGL055W,pathway enzyme,string12_0_fusion,1,6,4,4,26,0,0.0,6
OLE1,YGL055W,pathway enzyme,string12_0_fusion,2,46,15,4,46,20,0.43478260869565216,6
OLE1,YGL055W,pathway enzyme,string12_0_fusion,3,344,105,4,390,360,0.9230769230769231,6
FAA1,YOR317W,pathway enzyme,string12_0_fusion,1,13,7,1,9,7,0.7777777777777778,13
FAA1,YOR317W,pathway enzyme,string12_0_fusion,2,110,40,4,113,87,0.7699115044247787,13
FAA1,YOR317W,pathway enzyme,string12_0_fusion,3,798,287,6,523,494,0.9445506692160612,13
FAA2,YER015W,pathway enzyme,string12_0_fusion,1,6,4,1,6,4,0.6666666666666666,6
FAA2,YER015W,pathway enzyme,string12_0_fusion,2,51,22,4,52,32,0.6153846153846154,6
FAA2,YER015W,pathway enzyme,string12_0_fusion,3,487,164,4,308,288,0.935064935064935,6
FAA3,YIL009W,pathway enzyme,string12_0_fusion,1,4,2,1,3,1,0.3333333333333333,4
FAA3,YIL009W,pathway enzyme,string12_0_fusion,2,57,20,4,82,58,0.7073170731707317,4
FAA3,YIL009W,pathway enzyme,string12_0_fusion,3,462,167,6,302,275,0.9105960264900662,4
FAA4,YMR246W,pathway enzyme,string12_0_fusion,1,6,3,1,5,3,0.6,6
FAA4,YMR246W,pathway enzyme,string12_0_fusion,2,96,36,4,84,56,0.6666666666666666,6
FAA4,YMR246W,pathway enzyme,string12_0_fusion,3,794,260,4,554,526,0.9494584837545126,6
POX1,YGL205W,pathway enzyme,string12_0_fusion,1,6,3,0,4,4,1.0,6
POX1,YGL205W,pathway enzyme,string12_0_fusion,2,46,24,0,162,162,1.0,6
POX1,YGL205W,pathway enzyme,string12_0_fusion,3,466,169,1,449,441,0.9821826280623608,6
SLC1,YDL052C,pathway enzyme,string12_0_fusion,1,7,2,0,65,65,1.0,7
SLC1,YDL052C,pathway enzyme,string12_0_fusion,2,81,18,0,81,81,1.0,7
SLC1,YDL052C,pathway enzyme,string12_0_fusion,3,637,157,2,510,491,0.9627450980392157,7
YAL054C,YAL054C,adjacent enzyme,string12_0_fusion,1,10,6,0,10,10,1.0,10
YAL054C,YAL054C,adjacent enzyme,string12_0_fusion,2,80,43,0,79,79,1.0,10
YAL054C,YAL054C,adjacent enzyme,string12_0_fusion,3,639,232,4,684,657,0.9605263157894737,10
YAR035W,YAR035W,adjacent enzyme,string12_0_fusion,1,3,3,0,3,3,1.0,3
YAR035W,YAR035W,adjacent enzyme,string12_0_fusion,2,55,24,0,33,33,1.0,3
YAR035W,YAR035W,adjacent enzyme,string12_0_fusion,3,354,133,4,296,279,0.9425675675675675,3
YBL011W,YBL011W,adjacent enzyme,string12_0_fusion,1,3,2,0,20,20,1.0,3
YBL011W,YBL011W,adjacent enzyme,string12_0_fusion,2,35,13,0,61,61,1.0,3
YBL011W,YBL011W,adjacent enzyme,string12_0_fusion,3,227,92,2,161,158,0.9813664596273292,3
YBR029C,YBR029C,adjacent enzyme,string12_0_fusion,1,4,1,0,3,3,1.0,4
YBR029C,YBR029C,adjacent enzyme,string12_0_fusion,2,120,27,0,58,58,1.0,4
YBR029C,YBR029C,adjacent enzyme,string12_0_fusion,3,919,286,2,633,613,0.9684044233807267,4
YBR041W,YBR041W,adjacent enzyme,string12_0_fusion,1,5,3,0,5,5,1.0,5
YBR041W,YBR041W,adjacent enzyme,string12_0_fusion,2,37,14,0,28,28,1.0,5
YBR041W,YBR041W,adjacent enzyme,string12_0_fusion,3,300,108,0,276,276,1.0,5
YBR042C,YBR042C,adjacent enzyme,string12_0_fusion,1,2,0,0,0,0,,2
YBR042C,YBR042C,adjacent enzyme,string12_0_fusion,2,16,1,0,2,2,1.0,2
YBR042C,YBR042C,adjacent enzyme,string12_0_fusion,3,138,20,0,49,49,1.0,2
YBR159W,YBR159W,adjacent enzyme,string12_0_fusion,1,3,1,0,16,16,1.0,3
YBR159W,YBR159W,adjacent enzyme,string12_0_fusion,2,45,14,0,52,52,1.0,3
YBR159W,YBR159W,adjacent enzyme,string12_0_fusion,3,386,114,0,270,270,1.0,3
YBR204C,YBR204C,adjacent enzyme,string12_0_fusion,1,0,0,0,0,0,,0
YBR204C,YBR204C,adjacent enzyme,string12_0_fusion,2,0,0,0,0,0,,0
YBR204C,YBR204C,adjacent enzyme,string12_0_fusion,3,0,0,0,0,0,,0
YBR208C,YBR208C,adjacent enzyme,string12_0_fusion,1,8,4,0,5,5,1.0,8
YBR208C,YBR208C,adjacent enzyme,string12_0_fusion,2,68,27,2,31,28,0.9032258064516129,8
YBR208C,YBR208C,adjacent enzyme,string12_0_fusion,3,579,198,4,529,508,0.9603024574669187,8
YBR218C,YBR218C,adjacent enzyme,string12_0_fusion,1,6,4,0,7,7,1.0,6
YBR218C,YBR218C,adjacent enzyme,string12_0_fusion,2,101,43,0,82,82,1.0,6
YBR218C,YBR218C,adjacent enzyme,string12_0_fusion,3,678,251,1,607,605,0.9967051070840197,6
YCR048W,YCR048W,adjacent enzyme,string12_0_fusion,1,3,1,0,1,1,1.0,3
YCR048W,YCR048W,adjacent enzyme,string12_0_fusion,2,41,9,0,46,46,1.0,3
YCR048W,YCR048W,adjacent enzyme,string12_0_fusion,3,358,74,0,214,214,1.0,3
YCR068W,YCR068W,adjacent enzyme,string12_0_fusion,1,6,1,0,2,2,1.0,6
YCR068W,YCR068W,adjacent enzyme,string12_0_fusion,2,80,13,0,28,28,1.0,6
YCR068W,YCR068W,adjacent enzyme,string12_0_fusion,3,673,190,3,496,481,0.969758064516129,6
YDL015C,YDL015C,adjacent enzyme,string12_0_fusion,1,1,0,0,0,0,,1
YDL015C,YDL015C,adjacent enzyme,string12_0_fusion,2,5,1,0,1,1,1.0,1
YDL015C,YDL015C,adjacent enzyme,string12_0_fusion,3,20,8,1,20,12,0.6,1
YDL040C,YDL040C,adjacent enzyme,string12_0_fusion,1,2,0,0,0,0,,2
YDL040C,YDL040C,adjacent enzyme,string12_0_fusion,2,62,6,0,30,30,1.0,2
YDL040C,YDL040C,adjacent enzyme,string12_0_fusion,3,551,167,3,396,374,0.9444444444444444,2
YDL141W,YDL141W,adjacent enzyme,string12_0_fusion,1,4,2,0,2,2,1.0,4
YDL141W,YDL141W,adjacent enzyme,string12_0_fusion,2,30,14,0,24,24,1.0,4
YDL141W,YDL141W,adjacent enzyme,string12_0_fusion,3,206,99,1,255,247,0.9686274509803922,4
YDR071C,YDR071C,adjacent enzyme,string12_0_fusion,1,0,0,0,0,0,,0
YDR071C,YDR071C,adjacent enzyme,string12_0_fusion,2,0,0,0,0,0,,0
YDR071C,YDR071C,adjacent enzyme,string12_0_fusion,3,0,0,0,0,0,,0
YDR256C,YDR256C,adjacent enzyme,string12_0_fusion,1,5,1,0,1,1,1.0,5
YDR256C,YDR256C,adjacent enzyme,string12_0_fusion,2,47,30,0,65,65,1.0,5
YDR256C,YDR256C,adjacent enzyme,string12_0_fusion,3,361,173,1,442,440,0.995475113122172,5
YEL066W,YEL066W,adjacent enzyme,string12_0_fusion,1,1,0,0,0,0,,1
YEL066W,YEL066W,adjacent enzyme,string12_0_fusion,2,1,0,0,0,0,,1
YEL066W,YEL066W,adjacent enzyme,string12_0_fusion,3,1,0,0,0,0,,1
YER024W,YER024W,adjacent enzyme,string12_0_fusion,1,2,2,0,2,2,1.0,2
YER024W,YER024W,adjacent enzyme,string12_0_fusion,2,46,19,0,26,26,1.0,2
YER024W,YER024W,adjacent enzyme,string12_0_fusion,3,318,114,4,274,257,0.9379562043795621,2
YFL017C,YFL017C,adjacent enzyme,string12_0_fusion,1,2,1,0,2,2,1.0,2
YFL017C,YFL017C,adjacent enzyme,string12_0_fusion,2,21,14,0,18,18,1.0,2
YFL017C,YFL017C,adjacent enzyme,string12_0_fusion,3,217,80,1,185,183,0.9891891891891892,2
YGL062W,YGL062W,adjacent enzyme,string12_0_fusion,1,6,5,0,43,43,1.0,6
YGL062W,YGL062W,adjacent enzyme,string12_0_fusion,2,72,42,0,109,109,1.0,6
YGL062W,YGL062W,adjacent enzyme,string12_0_fusion,3,466,209,1,470,468,0.9957446808510638,6
YGL169W,YGL169W,adjacent enzyme,string12_0_fusion,1,18,4,0,5,5,1.0,18
YGL169W,YGL169W,adjacent enzyme,string12_0_fusion,2,206,58,0,89,89,1.0,18
YGL169W,YGL169W,adjacent enzyme,string12_0_fusion,3,1185,392,4,814,775,0.952088452088452,18
YGR015C,YGR015C,adjacent enzyme,string12_0_fusion,1,0,0,0,0,0,,0
YGR015C,YGR015C,adjacent enzyme,string12_0_fusion,2,0,0,0,0,0,,0
YGR015C,YGR015C,adjacent enzyme,string12_0_fusion,3,0,0,0,0,0,,0
YGR177C,YGR177C,adjacent enzyme,string12_0_fusion,1,0,0,0,0,0,,0
YGR177C,YGR177C,adjacent enzyme,string12_0_fusion,2,0,0,0,0,0,,0
YGR177C,YGR177C,adjacent enzyme,string12_0_fusion,3,0,0,0,0,0,,0
YGR209C,YGR209C,adjacent enzyme,string12_0_fusion,1,2,0,0,0,0,,2
YGR209C,YGR209C,adjacent enzyme,string12_0_fusion,2,17,3,1,8,6,0.75,2
YGR209C,YGR209C,adjacent enzyme,string12_0_fusion,3,135,37,5,121,89,0.7355371900826446,2
YHR013C,YHR013C,adjacent enzyme,string12_0_fusion,1,3,3,0,3,3,1.0,3
YHR013C,YHR013C,adjacent enzyme,string12_0_fusion,2,26,12,0,27,27,1.0,3
YHR013C,YHR013C,adjacent enzyme,string12_0_fusion,3,169,71,1,210,192,0.9142857142857143,3
YIL124W,YIL124W,adjacent enzyme,string12_0_fusion,1,3,2,0,3,3,1.0,3
YIL124W,YIL124W,adjacent enzyme,string12_0_fusion,2,38,22,0,28,28,1.0,3
YIL124W,YIL124W,adjacent enzyme,string12_0_fusion,3,306,122,3,437,422,0.965675057208238,3
YIL160C,YIL160C,adjacent enzyme,string12_0_fusion,1,13,4,0,9,9,1.0,13
YIL160C,YIL160C,adjacent enzyme,string12_0_fusion,2,130,42,0,80,80,1.0,13
YIL160C,YIL160C,adjacent enzyme,string12_0_fusion,3,864,291,2,558,545,0.9767025089605734,13
YIR031C,YIR031C,adjacent enzyme,string12_0_fusion,1,5,3,0,3,3,1.0,5
YIR031C,YIR031C,adjacent enzyme,string12_0_fusion,2,57,25,0,40,40,1.0,5
YIR031C,YIR031C,adjacent enzyme,string12_0_fusion,3,483,166,0,356,352,0.9887640449438202,5
YJL130C,YJL130C,adjacent enzyme,string12_0_fusion,1,6,6,0,21,21,1.0,6
YJL130C,YJL130C,adjacent enzyme,string12_0_fusion,2,46,29,0,51,51,1.0,6
YJL130C,YJL130C,adjacent enzyme,string12_0_fusion,3,321,146,4,273,252,0.9230769230769231,6
YJR019C,YJR019C,adjacent enzyme,string12_0_fusion,1,0,0,0,0,0,,0
YJR019C,YJR019C,adjacent enzyme,string12_0_fusion,2,0,0,0,0,0,,0
YJR019C,YJR019C,adjacent enzyme,string12_0_fusion,3,0,0,0,0,0,,0
YJR109C,YJR109C,adjacent enzyme,string12_0_fusion,1,8,7,0,10,10,1.0,8
YJR109C,YJR109C,adjacent enzyme,string12_0_fusion,2,51,32,0,45,45,1.0,8
YJR109C,YJR109C,adjacent enzyme,string12_0_fusion,3,394,143,0,252,252,1.0,8
YKL094W,YKL094W,adjacent enzyme,string12_0_fusion,1,0,0,0,0,0,,0
YKL094W,YKL094W,adjacent enzyme,string12_0_fusion,2,0,0,0,0,0,,0
YKL094W,YKL094W,adjacent enzyme,string12_0_fusion,3,0,0,0,0,0,,0
YKL140W,YKL140W,adjacent enzyme,string12_0_fusion,1,11,0,0,0,0,,11
YKL140W,YKL140W,adjacent enzyme,string12_0_fusion,2,184,36,0,107,107,1.0,11
YKL140W,YKL140W,adjacent enzyme,string12_0_fusion,3,1193,380,6,845,802,0.9491124260355029,11
YKL188C,YKL188C,adjacent enzyme,string12_0_fusion,1,3,2,0,3,3,1.0,3
YKL188C,YKL188C,adjacent enzyme,string12_0_fusion,2,23,15,0,34,34,1.0,3
YKL188C,YKL188C,adjacent enzyme,string12_0_fusion,3,229,120,1,223,220,0.9865470852017937,3
YKR009C,YKR009C,adjacent enzyme,string12_0_fusion,1,2,0,0,0,0,,2
YKR009C,YKR009C,adjacent enzyme,string12_0_fusion,2,9,2,0,3,3,1.0,2
YKR009C,YKR009C,adjacent enzyme,string12_0_fusion,3,45,11,1,16,14,0.875,2
YKR067W,YKR067W,adjacent enzyme,string12_0_fusion,1,4,3,0,21,21,1.0,4
YKR067W,YKR067W,adjacent enzyme,string12_0_fusion,2,71,29,0,70,70,1.0,4
YKR067W,YKR067W,adjacent enzyme,string12_0_fusion,3,436,184,2,379,376,0.9920844327176781,4
YKR089C,YKR089C,adjacent enzyme,string12_0_fusion,1,0,0,0,0,0,,0
YKR089C,YKR089C,adjacent enzyme,string12_0_fusion,2,0,0,0,0,0,,0
YKR089C,YKR089C,adjacent enzyme,string12_0_fusion,3,0,0,0,0,0,,0
YLL012W,YLL012W,adjacent enzyme,string12_0_fusion,1,3,0,0,0,0,,3
YLL012W,YLL012W,adjacent enzyme,string12_0_fusion,2,77,16,0,26,26,1.0,3
YLL012W,YLL012W,adjacent enzyme,string12_0_fusion,3,669,186,3,362,359,0.9917127071823204,3
YLR043C,YLR043C,adjacent enzyme,string12_0_fusion,1,1,0,0,0,0,,1
YLR043C,YLR043C,adjacent enzyme,string12_0_fusion,2,12,3,1,12,10,0.8333333333333334,1
YLR043C,YLR043C,adjacent enzyme,string12_0_fusion,3,96,26,5,102,70,0.6862745098039216,1
YLR109W,YLR109W,adjacent enzyme,string12_0_fusion,1,0,0,0,0,0,,0
YLR109W,YLR109W,adjacent enzyme,string12_0_fusion,2,0,0,0,0,0,,0
YLR109W,YLR109W,adjacent enzyme,string12_0_fusion,3,0,0,0,0,0,,0
YLR153C,YLR153C,adjacent enzyme,string12_0_fusion,1,10,6,0,9,9,1.0,10
YLR153C,YLR153C,adjacent enzyme,string12_0_fusion,2,109,57,4,119,93,0.7815126050420168,10
YLR153C,YLR153C,adjacent enzyme,string12_0_fusion,3,812,297,5,789,761,0.9645120405576679,10
YLR284C,YLR284C,adjacent enzyme,string12_0_fusion,1,6,6,0,14,14,1.0,6
YLR284C,YLR284C,adjacent enzyme,string12_0_fusion,2,82,50,0,110,110,1.0,6
YLR284C,YLR284C,adjacent enzyme,string12_0_fusion,3,568,241,2,569,555,0.9753954305799648,6
YML059C,YML059C,adjacent enzyme,string12_0_fusion,1,4,2,0,9,9,1.0,4
YML059C,YML059C,adjacent enzyme,string12_0_fusion,2,31,10,0,31,31,1.0,4
YML059C,YML059C,adjacent enzyme,string12_0_fusion,3,287,68,0,155,155,1.0,4
YMR165C,YMR165C,adjacent enzyme,string12_0_fusion,1,2,0,0,0,0,,2
YMR165C,YMR165C,adjacent enzyme,string12_0_fusion,2,17,3,0,11,11,1.0,2
YMR165C,YMR165C,adjacent enzyme,string12_0_fusion,3,131,42,0,98,98,1.0,2
YMR313C,YMR313C,adjacent enzyme,string12_0_fusion,1,2,1,0,1,1,1.0,2
YMR313C,YMR313C,adjacent enzyme,string12_0_fusion,2,32,17,0,66,62,0.9393939393939394,2
YMR313C,YMR313C,adjacent enzyme,string12_0_fusion,3,238,93,0,155,151,0.9741935483870968,2
YNL036W,YNL036W,adjacent enzyme,string12_0_fusion,1,1,1,0,1,1,1.0,1
YNL036W,YNL036W,adjacent enzyme,string12_0_fusion,2,10,7,0,12,12,1.0,1
YNL036W,YNL036W,adjacent enzyme,string12_0_fusion,3,105,52,0,115,114,0.991304347826087,1
YNL104C,YNL104C,adjacent enzyme,string12_0_fusion,1,3,2,0,4,4,1.0,3
YNL104C,YNL104C,adjacent enzyme,string12_0_fusion,2,59,22,0,30,30,1.0,3
YNL104C,YNL104C,adjacent enzyme,string12_0_fusion,3,451,144,1,319,317,0.9937304075235109,3
YNL117W,YNL117W,adjacent enzyme,string12_0_fusion,1,9,4,0,16,16,1.0,9
YNL117W,YNL117W,adjacent enzyme,string12_0_fusion,2,128,47,0,130,130,1.0,9
YNL117W,YNL117W,adjacent enzyme,string12_0_fusion,3,949,320,4,761,732,0.961892247043364,9
YNL277W,YNL277W,adjacent enzyme,string12_0_fusion,1,18,14,0,22,22,1.0,18
YNL277W,YNL277W,adjacent enzyme,string12_0_fusion,2,143,73,0,159,159,1.0,18
YNL277W,YNL277W,adjacent enzyme,string12_0_fusion,3,902,340,3,759,739,0.9736495388669302,18
YNR019W,YNR019W,adjacent enzyme,string12_0_fusion,1,8,2,0,2,2,1.0,8
YNR019W,YNR019W,adjacent enzyme,string12_0_fusion,2,124,33,0,105,105,1.0,8
YNR019W,YNR019W,adjacent enzyme,string12_0_fusion,3,898,278,4,690,661,0.9579710144927536,8
YOR081C,YOR081C,adjacent enzyme,string12_0_fusion,1,2,1,0,1,1,1.0,2
YOR081C,YOR081C,adjacent enzyme,string12_0_fusion,2,21,9,0,59,59,1.0,2
YOR081C,YOR081C,adjacent enzyme,string12_0_fusion,3,155,62,2,162,158,0.9753086419753086,2
YOR108W,YOR108W,adjacent enzyme,string12_0_fusion,1,8,2,0,4,4,1.0,8
YOR108W,YOR108W,adjacent enzyme,string12_0_fusion,2,142,39,0,74,74,1.0,8
YOR108W,YOR108W,adjacent enzyme,string12_0_fusion,3,953,305,3,648,610,0.941358024691358,8
YOR175C,YOR175C,adjacent enzyme,string12_0_fusion,1,5,0,0,0,0,,5
YOR175C,YOR175C,adjacent enzyme,string12_0_fusion,2,49,11,0,22,22,1.0,5
YOR175C,YOR175C,adjacent enzyme,string12_0_fusion,3,529,154,1,428,426,0.9953271028037384,5
YOR245C,YOR245C,adjacent enzyme,string12_0_fusion,1,10,3,1,10,2,0.2,10
YOR245C,YOR245C,adjacent enzyme,string12_0_fusion,2,113,27,1,37,29,0.7837837837837838,10
YOR245C,YOR245C,adjacent enzyme,string12_0_fusion,3,800,236,2,545,525,0.963302752293578,10
YOR253W,YOR253W,adjacent enzyme,string12_0_fusion,1,0,0,0,0,0,,0
YOR253W,YOR253W,adjacent enzyme,string12_0_fusion,2,0,0,0,0,0,,0
YOR253W,YOR253W,adjacent enzyme,string12_0_fusion,3,0,0,0,0,0,,0
YOR303W,YOR303W,adjacent enzyme,string12_0_fusion,1,8,4,0,7,7,1.0,8
YOR303W,YOR303W,adjacent enzyme,string12_0_fusion,2,77,25,0,47,47,1.0,8
YOR303W,YOR303W,adjacent enzyme,string12_0_fusion,3,527,187,0,390,390,1.0,8
YOR311C,YOR311C,adjacent enzyme,string12_0_fusion,1,3,0,0,0,0,,3
YOR311C,YOR311C,adjacent enzyme,string12_0_fusion,2,16,3,0,7,7,1.0,3
YOR311C,YOR311C,adjacent enzyme,string12_0_fusion,3,160,36,0,113,113,1.0,3
YOR377W,YOR377W,adjacent enzyme,string12_0_fusion,1,0,0,0,0,0,,0
YOR377W,YOR377W,adjacent enzyme,string12_0_fusion,2,0,0,0,0,0,,0
YOR377W,YOR377W,adjacent enzyme,string12_0_fusion,3,0,0,0,0,0,,0
YPL028W,YPL028W,adjacent enzyme,string12_0_fusion,1,11,4,0,4,4,1.0,11
YPL028W,YPL028W,adjacent enzyme,string12_0_fusion,2,79,37,0,87,87,1.0,11
YPL028W,YPL028W,adjacent enzyme,string12_0_fusion,3,559,219,1,393,388,0.9872773536895675,11
YPL147W,YPL147W,adjacent enzyme,string12_0_fusion,1,4,3,0,4,4,1.0,4
YPL147W,YPL147W,adjacent enzyme,string12_0_fusion,2,19,9,0,29,29,1.0,4
YPL147W,YPL147W,adjacent enzyme,string12_0_fusion,3,150,62,0,138,138,1.0,4
YPR193C,YPR193C,adjacent enzyme,string12_0_fusion,1,0,0,0,0,0,,0
YPR193C,YPR193C,adjacent enzyme,string12_0_fusion,2,0,0,0,0,0,,0
YPR193C,YPR193C,adjacent enzyme,string12_0_fusion,3,0,0,0,0,0,,0
FKH1,YIL131C,regulator,string12_0_cooccurence,1,8,0,0,0,0,,8
FKH1,YIL131C,regulator,string12_0_cooccurence,2,29,5,0,1,1,1.0,8
FKH1,YIL131C,regulator,string12_0_cooccurence,3,56,6,0,2,2,1.0,8
GCN5,YGR252W,regulator,string12_0_cooccurence,1,0,0,0,0,0,,0
GCN5,YGR252W,regulator,string12_0_cooccurence,2,0,0,0,0,0,,0
GCN5,YGR252W,regulator,string12_0_cooccurence,3,0,0,0,0,0,,0
MED4,YOR174W,regulator,string12_0_cooccurence,1,3,1,0,16,16,1.0,3
MED4,YOR174W,regulator,string12_0_cooccurence,2,21,2,0,22,22,1.0,3
MED4,YOR174W,regulator,string12_0_cooccurence,3,157,12,0,111,111,1.0,3
OPI1,YHL020C,regulator,string12_0_cooccurence,1,0,0,0,0,0,,0
OPI1,YHL020C,regulator,string12_0_cooccurence,2,0,0,0,0,0,,0
OPI1,YHL020C,regulator,string12_0_cooccurence,3,0,0,0,0,0,,0
RFX1,YLR176C,regulator,string12_0_cooccurence,1,0,0,0,0,0,,0
RFX1,YLR176C,regulator,string12_0_cooccurence,2,0,0,0,0,0,,0
RFX1,YLR176C,regulator,string12_0_cooccurence,3,0,0,0,0,0,,0
RGR1,YLR071C,regulator,string12_0_cooccurence,1,0,0,0,0,0,,0
RGR1,YLR071C,regulator,string12_0_cooccurence,2,0,0,0,0,0,,0
RGR1,YLR071C,regulator,string12_0_cooccurence,3,0,0,0,0,0,,0
RPD3,YNL330C,regulator,string12_0_cooccurence,1,3,0,0,0,0,,3
RPD3,YNL330C,regulator,string12_0_cooccurence,2,4,0,0,0,0,,3
RPD3,YNL330C,regulator,string12_0_cooccurence,3,4,0,0,0,0,,3
SPT3,YDR392W,regulator,string12_0_cooccurence,1,1,0,0,0,0,,1
SPT3,YDR392W,regulator,string12_0_cooccurence,2,7,1,0,1,1,1.0,1
SPT3,YDR392W,regulator,string12_0_cooccurence,3,23,4,0,2,2,1.0,1
TFC7,YOR110W,regulator,string12_0_cooccurence,1,0,0,0,0,0,,0
TFC7,YOR110W,regulator,string12_0_cooccurence,2,0,0,0,0,0,,0
TFC7,YOR110W,regulator,string12_0_cooccurence,3,0,0,0,0,0,,0
YAP6,YDR259C,regulator,string12_0_cooccurence,1,0,0,0,0,0,,0
YAP6,YDR259C,regulator,string12_0_cooccurence,2,0,0,0,0,0,,0
YAP6,YDR259C,regulator,string12_0_cooccurence,3,0,0,0,0,0,,0
ACC1,YNR016C,pathway enzyme,string12_0_cooccurence,1,1,1,0,1,1,1.0,1
ACC1,YNR016C,pathway enzyme,string12_0_cooccurence,2,1,1,0,1,1,1.0,1
ACC1,YNR016C,pathway enzyme,string12_0_cooccurence,3,1,1,0,1,1,1.0,1
FAS1,YKL182W,pathway enzyme,string12_0_cooccurence,1,1,1,1,2,0,0.0,1
FAS1,YKL182W,pathway enzyme,string12_0_cooccurence,2,1,1,1,2,0,0.0,1
FAS1,YKL182W,pathway enzyme,string12_0_cooccurence,3,1,1,1,2,0,0.0,1
FAS2,YPL231W,pathway enzyme,string12_0_cooccurence,1,1,1,1,2,0,0.0,1
FAS2,YPL231W,pathway enzyme,string12_0_cooccurence,2,1,1,1,2,0,0.0,1
FAS2,YPL231W,pathway enzyme,string12_0_cooccurence,3,1,1,1,2,0,0.0,1
ELO1,YJL196C,pathway enzyme,string12_0_cooccurence,1,3,3,2,13,8,0.6153846153846154,3
ELO1,YJL196C,pathway enzyme,string12_0_cooccurence,2,8,4,2,17,12,0.7058823529411765,3
ELO1,YJL196C,pathway enzyme,string12_0_cooccurence,3,33,6,2,18,13,0.7222222222222222,3
ELO2,YCR034W,pathway enzyme,string12_0_cooccurence,1,3,3,2,10,4,0.4,3
ELO2,YCR034W,pathway enzyme,string12_0_cooccurence,2,14,5,2,18,12,0.6666666666666666,3
ELO2,YCR034W,pathway enzyme,string12_0_cooccurence,3,106,12,2,70,64,0.9142857142857143,3
ELO3,YLR372W,pathway enzyme,string12_0_cooccurence,1,2,2,2,6,0,0.0,2
ELO3,YLR372W,pathway enzyme,string12_0_cooccurence,2,4,4,2,18,12,0.6666666666666666,2
ELO3,YLR372W,pathway enzyme,string12_0_cooccurence,3,18,5,2,18,12,0.6666666666666666,2
OLE1,YGL055W,pathway enzyme,string12_0_cooccurence,1,0,0,0,0,0,,0
OLE1,YGL055W,pathway enzyme,string12_0_cooccurence,2,0,0,0,0,0,,0
OLE1,YGL055W,pathway enzyme,string12_0_cooccurence,3,0,0,0,0,0,,0
FAA1,YOR317W,pathway enzyme,string12_0_cooccurence,1,3,3,3,24,0,0.0,3
FAA1,YOR317W,pathway enzyme,string12_0_cooccurence,2,3,3,3,24,0,0.0,3
FAA1,YOR317W,pathway enzyme,string12_0_cooccurence,3,3,3,3,24,0,0.0,3
FAA2,YER015W,pathway enzyme,string12_0_cooccurence,1,3,3,3,18,0,0.0,3
FAA2,YER015W,pathway enzyme,string12_0_cooccurence,2,3,3,3,18,0,0.0,3
FAA2,YER015W,pathway enzyme,string12_0_cooccurence,3,3,3,3,18,0,0.0,3
FAA3,YIL009W,pathway enzyme,string12_0_cooccurence,1,3,3,3,22,0,0.0,3
FAA3,YIL009W,pathway enzyme,string12_0_cooccurence,2,3,3,3,22,0,0.0,3
FAA3,YIL009W,pathway enzyme,string12_0_cooccurence,3,3,3,3,22,0,0.0,3
FAA4,YMR246W,pathway enzyme,string12_0_cooccurence,1,3,3,3,26,0,0.0,3
