seed_gene,seed_orf,class,graph,k,n_reached,n_metabolic,n_on_locus,n_reactions_touched,n_reactions_off_locus,share_off_locus,out_degree
YDL141W,YDL141W,adjacent enzyme,string12_0_coexpression,2,5499,1148,13,2707,2643,0.9763575914296269,303
YDL141W,YDL141W,adjacent enzyme,string12_0_coexpression,3,6422,1153,13,2708,2644,0.9763663220088626,303
YDR071C,YDR071C,adjacent enzyme,string12_0_coexpression,1,155,43,0,136,136,1.0,155
YDR071C,YDR071C,adjacent enzyme,string12_0_coexpression,2,5302,1125,13,2685,2621,0.9761638733705773,155
YDR071C,YDR071C,adjacent enzyme,string12_0_coexpression,3,6388,1153,13,2708,2644,0.9763663220088626,155
YDR256C,YDR256C,adjacent enzyme,string12_0_coexpression,1,558,263,8,671,622,0.9269746646795827,558
YDR256C,YDR256C,adjacent enzyme,string12_0_coexpression,2,5822,1148,13,2707,2643,0.9763575914296269,558
YDR256C,YDR256C,adjacent enzyme,string12_0_coexpression,3,6436,1153,13,2708,2644,0.9763663220088626,558
YEL066W,YEL066W,adjacent enzyme,string12_0_coexpression,1,56,21,0,24,24,1.0,56
YEL066W,YEL066W,adjacent enzyme,string12_0_coexpression,2,4402,1024,13,2346,2282,0.9727195225916454,56
YEL066W,YEL066W,adjacent enzyme,string12_0_coexpression,3,6306,1153,13,2708,2644,0.9763663220088626,56
YER024W,YER024W,adjacent enzyme,string12_0_coexpression,1,199,119,5,377,333,0.883289124668435,199
YER024W,YER024W,adjacent enzyme,string12_0_coexpression,2,5095,1134,13,2665,2601,0.9759849906191369,199
YER024W,YER024W,adjacent enzyme,string12_0_coexpression,3,6393,1153,13,2709,2645,0.976375046142488,199
YFL017C,YFL017C,adjacent enzyme,string12_0_coexpression,1,173,64,0,105,105,1.0,173
YFL017C,YFL017C,adjacent enzyme,string12_0_coexpression,2,5456,1142,13,2702,2638,0.9763138415988157,173
YFL017C,YFL017C,adjacent enzyme,string12_0_coexpression,3,6404,1153,13,2708,2644,0.9763663220088626,173
YGL062W,YGL062W,adjacent enzyme,string12_0_coexpression,1,502,313,5,650,615,0.9461538461538461,502
YGL062W,YGL062W,adjacent enzyme,string12_0_coexpression,2,5623,1150,13,2709,2645,0.976375046142488,502
YGL062W,YGL062W,adjacent enzyme,string12_0_coexpression,3,6430,1153,13,2709,2645,0.976375046142488,502
YGL169W,YGL169W,adjacent enzyme,string12_0_coexpression,1,490,119,1,172,171,0.9941860465116279,490
YGL169W,YGL169W,adjacent enzyme,string12_0_coexpression,2,5479,1135,13,2704,2640,0.9763313609467456,490
YGL169W,YGL169W,adjacent enzyme,string12_0_coexpression,3,6425,1153,13,2708,2644,0.9763663220088626,490
YGR015C,YGR015C,adjacent enzyme,string12_0_coexpression,1,228,99,3,371,341,0.9191374663072777,228
YGR015C,YGR015C,adjacent enzyme,string12_0_coexpression,2,5623,1145,13,2707,2643,0.9763575914296269,228
YGR015C,YGR015C,adjacent enzyme,string12_0_coexpression,3,6417,1153,13,2708,2644,0.9763663220088626,228
YGR177C,YGR177C,adjacent enzyme,string12_0_coexpression,1,130,59,4,263,245,0.9315589353612167,130
YGR177C,YGR177C,adjacent enzyme,string12_0_coexpression,2,5107,1131,13,2694,2630,0.9762435040831478,130
YGR177C,YGR177C,adjacent enzyme,string12_0_coexpression,3,6374,1153,13,2709,2645,0.976375046142488,130
YGR209C,YGR209C,adjacent enzyme,string12_0_coexpression,1,820,227,1,389,387,0.9948586118251928,820
YGR209C,YGR209C,adjacent enzyme,string12_0_coexpression,2,5868,1152,13,2704,2640,0.9763313609467456,820
YGR209C,YGR209C,adjacent enzyme,string12_0_coexpression,3,6441,1153,13,2705,2641,0.9763401109057301,820
YHR013C,YHR013C,adjacent enzyme,string12_0_coexpression,1,414,42,0,101,101,1.0,414
YHR013C,YHR013C,adjacent enzyme,string12_0_coexpression,2,5511,1140,13,2691,2627,0.9762170196952805,414
YHR013C,YHR013C,adjacent enzyme,string12_0_coexpression,3,6431,1153,13,2709,2645,0.976375046142488,414
YIL124W,YIL124W,adjacent enzyme,string12_0_coexpression,1,705,295,10,1058,999,0.944234404536862,705
YIL124W,YIL124W,adjacent enzyme,string12_0_coexpression,2,5877,1152,13,2701,2637,0.9763050721954831,705
YIL124W,YIL124W,adjacent enzyme,string12_0_coexpression,3,6431,1153,13,2701,2637,0.9763050721954831,705
YIL160C,YIL160C,adjacent enzyme,string12_0_coexpression,1,707,391,8,986,934,0.947261663286004,707
YIL160C,YIL160C,adjacent enzyme,string12_0_coexpression,2,5873,1151,13,2690,2626,0.9762081784386617,707
YIL160C,YIL160C,adjacent enzyme,string12_0_coexpression,3,6441,1153,13,2691,2627,0.9762170196952805,707
YIR031C,YIR031C,adjacent enzyme,string12_0_coexpression,1,330,226,9,535,486,0.908411214953271,330
YIR031C,YIR031C,adjacent enzyme,string12_0_coexpression,2,5487,1144,13,2707,2643,0.9763575914296269,330
YIR031C,YIR031C,adjacent enzyme,string12_0_coexpression,3,6421,1153,13,2709,2645,0.976375046142488,330
YJL130C,YJL130C,adjacent enzyme,string12_0_coexpression,1,625,246,4,444,433,0.9752252252252253,625
YJL130C,YJL130C,adjacent enzyme,string12_0_coexpression,2,5741,1151,13,2708,2644,0.9763663220088626,625
YJL130C,YJL130C,adjacent enzyme,string12_0_coexpression,3,6441,1153,13,2708,2644,0.9763663220088626,625
YJR019C,YJR019C,adjacent enzyme,string12_0_coexpression,1,268,123,10,566,511,0.9028268551236749,268
YJR019C,YJR019C,adjacent enzyme,string12_0_coexpression,2,5471,1137,13,2696,2632,0.9762611275964391,268
YJR019C,YJR019C,adjacent enzyme,string12_0_coexpression,3,6416,1153,13,2699,2635,0.9762875138940348,268
YJR109C,YJR109C,adjacent enzyme,string12_0_coexpression,1,402,220,1,346,345,0.9971098265895953,402
YJR109C,YJR109C,adjacent enzyme,string12_0_coexpression,2,5646,1149,13,2709,2645,0.976375046142488,402
YJR109C,YJR109C,adjacent enzyme,string12_0_coexpression,3,6428,1153,13,2709,2645,0.976375046142488,402
YKL094W,YKL094W,adjacent enzyme,string12_0_coexpression,1,281,146,9,708,653,0.922316384180791,281
YKL094W,YKL094W,adjacent enzyme,string12_0_coexpression,2,5543,1145,13,2700,2636,0.9762962962962963,281
YKL094W,YKL094W,adjacent enzyme,string12_0_coexpression,3,6414,1153,13,2705,2641,0.9763401109057301,281
YKL140W,YKL140W,adjacent enzyme,string12_0_coexpression,1,290,124,7,897,849,0.9464882943143813,290
YKL140W,YKL140W,adjacent enzyme,string12_0_coexpression,2,5656,1146,13,2706,2642,0.9763488543976349,290
YKL140W,YKL140W,adjacent enzyme,string12_0_coexpression,3,6420,1153,13,2709,2645,0.976375046142488,290
YKL188C,YKL188C,adjacent enzyme,string12_0_coexpression,1,218,104,7,508,457,0.8996062992125984,218
YKL188C,YKL188C,adjacent enzyme,string12_0_coexpression,2,5326,1137,13,2706,2642,0.9763488543976349,218
YKL188C,YKL188C,adjacent enzyme,string12_0_coexpression,3,6401,1153,13,2709,2645,0.976375046142488,218
YKR009C,YKR009C,adjacent enzyme,string12_0_coexpression,1,589,273,6,1009,958,0.9494549058473737,589
YKR009C,YKR009C,adjacent enzyme,string12_0_coexpression,2,5811,1153,13,2673,2609,0.9760568649457538,589
YKR009C,YKR009C,adjacent enzyme,string12_0_coexpression,3,6433,1153,13,2673,2609,0.9760568649457538,589
YKR067W,YKR067W,adjacent enzyme,string12_0_coexpression,1,299,106,5,778,732,0.9408740359897172,299
YKR067W,YKR067W,adjacent enzyme,string12_0_coexpression,2,5480,1146,13,2696,2632,0.9762611275964391,299
YKR067W,YKR067W,adjacent enzyme,string12_0_coexpression,3,6396,1153,13,2697,2633,0.9762699295513534,299
YKR089C,YKR089C,adjacent enzyme,string12_0_coexpression,1,156,95,8,878,821,0.9350797266514806,156
YKR089C,YKR089C,adjacent enzyme,string12_0_coexpression,2,5171,1127,13,2679,2615,0.9761104889884286,156
YKR089C,YKR089C,adjacent enzyme,string12_0_coexpression,3,6389,1153,13,2693,2629,0.9762346825102116,156
YLL012W,YLL012W,adjacent enzyme,string12_0_coexpression,1,281,115,7,700,671,0.9585714285714285,281
YLL012W,YLL012W,adjacent enzyme,string12_0_coexpression,2,5690,1148,13,2699,2635,0.9762875138940348,281
YLL012W,YLL012W,adjacent enzyme,string12_0_coexpression,3,6423,1153,13,2701,2637,0.9763050721954831,281
YLR043C,YLR043C,adjacent enzyme,string12_0_coexpression,1,880,250,3,425,421,0.9905882352941177,880
YLR043C,YLR043C,adjacent enzyme,string12_0_coexpression,2,5871,1152,13,2708,2644,0.9763663220088626,880
YLR043C,YLR043C,adjacent enzyme,string12_0_coexpression,3,6439,1153,13,2709,2645,0.976375046142488,880
YLR109W,YLR109W,adjacent enzyme,string12_0_coexpression,1,351,165,0,247,247,1.0,351
YLR109W,YLR109W,adjacent enzyme,string12_0_coexpression,2,5486,1145,13,2706,2642,0.9763488543976349,351
YLR109W,YLR109W,adjacent enzyme,string12_0_coexpression,3,6413,1153,13,2709,2645,0.976375046142488,351
YLR153C,YLR153C,adjacent enzyme,string12_0_coexpression,1,720,440,13,1083,1019,0.9409048938134811,720
YLR153C,YLR153C,adjacent enzyme,string12_0_coexpression,2,5932,1153,13,2708,2644,0.9763663220088626,720
YLR153C,YLR153C,adjacent enzyme,string12_0_coexpression,3,6434,1153,13,2708,2644,0.9763663220088626,720
YLR284C,YLR284C,adjacent enzyme,string12_0_coexpression,1,621,297,7,909,855,0.9405940594059405,621
YLR284C,YLR284C,adjacent enzyme,string12_0_coexpression,2,5855,1153,13,2703,2639,0.9763226045135035,621
YLR284C,YLR284C,adjacent enzyme,string12_0_coexpression,3,6434,1153,13,2703,2639,0.9763226045135035,621
YML059C,YML059C,adjacent enzyme,string12_0_coexpression,1,484,200,7,820,783,0.9548780487804878,484
YML059C,YML059C,adjacent enzyme,string12_0_coexpression,2,5735,1152,13,2697,2633,0.9762699295513534,484
YML059C,YML059C,adjacent enzyme,string12_0_coexpression,3,6420,1153,13,2697,2633,0.9762699295513534,484
YMR165C,YMR165C,adjacent enzyme,string12_0_coexpression,1,217,66,4,475,430,0.9052631578947369,217
YMR165C,YMR165C,adjacent enzyme,string12_0_coexpression,2,5360,1131,13,2689,2625,0.9761993306061733,217
YMR165C,YMR165C,adjacent enzyme,string12_0_coexpression,3,6398,1153,13,2701,2637,0.9763050721954831,217
YMR313C,YMR313C,adjacent enzyme,string12_0_coexpression,1,106,63,7,839,784,0.9344457687723481,106
YMR313C,YMR313C,adjacent enzyme,string12_0_coexpression,2,4930,1120,13,2685,2621,0.9761638733705773,106
YMR313C,YMR313C,adjacent enzyme,string12_0_coexpression,3,6383,1153,13,2698,2634,0.9762787249814677,106
YNL036W,YNL036W,adjacent enzyme,string12_0_coexpression,1,337,168,3,343,310,0.9037900874635568,337
YNL036W,YNL036W,adjacent enzyme,string12_0_coexpression,2,5584,1146,13,2706,2642,0.9763488543976349,337
YNL036W,YNL036W,adjacent enzyme,string12_0_coexpression,3,6412,1153,13,2708,2644,0.9763663220088626,337
YNL104C,YNL104C,adjacent enzyme,string12_0_coexpression,1,392,281,2,614,595,0.9690553745928339,392
YNL104C,YNL104C,adjacent enzyme,string12_0_coexpression,2,5614,1146,13,2708,2644,0.9763663220088626,392
YNL104C,YNL104C,adjacent enzyme,string12_0_coexpression,3,6426,1153,13,2708,2644,0.9763663220088626,392
YNL117W,YNL117W,adjacent enzyme,string12_0_coexpression,1,467,267,9,690,641,0.9289855072463769,467
YNL117W,YNL117W,adjacent enzyme,string12_0_coexpression,2,5787,1146,13,2706,2642,0.9763488543976349,467
YNL117W,YNL117W,adjacent enzyme,string12_0_coexpression,3,6437,1153,13,2708,2644,0.9763663220088626,467
YNL277W,YNL277W,adjacent enzyme,string12_0_coexpression,1,624,362,7,788,740,0.9390862944162437,624
YNL277W,YNL277W,adjacent enzyme,string12_0_coexpression,2,5864,1152,13,2707,2643,0.9763575914296269,624
YNL277W,YNL277W,adjacent enzyme,string12_0_coexpression,3,6429,1153,13,2708,2644,0.9763663220088626,624
YNR019W,YNR019W,adjacent enzyme,string12_0_coexpression,1,206,108,9,794,741,0.9332493702770781,206
YNR019W,YNR019W,adjacent enzyme,string12_0_coexpression,2,5382,1135,13,2697,2633,0.9762699295513534,206
YNR019W,YNR019W,adjacent enzyme,string12_0_coexpression,3,6396,1153,13,2709,2645,0.976375046142488,206
YOR081C,YOR081C,adjacent enzyme,string12_0_coexpression,1,87,60,11,726,664,0.9146005509641874,87
YOR081C,YOR081C,adjacent enzyme,string12_0_coexpression,2,4894,1118,13,2693,2629,0.9762346825102116,87
YOR081C,YOR081C,adjacent enzyme,string12_0_coexpression,3,6330,1153,13,2709,2645,0.976375046142488,87
YOR108W,YOR108W,adjacent enzyme,string12_0_coexpression,1,564,280,4,639,615,0.9624413145539906,564
YOR108W,YOR108W,adjacent enzyme,string12_0_coexpression,2,5685,1148,13,2709,2645,0.976375046142488,564
YOR108W,YOR108W,adjacent enzyme,string12_0_coexpression,3,6427,1153,13,2709,2645,0.976375046142488,564
YOR175C,YOR175C,adjacent enzyme,string12_0_coexpression,1,145,85,12,846,800,0.9456264775413712,145
YOR175C,YOR175C,adjacent enzyme,string12_0_coexpression,2,5138,1128,13,2683,2619,0.9761461051062243,145
YOR175C,YOR175C,adjacent enzyme,string12_0_coexpression,3,6361,1153,13,2705,2641,0.9763401109057301,145
YOR245C,YOR245C,adjacent enzyme,string12_0_coexpression,1,283,171,10,1127,1070,0.9494232475598935,283
YOR245C,YOR245C,adjacent enzyme,string12_0_coexpression,2,5383,1148,13,2675,2611,0.9760747663551402,283
YOR245C,YOR245C,adjacent enzyme,string12_0_coexpression,3,6392,1153,13,2677,2613,0.9760926410160627,283
YOR253W,YOR253W,adjacent enzyme,string12_0_coexpression,1,377,27,0,119,119,1.0,377
YOR253W,YOR253W,adjacent enzyme,string12_0_coexpression,2,5491,1133,13,2694,2630,0.9762435040831478,377
YOR253W,YOR253W,adjacent enzyme,string12_0_coexpression,3,6415,1153,13,2709,2645,0.976375046142488,377
YOR303W,YOR303W,adjacent enzyme,string12_0_coexpression,1,375,227,1,345,344,0.9971014492753624,375
YOR303W,YOR303W,adjacent enzyme,string12_0_coexpression,2,5624,1151,13,2709,2645,0.976375046142488,375
YOR303W,YOR303W,adjacent enzyme,string12_0_coexpression,3,6438,1153,13,2709,2645,0.976375046142488,375
YOR311C,YOR311C,adjacent enzyme,string12_0_coexpression,1,150,76,3,547,529,0.9670932358318098,150
YOR311C,YOR311C,adjacent enzyme,string12_0_coexpression,2,5172,1133,13,2684,2620,0.9761549925484352,150
YOR311C,YOR311C,adjacent enzyme,string12_0_coexpression,3,6368,1153,13,2701,2637,0.9763050721954831,150
YOR377W,YOR377W,adjacent enzyme,string12_0_coexpression,1,128,67,3,209,205,0.9808612440191388,128
YOR377W,YOR377W,adjacent enzyme,string12_0_coexpression,2,5148,1126,13,2690,2626,0.9762081784386617,128
YOR377W,YOR377W,adjacent enzyme,string12_0_coexpression,3,6385,1153,13,2709,2645,0.976375046142488,128
YPL028W,YPL028W,adjacent enzyme,string12_0_coexpression,1,715,421,13,939,875,0.9318423855165069,715
YPL028W,YPL028W,adjacent enzyme,string12_0_coexpression,2,5930,1153,13,2707,2643,0.9763575914296269,715
YPL028W,YPL028W,adjacent enzyme,string12_0_coexpression,3,6438,1153,13,2707,2643,0.9763575914296269,715
YPL147W,YPL147W,adjacent enzyme,string12_0_coexpression,1,243,127,7,566,515,0.9098939929328622,243
YPL147W,YPL147W,adjacent enzyme,string12_0_coexpression,2,5345,1144,13,2708,2644,0.9763663220088626,243
YPL147W,YPL147W,adjacent enzyme,string12_0_coexpression,3,6397,1153,13,2709,2645,0.976375046142488,243
YPR193C,YPR193C,adjacent enzyme,string12_0_coexpression,1,90,36,0,67,67,1.0,90
YPR193C,YPR193C,adjacent enzyme,string12_0_coexpression,2,4967,1101,13,2525,2461,0.9746534653465346,90
YPR193C,YPR193C,adjacent enzyme,string12_0_coexpression,3,6386,1153,13,2709,2645,0.976375046142488,90
FKH1,YIL131C,regulator,string12_0_experimental,1,637,44,5,91,41,0.45054945054945056,637
FKH1,YIL131C,regulator,string12_0_experimental,2,5642,1147,13,2707,2643,0.9763575914296269,637
FKH1,YIL131C,regulator,string12_0_experimental,3,6010,1154,13,2709,2645,0.976375046142488,637
GCN5,YGR252W,regulator,string12_0_experimental,1,733,72,6,163,134,0.8220858895705522,733
GCN5,YGR252W,regulator,string12_0_experimental,2,5746,1146,13,2708,2644,0.9763663220088626,733
GCN5,YGR252W,regulator,string12_0_experimental,3,6012,1154,13,2709,2645,0.976375046142488,733
MED4,YOR174W,regulator,string12_0_experimental,1,129,4,0,20,20,1.0,129
MED4,YOR174W,regulator,string12_0_experimental,2,5230,1048,12,2571,2509,0.9758848697005056,129
MED4,YOR174W,regulator,string12_0_experimental,3,6001,1153,13,2709,2645,0.976375046142488,129
OPI1,YHL020C,regulator,string12_0_experimental,1,386,75,7,500,452,0.904,386
OPI1,YHL020C,regulator,string12_0_experimental,2,5658,1148,13,2708,2644,0.9763663220088626,386
OPI1,YHL020C,regulator,string12_0_experimental,3,6011,1154,13,2709,2645,0.976375046142488,386
RFX1,YLR176C,regulator,string12_0_experimental,1,182,13,0,97,97,1.0,182
RFX1,YLR176C,regulator,string12_0_experimental,2,5415,1120,13,2679,2615,0.9761104889884286,182
RFX1,YLR176C,regulator,string12_0_experimental,3,6003,1154,13,2709,2645,0.976375046142488,182
RGR1,YLR071C,regulator,string12_0_experimental,1,450,39,3,194,184,0.9484536082474226,450
RGR1,YLR071C,regulator,string12_0_experimental,2,5553,1131,13,2684,2620,0.9761549925484352,450
RGR1,YLR071C,regulator,string12_0_experimental,3,6007,1153,13,2709,2645,0.976375046142488,450
RPD3,YNL330C,regulator,string12_0_experimental,1,1085,122,7,318,289,0.9088050314465409,1085
RPD3,YNL330C,regulator,string12_0_experimental,2,5739,1150,13,2709,2645,0.976375046142488,1085
RPD3,YNL330C,regulator,string12_0_experimental,3,6011,1154,13,2709,2645,0.976375046142488,1085
SPT3,YDR392W,regulator,string12_0_experimental,1,299,20,0,128,128,1.0,299
SPT3,YDR392W,regulator,string12_0_experimental,2,5546,1128,13,2688,2624,0.9761904761904762,299
SPT3,YDR392W,regulator,string12_0_experimental,3,6007,1153,13,2709,2645,0.976375046142488,299
TFC7,YOR110W,regulator,string12_0_experimental,1,48,7,0,14,14,1.0,48
TFC7,YOR110W,regulator,string12_0_experimental,2,5138,1043,12,2582,2536,0.9821843532145623,48
TFC7,YOR110W,regulator,string12_0_experimental,3,6001,1153,13,2709,2645,0.976375046142488,48
YAP6,YDR259C,regulator,string12_0_experimental,1,262,45,2,107,105,0.9813084112149533,262
YAP6,YDR259C,regulator,string12_0_experimental,2,5546,1133,13,2698,2634,0.9762787249814677,262
YAP6,YDR259C,regulator,string12_0_experimental,3,6007,1153,13,2709,2645,0.976375046142488,262
ACC1,YNR016C,pathway enzyme,string12_0_experimental,1,309,56,1,321,316,0.9844236760124611,309
ACC1,YNR016C,pathway enzyme,string12_0_experimental,2,5647,1143,12,2705,2641,0.9763401109057301,309
ACC1,YNR016C,pathway enzyme,string12_0_experimental,3,6011,1153,12,2709,2645,0.976375046142488,309
FAS1,YKL182W,pathway enzyme,string12_0_experimental,1,739,215,11,580,517,0.8913793103448275,739
FAS1,YKL182W,pathway enzyme,string12_0_experimental,2,5728,1148,12,2707,2643,0.9763575914296269,739
FAS1,YKL182W,pathway enzyme,string12_0_experimental,3,6011,1153,12,2709,2645,0.976375046142488,739
FAS2,YPL231W,pathway enzyme,string12_0_experimental,1,700,207,11,588,525,0.8928571428571429,700
FAS2,YPL231W,pathway enzyme,string12_0_experimental,2,5707,1148,12,2707,2643,0.9763575914296269,700
FAS2,YPL231W,pathway enzyme,string12_0_experimental,3,6011,1153,12,2709,2645,0.976375046142488,700
ELO1,YJL196C,pathway enzyme,string12_0_experimental,1,81,37,5,220,211,0.9590909090909091,81
ELO1,YJL196C,pathway enzyme,string12_0_experimental,2,5205,1101,12,2625,2563,0.9763809523809523,81
ELO1,YJL196C,pathway enzyme,string12_0_experimental,3,5996,1153,12,2707,2645,0.9770964166974511,81
ELO2,YCR034W,pathway enzyme,string12_0_experimental,1,218,87,7,482,463,0.9605809128630706,218
ELO2,YCR034W,pathway enzyme,string12_0_experimental,2,5426,1131,12,2678,2615,0.9764749813293503,218
ELO2,YCR034W,pathway enzyme,string12_0_experimental,3,6002,1152,12,2708,2645,0.9767355982274741,218
ELO3,YLR372W,pathway enzyme,string12_0_experimental,1,376,134,6,603,579,0.9601990049751243,376
ELO3,YLR372W,pathway enzyme,string12_0_experimental,2,5582,1142,12,2706,2643,0.9767184035476718,376
ELO3,YLR372W,pathway enzyme,string12_0_experimental,3,6007,1152,12,2708,2645,0.9767355982274741,376
OLE1,YGL055W,pathway enzyme,string12_0_experimental,1,521,125,10,453,410,0.9050772626931567,521
OLE1,YGL055W,pathway enzyme,string12_0_experimental,2,5620,1142,12,2691,2629,0.976960237829803,521
OLE1,YGL055W,pathway enzyme,string12_0_experimental,3,6010,1153,12,2707,2645,0.9770964166974511,521
FAA1,YOR317W,pathway enzyme,string12_0_experimental,1,498,100,7,705,659,0.9347517730496454,498
FAA1,YOR317W,pathway enzyme,string12_0_experimental,2,5629,1143,12,2703,2641,0.9770625231224566,498
FAA1,YOR317W,pathway enzyme,string12_0_experimental,3,6008,1152,12,2707,2645,0.9770964166974511,498
FAA2,YER015W,pathway enzyme,string12_0_experimental,1,542,87,7,274,234,0.8540145985401459,542
FAA2,YER015W,pathway enzyme,string12_0_experimental,2,5554,1143,12,2696,2640,0.9792284866468842,542
FAA2,YER015W,pathway enzyme,string12_0_experimental,3,6007,1152,12,2701,2645,0.9792669381710477,542
FAA3,YIL009W,pathway enzyme,string12_0_experimental,1,388,70,5,304,272,0.8947368421052632,388
FAA3,YIL009W,pathway enzyme,string12_0_experimental,2,5496,1135,12,2692,2632,0.9777117384843982,388
FAA3,YIL009W,pathway enzyme,string12_0_experimental,3,6004,1152,12,2705,2645,0.977818853974122,388
FAA4,YMR246W,pathway enzyme,string12_0_experimental,1,451,81,6,553,509,0.9204339963833634,451
FAA4,YMR246W,pathway enzyme,string12_0_experimental,2,5562,1142,12,2704,2640,0.9763313609467456,451
FAA4,YMR246W,pathway enzyme,string12_0_experimental,3,6007,1153,12,2709,2645,0.976375046142488,451
POX1,YGL205W,pathway enzyme,string12_0_experimental,1,309,140,7,420,384,0.9142857142857143,309
POX1,YGL205W,pathway enzyme,string12_0_experimental,2,5310,1126,12,2675,2629,0.982803738317757,309
POX1,YGL205W,pathway enzyme,string12_0_experimental,3,6000,1153,12,2691,2645,0.9829059829059829,309
SLC1,YDL052C,pathway enzyme,string12_0_experimental,1,265,84,5,542,512,0.9446494464944649,265
SLC1,YDL052C,pathway enzyme,string12_0_experimental,2,5445,1137,12,2702,2638,0.9763138415988157,265
SLC1,YDL052C,pathway enzyme,string12_0_experimental,3,6005,1153,12,2709,2645,0.976375046142488,265
YAL054C,YAL054C,adjacent enzyme,string12_0_experimental,1,230,121,1,241,237,0.983402489626556,230
YAL054C,YAL054C,adjacent enzyme,string12_0_experimental,2,5205,1109,13,2667,2603,0.9760029996250469,230
YAL054C,YAL054C,adjacent enzyme,string12_0_experimental,3,6002,1152,13,2708,2644,0.9763663220088626,230
YAR035W,YAR035W,adjacent enzyme,string12_0_experimental,1,76,37,1,129,111,0.8604651162790697,76
YAR035W,YAR035W,adjacent enzyme,string12_0_experimental,2,4333,976,13,2309,2245,0.9722823733217844,76
YAR035W,YAR035W,adjacent enzyme,string12_0_experimental,3,5971,1153,13,2709,2645,0.976375046142488,76
YBL011W,YBL011W,adjacent enzyme,string12_0_experimental,1,247,46,3,278,270,0.9712230215827338,247
YBL011W,YBL011W,adjacent enzyme,string12_0_experimental,2,5522,1135,13,2688,2624,0.9761904761904762,247
YBL011W,YBL011W,adjacent enzyme,string12_0_experimental,3,6004,1152,13,2709,2645,0.976375046142488,247
YBR029C,YBR029C,adjacent enzyme,string12_0_experimental,1,130,42,0,441,441,1.0,130
YBR029C,YBR029C,adjacent enzyme,string12_0_experimental,2,5279,1091,13,2646,2582,0.9758125472411187,130
YBR029C,YBR029C,adjacent enzyme,string12_0_experimental,3,6002,1152,13,2695,2631,0.976252319109462,130
YBR041W,YBR041W,adjacent enzyme,string12_0_experimental,1,191,58,7,342,311,0.9093567251461988,191
YBR041W,YBR041W,adjacent enzyme,string12_0_experimental,2,5210,1112,13,2661,2597,0.9759488913942127,191
YBR041W,YBR041W,adjacent enzyme,string12_0_experimental,3,5990,1152,13,2696,2632,0.9762611275964391,191
YBR042C,YBR042C,adjacent enzyme,string12_0_experimental,1,202,65,5,408,382,0.9362745098039216,202
YBR042C,YBR042C,adjacent enzyme,string12_0_experimental,2,5421,1118,13,2667,2603,0.9760029996250469,202
YBR042C,YBR042C,adjacent enzyme,string12_0_experimental,3,6008,1153,13,2707,2643,0.9763575914296269,202
YBR159W,YBR159W,adjacent enzyme,string12_0_experimental,1,234,71,6,275,264,0.96,234
YBR159W,YBR159W,adjacent enzyme,string12_0_experimental,2,5452,1129,13,2681,2617,0.9761283103319657,234
YBR159W,YBR159W,adjacent enzyme,string12_0_experimental,3,6003,1152,13,2702,2638,0.9763138415988157,234
YBR204C,YBR204C,adjacent enzyme,string12_0_experimental,1,201,48,0,160,160,1.0,201
YBR204C,YBR204C,adjacent enzyme,string12_0_experimental,2,5261,1099,13,2658,2594,0.9759217456734387,201
YBR204C,YBR204C,adjacent enzyme,string12_0_experimental,3,5998,1152,13,2709,2645,0.976375046142488,201
YBR208C,YBR208C,adjacent enzyme,string12_0_experimental,1,494,175,4,398,377,0.9472361809045227,494
YBR208C,YBR208C,adjacent enzyme,string12_0_experimental,2,5517,1141,13,2704,2640,0.9763313609467456,494
YBR208C,YBR208C,adjacent enzyme,string12_0_experimental,3,6007,1153,13,2707,2643,0.9763575914296269,494
YBR218C,YBR218C,adjacent enzyme,string12_0_experimental,1,110,56,3,111,108,0.972972972972973,110
YBR218C,YBR218C,adjacent enzyme,string12_0_experimental,2,5220,1093,13,2649,2585,0.975839939599849,110
YBR218C,YBR218C,adjacent enzyme,string12_0_experimental,3,5998,1153,13,2709,2645,0.976375046142488,110
YCR048W,YCR048W,adjacent enzyme,string12_0_experimental,1,87,25,0,365,365,1.0,87
YCR048W,YCR048W,adjacent enzyme,string12_0_experimental,2,5113,1059,13,2623,2559,0.975600457491422,87
YCR048W,YCR048W,adjacent enzyme,string12_0_experimental,3,5995,1152,13,2701,2637,0.9763050721954831,87
YCR068W,YCR068W,adjacent enzyme,string12_0_experimental,1,63,14,1,159,154,0.9685534591194969,63
YCR068W,YCR068W,adjacent enzyme,string12_0_experimental,2,5140,1026,12,2579,2519,0.9767351686700272,63
YCR068W,YCR068W,adjacent enzyme,string12_0_experimental,3,5997,1152,13,2709,2645,0.976375046142488,63
YDL015C,YDL015C,adjacent enzyme,string12_0_experimental,1,194,64,8,299,257,0.8595317725752508,194
YDL015C,YDL015C,adjacent enzyme,string12_0_experimental,2,5281,1107,13,2665,2601,0.9759849906191369,194
YDL015C,YDL015C,adjacent enzyme,string12_0_experimental,3,6000,1153,13,2702,2638,0.9763138415988157,194
YDL040C,YDL040C,adjacent enzyme,string12_0_experimental,1,276,18,0,87,87,1.0,276
YDL040C,YDL040C,adjacent enzyme,string12_0_experimental,2,5604,1136,13,2700,2636,0.9762962962962963,276
YDL040C,YDL040C,adjacent enzyme,string12_0_experimental,3,6009,1152,13,2709,2645,0.976375046142488,276
YDL141W,YDL141W,adjacent enzyme,string12_0_experimental,1,32,8,1,20,19,0.95,32
